gameweek,team_rank,team_name,matchs_played,matchs_won,matchs_drawn,matchs_lost,team_goals_for,team_goals_against,team_goals_difference,team_points
3,2,real_sociedad,3,3,0,0,10,4,6,9
3,3,sevilla,3,2,1,0,5,1,4,7
3,4,athletic_club,3,2,1,0,3,0,3,7
3,5,leganes,3,2,0,1,3,2,1,6
3,6,atletico_madrid,3,1,2,0,7,3,4,5
3,7,real_madrid,3,1,2,0,6,3,3,5
3,8,levante,3,1,2,0,4,3,1,5
3,9,valencia,3,1,2,0,3,2,1,5
3,10,getafe,3,1,1,1,2,2,0,4
3,11,girona,3,1,1,1,3,4,-1,4
3,12,celta_vigo,3,1,0,2,4,5,-1,3
3,13,villarreal,3,1,0,2,3,5,-2,3
3,14,las_palmas,3,1,0,2,4,7,-3,3
3,15,real_betis,3,1,0,2,3,6,-3,3
3,16,eibar,3,1,0,2,1,4,-3,3
3,17,deportivo_la_coruna,3,0,1,2,4,9,-5,1
3,18,espanyol,3,0,1,2,1,7,-6,1
3,19,malaga,3,0,0,3,1,5,-4,0
3,20,alaves,3,0,0,3,0,4,-4,0
4,1,barcelona,4,4,0,0,11,1,10,12
4,2,sevilla,4,3,1,0,6,1,5,10
4,3,real_sociedad,4,3,0,1,11,7,4,9
4,4,real_madrid,4,2,2,0,9,4,5,8
4,5,atletico_madrid,4,2,2,0,8,3,5,8
4,6,athletic_club,4,2,1,1,3,1,2,7
4,7,villarreal,4,2,0,2,6,5,1,6
4,8,levante,4,1,3,0,5,4,1,6
4,9,valencia,4,1,3,0,4,3,1,6
4,10,leganes,4,2,0,2,3,3,0,6
4,11,real_betis,4,2,0,2,5,7,-2,6
4,12,las_palmas,4,2,0,2,5,7,-2,6
4,13,eibar,4,2,0,2,2,4,-2,6
4,14,getafe,4,1,1,2,3,4,-1,4
4,15,girona,4,1,1,2,3,5,-2,4
4,16,espanyol,4,1,1,2,3,8,-5,4
4,17,celta_vigo,4,1,0,3,5,7,-2,3
4,18,deportivo_la_coruna,4,0,1,3,5,11,-6,1
4,19,malaga,4,0,0,4,1,6,-5,0
4,20,alaves,4,0,0,4,0,7,-7,0
5,1,barcelona,5,5,0,0,17,2,15,15
5,2,sevilla,5,4,1,0,7,1,6,13
5,3,atletico_madrid,5,3,2,0,10,4,6,11
5,4,valencia,5,2,3,0,9,3,6,9
5,5,levante,5,2,3,0,8,4,4,9
5,6,real_sociedad,5,3,0,2,11,10,1,9
5,7,real_betis,5,3,0,2,6,7,-1,9
5,8,real_madrid,5,2,2,1,9,5,4,8
5,9,villarreal,5,2,1,2,6,5,1,7
5,10,athletic_club,5,2,1,2,4,3,1,7
5,11,leganes,5,2,1,2,3,3,0,7
5,12,las_palmas,5,2,0,3,5,8,-3,6
5,13,eibar,5,2,0,3,3,10,-7,6
5,14,getafe,5,1,2,2,4,5,-1,5
5,15,girona,5,1,2,2,3,5,-2,5
5,16,espanyol,5,1,2,2,3,8,-5,5
5,17,celta_vigo,5,1,1,3,6,8,-2,4
5,18,deportivo_la_coruna,5,1,1,3,6,11,-5,4
5,19,alaves,5,0,0,5,0,8,-8,0
5,20,malaga,5,0,0,5,1,11,-10,0
6,1,barcelona,6,6,0,0,20,2,18,18
6,2,atletico_madrid,6,4,2,0,12,4,8,14
6,3,sevilla,6,4,1,1,7,3,4,13
6,4,valencia,6,3,3,0,12,5,7,12
6,5,real_betis,6,4,0,2,10,7,3,12
6,6,real_madrid,6,3,2,1,11,6,5,11
6,7,leganes,6,3,1,2,5,3,2,10
6,8,real_sociedad,6,3,0,3,13,13,0,9
6,9,levante,6,2,3,1,8,8,0,9
6,10,getafe,6,2,2,2,8,5,3,8
6,11,athletic_club,6,2,2,2,7,6,1,8
6,12,espanyol,6,2,2,2,7,9,-2,8
6,13,celta_vigo,6,2,1,3,10,8,2,7
6,14,villarreal,6,2,1,3,6,9,-3,7
6,15,las_palmas,6,2,0,4,5,10,-5,6
6,16,eibar,6,2,0,4,3,14,-11,6
6,17,girona,6,1,2,3,3,8,-5,5
6,18,deportivo_la_coruna,6,1,1,4,7,15,-8,4
6,19,malaga,6,0,1,5,4,14,-10,1
6,20,alaves,6,0,0,6,1,10,-9,0
7,1,barcelona,7,7,0,0,23,2,21,21
7,2,sevilla,7,5,1,1,9,3,6,16
7,3,valencia,7,4,3,0,15,7,8,15
7,4,atletico_madrid,7,4,3,0,12,4,8,15
7,5,real_madrid,7,4,2,1,13,6,7,14
7,6,real_betis,7,4,1,2,14,11,3,13
7,7,leganes,7,3,2,2,5,3,2,11
7,8,real_sociedad,7,3,1,3,17,17,0,10
7,9,villarreal,7,3,1,3,9,9,0,10
7,10,levante,7,2,3,2,8,10,-2,9
7,11,celta_vigo,7,2,2,3,13,11,2,8
7,12,getafe,7,2,2,3,9,7,2,8
7,13,athletic_club,7,2,2,3,9,9,0,8
7,14,espanyol,7,2,2,3,7,11,-4,8
7,15,deportivo_la_coruna,7,2,1,4,9,16,-7,7
7,16,girona,7,1,3,3,6,11,-5,6
7,17,las_palmas,7,2,0,5,5,13,-8,6
7,18,eibar,7,2,0,5,3,17,-14,6
7,19,alaves,7,1,0,6,3,10,-7,3
7,20,malaga,7,0,1,6,4,16,-12,1
8,1,barcelona,8,7,1,0,24,3,21,22
8,2,valencia,8,5,3,0,21,10,11,18
8,3,real_madrid,8,5,2,1,15,7,8,17
8,4,atletico_madrid,8,4,4,0,13,5,8,16
8,5,sevilla,8,5,1,2,9,4,5,16
8,6,leganes,8,4,2,2,7,3,4,14
8,7,real_sociedad,8,4,1,3,19,17,2,13
8,8,villarreal,8,4,1,3,11,10,1,13
8,9,real_betis,8,4,1,3,17,17,0,13
8,10,celta_vigo,8,3,2,3,18,13,5,11
8,11,athletic_club,8,3,2,3,10,9,1,11
8,12,levante,8,2,4,2,8,10,-2,10
8,13,espanyol,8,2,3,3,7,11,-4,9
8,14,getafe,8,2,2,4,10,9,1,8
8,15,deportivo_la_coruna,8,2,2,4,9,16,-7,8
8,16,eibar,8,2,1,5,3,17,-14,7
8,17,girona,8,1,3,4,7,13,-6,6
8,18,las_palmas,8,2,0,6,7,18,-11,6
8,19,alaves,8,1,0,7,3,12,-9,3
8,20,malaga,8,0,1,7,4,18,-14,1
9,1,barcelona,9,8,1,0,26,3,23,25
9,2,valencia,9,6,3,0,25,10,15,21
9,3,real_madrid,9,6,2,1,18,7,11,20
9,4,atletico_madrid,9,5,4,0,14,5,9,19
9,5,leganes,9,5,2,2,8,3,5,17
9,6,villarreal,9,5,1,3,15,10,5,16
9,7,real_betis,9,5,1,3,19,17,2,16
9,8,sevilla,9,5,1,3,9,8,1,16
9,9,real_sociedad,9,4,2,3,20,18,2,14
9,10,celta_vigo,9,3,2,4,18,14,4,11
9,11,athletic_club,9,3,2,4,10,10,0,11
9,12,levante,9,2,5,2,9,11,-2,11
9,13,espanyol,9,2,4,3,8,12,-4,10
9,14,getafe,9,2,3,4,11,10,1,9
9,15,girona,9,2,3,4,9,14,-5,9
9,16,deportivo_la_coruna,9,2,2,5,10,18,-8,8
9,17,eibar,9,2,1,6,3,20,-17,7
9,18,las_palmas,9,2,0,7,7,22,-15,6
9,19,alaves,9,1,0,8,3,14,-11,3
9,20,malaga,9,0,1,8,4,20,-16,1
10,1,barcelona,10,9,1,0,28,3,25,28
10,2,valencia,10,7,3,0,27,11,16,24
10,3,real_madrid,10,6,2,2,19,9,10,20
10,4,atletico_madrid,10,5,5,0,15,6,9,20
10,5,sevilla,10,6,1,3,11,9,2,19
10,6,villarreal,10,5,2,3,16,11,5,17
10,7,leganes,10,5,2,3,9,5,4,17
10,8,real_betis,10,5,1,4,19,18,1,16
10,9,real_sociedad,10,4,2,4,21,20,1,14
10,10,espanyol,10,3,4,3,9,12,-3,13
10,11,getafe,10,3,3,4,13,11,2,12
10,12,levante,10,2,6,2,11,13,-2,12
10,13,girona,10,3,3,4,11,15,-4,12
10,14,celta_vigo,10,3,2,5,19,16,3,11
10,15,athletic_club,10,3,2,5,10,12,-2,11
10,16,deportivo_la_coruna,10,3,2,5,13,19,-6,11
10,17,eibar,10,2,2,6,5,22,-17,8
10,18,las_palmas,10,2,0,8,8,25,-17,6
10,19,malaga,10,1,1,8,6,21,-15,4
10,20,alaves,10,1,0,9,4,16,-12,3
11,1,barcelona,11,10,1,0,30,4,26,31
11,2,valencia,11,8,3,0,30,11,19,27
11,3,real_madrid,11,7,2,2,22,9,13,23
11,4,atletico_madrid,11,6,5,0,16,6,10,23
11,5,villarreal,11,6,2,3,18,11,7,20
11,6,sevilla,11,6,1,4,12,11,1,19
11,7,real_sociedad,11,5,2,4,24,21,3,17
11,8,real_betis,11,5,2,4,21,20,1,17
11,9,leganes,11,5,2,4,9,8,1,17
11,10,girona,11,4,3,4,13,16,-3,15
11,11,celta_vigo,11,4,2,5,22,17,5,14
11,12,getafe,11,3,4,4,15,13,2,13
11,13,espanyol,11,3,4,4,9,13,-4,13
11,14,levante,11,2,6,3,12,15,-3,12
11,15,athletic_club,11,3,2,6,11,15,-4,11
11,16,deportivo_la_coruna,11,3,2,6,13,20,-7,11
11,17,eibar,11,2,2,7,6,25,-19,8
11,18,alaves,11,2,0,9,5,16,-11,6
11,19,las_palmas,11,2,0,9,8,28,-20,6
11,20,malaga,11,1,1,9,6,23,-17,4
12,1,barcelona,12,11,1,0,33,4,29,34
12,2,valencia,12,9,3,0,32,11,21,30
12,3,real_madrid,12,7,3,2,22,9,13,24
12,4,atletico_madrid,12,6,6,0,16,6,10,24
12,5,sevilla,12,7,1,4,14,12,2,22
12,6,villarreal,12,6,3,3,19,12,7,21
12,7,real_sociedad,12,5,3,4,25,22,3,18
12,8,leganes,12,5,2,5,9,11,-2,17
12,9,real_betis,12,5,2,5,21,25,-4,17
12,10,getafe,12,4,4,4,19,14,5,16
12,11,girona,12,4,4,4,14,17,-3,16
12,12,levante,12,3,6,3,14,15,-1,15
12,13,celta_vigo,12,4,2,6,23,19,4,14
12,14,espanyol,12,3,4,5,9,15,-6,13
12,15,athletic_club,12,3,3,6,12,16,-4,12
12,16,deportivo_la_coruna,12,3,2,7,15,23,-8,11
12,17,eibar,12,3,2,7,11,25,-14,11
12,18,malaga,12,2,1,9,9,25,-16,7
12,19,alaves,12,2,0,10,6,20,-14,6
12,20,las_palmas,12,2,0,10,8,30,-22,6
13,1,barcelona,13,11,2,0,34,5,29,35
13,2,valencia,13,9,4,0,33,12,21,31
13,3,atletico_madrid,13,7,6,0,21,6,15,27
13,4,real_madrid,13,8,3,2,25,11,14,27
13,5,sevilla,13,8,1,4,17,14,3,25
13,6,villarreal,13,6,3,4,21,15,6,21
13,7,real_sociedad,13,5,4,4,27,24,3,19
13,8,real_betis,13,5,3,5,23,27,-4,18
13,9,celta_vigo,13,5,2,6,24,19,5,17
13,10,girona,13,4,5,4,16,19,-3,17
13,11,leganes,13,5,2,6,9,12,-3,17
13,12,getafe,13,4,4,5,19,15,4,16
13,13,espanyol,13,4,4,5,10,15,-5,16
13,14,levante,13,3,6,4,14,20,-6,15
13,15,eibar,13,4,2,7,13,26,-13,14
13,16,athletic_club,13,3,4,6,14,18,-4,13
13,17,deportivo_la_coruna,13,3,3,7,17,25,-8,12
13,18,malaga,13,2,1,10,11,28,-17,7
13,19,las_palmas,13,2,1,10,10,32,-22,7
13,20,alaves,13,2,0,11,7,22,-15,6
14,1,barcelona,14,11,3,0,36,7,29,36
14,2,valencia,14,9,4,1,33,13,20,31
14,3,atletico_madrid,14,8,6,0,23,7,16,30
14,4,real_madrid,14,8,4,2,25,11,14,28
14,5,sevilla,14,9,1,4,19,14,5,28
14,6,villarreal,14,6,3,5,22,18,4,21
14,7,leganes,14,6,2,6,12,13,-1,20
14,8,getafe,14,5,4,5,20,15,5,19
14,9,real_sociedad,14,5,4,5,28,26,2,19
14,10,celta_vigo,14,5,3,6,26,21,5,18
14,11,real_betis,14,5,3,6,23,28,-5,18
14,12,girona,14,4,5,5,18,22,-4,17
14,13,eibar,14,5,2,7,16,27,-11,17
14,14,levante,14,3,7,4,14,20,-6,16
14,15,espanyol,14,4,4,6,11,18,-7,16
14,16,athletic_club,14,3,5,6,14,18,-4,14
14,17,deportivo_la_coruna,14,3,3,8,17,27,-10,12
14,18,las_palmas,14,3,1,10,11,32,-21,10
14,19,alaves,14,3,0,11,10,24,-14,9
14,20,malaga,14,2,2,10,11,28,-17,8
15,1,barcelona,15,12,3,0,38,7,31,39
15,2,valencia,15,10,4,1,35,14,21,34
15,3,atletico_madrid,15,9,6,0,24,7,17,33
15,4,real_madrid,15,9,4,2,30,11,19,31
15,5,sevilla,15,9,1,5,19,19,0,28
15,6,villarreal,15,6,3,6,22,20,2,21
15,7,getafe,15,5,5,5,20,15,5,20
15,8,leganes,15,6,2,7,12,14,-2,20
15,9,girona,15,5,5,5,19,22,-3,20
15,10,real_sociedad,15,5,4,6,28,28,0,19
15,11,celta_vigo,15,5,3,7,27,23,4,18
15,12,real_betis,15,5,3,7,23,29,-6,18
15,13,eibar,15,5,3,7,16,27,-11,18
15,14,athletic_club,15,4,5,6,16,19,-3,17
15,15,levante,15,3,7,5,15,22,-7,16
15,16,espanyol,15,4,4,7,11,19,-8,16
15,17,deportivo_la_coruna,15,4,3,8,18,27,-9,15
15,18,alaves,15,4,0,11,12,24,-12,12
15,19,malaga,15,3,2,10,13,28,-15,11
15,20,las_palmas,15,3,1,11,11,34,-23,10
16,1,barcelona,16,13,3,0,42,7,35,42
16,2,atletico_madrid,16,10,6,0,25,7,18,36
16,3,real_madrid,16,10,4,2,33,12,21,34
16,4,valencia,16,10,4,2,36,16,20,34
16,5,sevilla,16,9,2,5,19,19,0,29
16,6,villarreal,16,7,3,6,23,20,3,24
16,7,girona,16,6,5,5,20,22,-2,23
16,8,real_betis,16,6,3,7,25,29,-4,21
16,9,eibar,16,6,3,7,18,28,-10,21
16,10,getafe,16,5,5,6,20,16,4,20
16,11,real_sociedad,16,5,5,6,28,28,0,20
16,12,leganes,16,6,2,8,13,17,-4,20
16,13,celta_vigo,16,5,3,8,27,24,3,18
16,14,athletic_club,16,4,6,6,16,19,-3,18
16,15,levante,16,3,8,5,15,22,-7,17
16,16,espanyol,16,4,5,7,13,21,-8,17
16,17,deportivo_la_coruna,16,4,3,9,18,31,-13,15
16,18,alaves,16,4,0,12,12,25,-13,12
16,19,malaga,16,3,2,11,13,30,-17,11
16,20,las_palmas,16,3,2,11,13,36,-23,11
17,1,barcelona,17,14,3,0,45,7,38,45
17,2,atletico_madrid,17,10,6,1,25,8,17,36
17,3,valencia,17,10,4,3,36,17,19,34
17,4,real_madrid,17,10,4,3,33,15,18,34
17,5,sevilla,17,9,2,6,20,22,-2,29
17,6,villarreal,17,8,3,6,24,20,4,27
17,7,eibar,17,7,3,7,22,29,-7,24
17,8,getafe,17,6,5,6,22,16,6,23
17,9,real_sociedad,17,6,5,6,31,29,2,23
17,10,girona,17,6,5,6,21,26,-5,23
17,11,celta_vigo,17,6,3,8,30,25,5,21
17,12,athletic_club,17,5,6,6,18,19,-1,21
17,13,leganes,17,6,3,8,13,17,-4,21
17,14,real_betis,17,6,3,8,25,31,-6,21
17,15,espanyol,17,5,5,7,14,21,-7,20
17,16,levante,17,3,9,5,15,22,-7,18
17,17,alaves,17,5,0,12,13,25,-12,15
17,18,deportivo_la_coruna,17,4,3,10,19,34,-15,15
17,19,malaga,17,3,2,12,13,31,-18,11
17,20,las_palmas,17,3,2,12,13,38,-25,11
18,1,barcelona,18,15,3,0,48,7,41,48
18,2,atletico_madrid,18,11,6,1,27,8,19,39
18,3,valencia,18,11,4,3,38,18,20,37
18,4,real_madrid,18,10,5,3,35,17,18,35
18,5,sevilla,18,9,2,7,23,27,-4,29
18,6,villarreal,18,8,4,6,25,21,4,28
18,7,eibar,18,8,3,7,24,30,-6,27
18,8,athletic_club,18,6,6,6,20,19,1,24
18,9,leganes,18,7,3,8,14,17,-3,24
18,10,real_betis,18,7,3,8,30,34,-4,24
18,11,getafe,18,6,5,7,22,18,4,23
18,12,real_sociedad,18,6,5,7,31,30,1,23
18,13,girona,18,6,5,7,22,28,-6,23
18,14,espanyol,18,6,5,7,15,21,-6,23
18,15,celta_vigo,18,6,4,8,32,27,5,22
18,16,levante,18,3,9,6,15,25,-10,18
18,17,deportivo_la_coruna,18,4,4,10,20,35,-15,16
18,18,alaves,18,5,0,13,13,27,-14,15
18,19,malaga,18,3,2,13,13,32,-19,11
18,20,las_palmas,18,3,2,13,14,40,-26,11
19,1,barcelona,19,16,3,0,52,9,43,51
19,2,atletico_madrid,19,12,6,1,28,8,20,42
19,3,valencia,19,12,4,3,40,19,21,40
19,4,real_madrid,19,10,5,4,35,18,17,35
19,5,villarreal,19,9,4,6,26,21,5,31
19,6,sevilla,19,9,2,8,23,28,-5,29
19,7,real_betis,19,8,3,8,33,36,-3,27
19,8,eibar,19,8,3,8,24,31,-7,27
19,9,getafe,19,7,5,7,23,18,5,26
19,10,girona,19,7,5,7,28,28,0,26
19,11,celta_vigo,19,7,4,8,33,27,6,25
19,12,athletic_club,19,6,7,6,21,20,1,25
19,13,leganes,19,7,3,9,16,20,-4,24
19,14,espanyol,19,6,6,7,16,22,-6,24
19,15,real_sociedad,19,6,5,8,33,34,-1,23
19,16,levante,19,3,9,7,15,26,-11,18
19,17,alaves,19,6,0,13,14,27,-13,18
19,18,deportivo_la_coruna,19,4,4,11,21,37,-16,16
19,19,malaga,19,3,2,14,13,33,-20,11
19,20,las_palmas,19,3,2,14,14,46,-32,11
20,1,barcelona,20,17,3,0,57,9,48,54
20,2,atletico_madrid,20,12,7,1,29,9,20,43
20,3,valencia,20,12,4,4,41,21,20,40
20,4,real_madrid,20,11,5,4,42,19,23,38
20,5,villarreal,20,10,4,6,28,22,6,34
20,6,sevilla,20,10,2,8,26,28,-2,32
20,7,celta_vigo,20,8,4,8,35,28,7,28
20,8,eibar,20,8,4,8,25,32,-7,28
20,9,getafe,20,7,6,7,25,20,5,27
20,10,girona,20,7,6,7,29,29,0,27
20,11,real_betis,20,8,3,9,33,41,-8,27
20,12,athletic_club,20,6,8,6,23,22,1,26
20,13,leganes,20,7,4,9,18,22,-4,25
20,14,espanyol,20,6,6,8,16,25,-9,24
20,15,real_sociedad,20,6,5,9,34,36,-2,23
20,16,alaves,20,6,1,13,16,29,-13,19
20,17,levante,20,3,9,8,16,28,-12,18
20,18,deportivo_la_coruna,20,4,4,12,22,44,-22,16
20,19,las_palmas,20,4,2,14,16,47,-31,14
20,20,malaga,20,3,3,14,14,34,-20,12
21,1,barcelona,21,18,3,0,59,10,49,57
21,2,atletico_madrid,21,13,7,1,32,9,23,46
21,3,real_madrid,21,12,5,4,46,20,26,41
21,4,valencia,21,12,4,5,42,25,17,40
21,5,villarreal,21,11,4,6,32,24,8,37
21,6,sevilla,21,10,3,8,27,29,-2,33
21,7,celta_vigo,21,9,4,8,38,30,8,31
21,8,eibar,21,8,5,8,26,33,-7,29
21,9,getafe,21,7,7,7,26,21,5,28
21,10,girona,21,7,7,7,29,29,0,28
21,11,leganes,21,8,4,9,21,24,-3,28
21,12,athletic_club,21,6,9,6,24,23,1,27
21,13,real_betis,21,8,3,10,35,44,-9,27
21,14,espanyol,21,6,6,9,18,28,-10,24
21,15,real_sociedad,21,6,5,10,36,40,-4,23
21,16,levante,21,3,10,8,18,30,-12,19
21,17,alaves,21,6,1,14,17,31,-14,19
21,18,deportivo_la_coruna,21,4,5,12,24,46,-22,17
21,19,las_palmas,21,4,2,15,16,50,-34,14
21,20,malaga,21,3,4,14,14,34,-20,13
22,1,barcelona,22,18,4,0,60,11,49,58
22,2,atletico_madrid,22,14,7,1,33,9,24,49
22,3,real_madrid,22,12,6,4,48,22,26,42
22,4,valencia,22,12,4,6,42,26,16,40
22,5,villarreal,22,11,4,7,33,26,7,37
22,6,sevilla,22,10,3,9,28,34,-6,33
22,7,eibar,22,9,5,8,31,34,-3,32
22,8,celta_vigo,22,9,4,9,39,32,7,31
22,9,girona,22,8,7,7,31,29,2,31
22,10,real_betis,22,9,3,10,37,45,-8,30
22,11,getafe,22,7,8,7,26,21,5,29
22,12,leganes,22,8,5,9,21,24,-3,29
22,13,athletic_club,22,6,9,7,24,25,-1,27
22,14,real_sociedad,22,7,5,10,41,40,1,26
22,15,espanyol,22,6,7,9,19,29,-10,25
22,16,alaves,22,7,1,14,19,32,-13,22
22,17,levante,22,3,11,8,20,32,-12,20
22,18,deportivo_la_coruna,22,4,5,13,24,51,-27,17
22,19,las_palmas,22,5,2,15,17,50,-33,17
22,20,malaga,22,3,4,15,14,35,-21,13
23,1,barcelona,23,18,5,0,60,11,49,59
23,2,atletico_madrid,23,15,7,1,34,9,25,52
23,3,real_madrid,23,13,6,4,53,24,29,45
23,4,valencia,23,13,4,6,45,27,18,43
23,5,villarreal,23,11,4,8,34,28,6,37
23,6,sevilla,23,11,3,9,29,34,-5,36
23,7,eibar,23,10,5,8,32,34,-2,35
23,8,real_betis,23,10,3,10,38,45,-7,33
23,9,celta_vigo,23,9,5,9,41,34,7,32
23,10,girona,23,8,7,8,31,30,1,31
23,11,getafe,23,7,9,7,26,21,5,30
23,12,leganes,23,8,5,10,21,25,-4,29
23,13,athletic_club,23,6,10,7,24,25,-1,28
23,14,real_sociedad,23,7,5,11,43,45,-2,26
23,15,espanyol,23,6,8,9,21,31,-10,26
23,16,alaves,23,8,1,14,21,33,-12,25
23,17,levante,23,3,11,9,21,35,-14,20
23,18,las_palmas,23,5,3,15,17,50,-33,18
23,19,deportivo_la_coruna,23,4,5,14,24,52,-28,17
23,20,malaga,23,3,4,16,14,36,-22,13
24,1,barcelona,24,19,5,0,62,11,51,62
24,2,atletico_madrid,24,16,7,1,36,9,27,55
24,3,real_madrid,24,14,6,4,58,27,31,48
24,4,valencia,24,14,4,6,47,28,19,46
24,5,sevilla,24,12,3,9,31,35,-4,39
24,6,villarreal,24,11,5,8,35,29,6,38
24,7,eibar,24,10,5,9,32,36,-4,35
24,8,girona,24,9,7,8,34,30,4,34
24,9,getafe,24,8,9,7,29,21,8,33
24,10,real_betis,24,10,3,11,41,50,-9,33
24,11,celta_vigo,24,9,5,10,41,37,4,32
24,12,real_sociedad,24,8,5,11,46,45,1,29
24,13,leganes,24,8,5,11,21,28,-7,29
24,14,athletic_club,24,6,10,8,24,27,-3,28
24,15,alaves,24,9,1,14,22,33,-11,28
24,16,espanyol,24,6,9,9,22,32,-10,27
24,17,levante,24,3,11,10,21,38,-17,20
24,18,las_palmas,24,5,3,16,18,52,-34,18
24,19,deportivo_la_coruna,24,4,5,15,24,53,-29,17
24,20,malaga,24,3,4,17,15,38,-23,13
25,1,barcelona,25,20,5,0,68,12,56,65
25,2,atletico_madrid,25,17,7,1,41,11,30,58
25,3,real_madrid,25,15,6,4,62,27,35,51
25,4,valencia,25,15,4,6,49,29,20,49
25,5,villarreal,25,12,5,8,36,29,7,41
25,6,sevilla,25,12,3,10,33,40,-7,39
25,7,real_betis,25,11,3,11,43,50,-7,36
25,8,celta_vigo,25,10,5,10,43,37,6,35
25,9,eibar,25,10,5,10,32,38,-6,35
25,10,girona,25,9,7,9,35,36,-1,34
25,11,getafe,25,8,9,8,29,22,7,33
25,12,athletic_club,25,7,10,8,26,28,-2,31
25,13,leganes,25,8,6,11,21,28,-7,30
25,14,real_sociedad,25,8,5,12,47,47,0,29
25,15,espanyol,25,6,10,9,22,32,-10,28
25,16,alaves,25,9,1,15,22,37,-15,28
25,17,levante,25,3,11,11,21,40,-19,20
25,18,las_palmas,25,5,4,16,18,52,-34,19
25,19,deportivo_la_coruna,25,4,6,15,24,53,-29,18
25,20,malaga,25,3,4,18,16,40,-24,13
26,1,barcelona,26,20,6,0,69,13,56,66
26,2,atletico_madrid,26,18,7,1,45,11,34,61
26,3,real_madrid,26,15,6,5,62,28,34,51
26,4,valencia,26,15,5,6,50,30,20,50
26,5,sevilla,26,13,3,10,34,40,-6,42
26,6,villarreal,26,12,5,9,36,30,6,41
26,7,eibar,26,11,5,10,33,38,-5,38
26,8,girona,26,10,7,9,36,36,0,37
26,9,real_betis,26,11,4,11,43,50,-7,37
26,10,getafe,26,9,9,8,32,22,10,36
26,11,celta_vigo,26,10,5,11,43,38,5,35
26,12,athletic_club,26,7,11,8,27,29,-2,32
26,13,espanyol,26,7,10,9,23,32,-9,31
26,14,alaves,26,10,1,15,23,37,-14,31
26,15,real_sociedad,26,8,6,12,47,47,0,30
26,16,leganes,26,8,6,12,21,32,-11,30
26,17,levante,26,3,11,12,21,41,-20,20
26,18,las_palmas,26,5,5,16,19,53,-34,20
26,19,deportivo_la_coruna,26,4,6,16,24,56,-32,18
26,20,malaga,26,3,4,19,16,41,-25,13
27,1,barcelona,27,21,6,0,70,13,57,69
27,2,atletico_madrid,27,18,7,2,45,12,33,61
27,3,real_madrid,27,16,6,5,65,29,36,54
27,4,valencia,27,16,5,6,52,30,22,53
27,5,sevilla,27,14,3,10,36,40,-4,45
27,6,villarreal,27,12,5,10,36,32,4,41
27,7,girona,27,11,7,9,38,36,2,40
27,8,eibar,27,11,6,10,34,39,-5,39
27,9,celta_vigo,27,11,5,11,45,39,6,38
27,10,real_betis,27,11,4,12,43,52,-9,37
27,11,getafe,27,9,9,9,33,25,8,36
27,12,real_sociedad,27,9,6,12,49,48,1,33
27,13,leganes,27,9,6,12,23,32,-9,33
27,14,athletic_club,27,7,11,9,27,31,-4,32
27,15,espanyol,27,7,11,9,24,33,-9,32
27,16,alaves,27,10,1,16,24,39,-15,31
27,17,levante,27,3,12,12,22,42,-20,21
