| Channel | Slice | Wavelength | LeftX   | LeftY   | CenterX | CenterY | RightX  | RightY  |
| VIS     | 4     | 0.790      | -13.539 | -2.444  | -13.009 | -2.452  | -12.489 | -2.463  |
| VIS     | 4     | 0.860      | -13.541 | -2.909  | -13.011 | -2.918  | -12.491 | -2.929  |
| VIS     | 4     | 0.930      | -13.542 | -3.313  | -13.012 | -3.322  | -12.492 | -3.334  |
| VIS     | 4     | 1.000      | -13.543 | -3.675  | -13.013 | -3.685  | -12.493 | -3.698  |
| VIS     | 5     | 0.310      | -1.170  | 10.952  | -0.640  | 10.952  | -0.120  | 10.952  |
| VIS     | 5     | 0.370      | -1.170  | 6.023   | -0.640  | 6.023   | -0.120  | 6.023   |
| VIS     | 5     | 0.440      | -1.170  | 2.810   | -0.640  | 2.810   | -0.120  | 2.810   |
| VIS     | 5     | 0.510      | -1.170  | 0.868   | -0.640  | 0.868   | -0.120  | 0.868   |
| VIS     | 5     | 0.580      | -1.170  | -0.420  | -0.640  | -0.420  | -0.120  | -0.420  |
| VIS     | 5     | 0.650      | -1.170  | -1.340  | -0.640  | -1.340  | -0.120  | -1.340  |
| VIS     | 5     | 0.720      | -1.170  | -2.038  | -0.640  | -2.038  | -0.120  | -2.038  |
| VIS     | 5     | 0.790      | -1.170  | -2.595  | -0.640  | -2.595  | -0.120  | -2.595  |
| VIS     | 5     | 0.860      | -1.170  | -3.061  | -0.640  | -3.061  | -0.120  | -3.061  |
| VIS     | 5     | 0.930      | -1.170  | -3.465  | -0.640  | -3.465  | -0.120  | -3.465  |
| VIS     | 5     | 1.000      | -1.170  | -3.828  | -0.640  | -3.828  | -0.120  | -3.828  |
| VIS     | 6     | 0.310      | 13.679  | 11.126  | 14.199  | 11.115  | 14.725  | 11.104  |
| VIS     | 6     | 0.370      | 13.688  | 6.197   | 14.208  | 6.193   | 14.734  | 6.189   |
| VIS     | 6     | 0.440      | 13.698  | 2.983   | 14.218  | 2.984   | 14.745  | 2.984   |
| VIS     | 6     | 0.510      | 13.706  | 1.042   | 14.226  | 1.045   | 14.753  | 1.048   |
| VIS     | 6     | 0.580      | 13.711  | -0.246  | 14.231  | -0.241  | 14.758  | -0.236  |
| VIS     | 6     | 0.650      | 13.714  | -1.167  | 14.234  | -1.161  | 14.761  | -1.154  |
| VIS     | 6     | 0.720      | 13.716  | -1.865  | 14.236  | -1.857  | 14.763  | -1.850  |
| VIS     | 6     | 0.790      | 13.719  | -2.422  | 14.239  | -2.414  | 14.767  | -2.406  |
| VIS     | 6     | 0.860      | 13.722  | -2.888  | 14.242  | -2.879  | 14.770  | -2.870  |
| VIS     | 6     | 0.930      | 13.725  | -3.292  | 14.245  | -3.283  | 14.772  | -3.273  |
| VIS     | 6     | 1.000      | 13.726  | -3.655  | 14.246  | -3.645  | 14.774  | -3.636  |
| VIS     | 7     | 0.310      | 12.465  | 3.592   | 12.985  | 3.602   | 13.521  | 3.575   |
| VIS     | 7     | 0.370      | 12.474  | -1.343  | 12.994  | -1.333  | 13.528  | -1.347  |
| VIS     | 7     | 0.440      | 12.485  | -4.561  | 13.005  | -4.551  | 13.534  | -4.556  |
| VIS     | 7     | 0.510      | 12.493  | -6.505  | 13.013  | -6.495  | 13.539  | -6.495  |
| VIS     | 7     | 0.580      | 12.498  | -7.795  | 13.018  | -7.785  | 13.543  | -7.781  |
| VIS     | 7     | 0.650      | 12.501  | -8.717  | 13.021  | -8.707  | 13.545  | -8.701  |
| VIS     | 7     | 0.720      | 12.503  | -9.415  | 13.023  | -9.405  | 13.547  | -9.397  |
| VIS     | 7     | 0.790      | 12.507  | -9.973  | 13.027  | -9.963  | 13.549  | -9.954  |
| VIS     | 7     | 0.860      | 12.510  | -10.439 | 13.030  | -10.429 | 13.551  | -10.419 |
| VIS     | 7     | 0.930      | 12.512  | -10.844 | 13.032  | -10.834 | 13.552  | -10.823 |
| VIS     | 7     | 1.000      | 12.514  | -11.208 | 13.034  | -11.198 | 13.553  | -11.185 |
| VIS     | 8     | 0.310      | 0.103   | 3.462   | 0.640   | 3.462   | 1.160   | 3.462   |
| VIS     | 8     | 0.370      | 0.107   | -1.473  | 0.640   | -1.473  | 1.160   | -1.473  |
| VIS     | 8     | 0.440      | 0.110   | -4.691  | 0.640   | -4.691  | 1.160   | -4.691  |
| VIS     | 8     | 0.510      | 0.113   | -6.635  | 0.640   | -6.635  | 1.160   | -6.635  |
| VIS     | 8     | 0.580      | 0.115   | -7.925  | 0.640   | -7.925  | 1.160   | -7.925  |
| VIS     | 8     | 0.650      | 0.116   | -8.847  | 0.640   | -8.847  | 1.160   | -8.847  |
| VIS     | 8     | 0.720      | 0.117   | -9.545  | 0.640   | -9.545  | 1.160   | -9.545  |
| VIS     | 8     | 0.790      | 0.118   | -10.103 | 0.640   | -10.103 | 1.160   | -10.103 |
| VIS     | 8     | 0.860      | 0.119   | -10.569 | 0.640   | -10.569 | 1.160   | -10.569 |
| VIS     | 8     | 0.930      | 0.120   | -10.974 | 0.640   | -10.974 | 1.160   | -10.974 |
| VIS     | 8     | 1.000      | 0.120   | -11.338 | 0.640   | -11.338 | 1.160   | -11.338 |
| VIS     | 9     | 0.310      | -14.761 | 3.589   | -14.237 | 3.592   | -13.705 | 3.602   |
| VIS     | 9     | 0.370      | -14.768 | -1.333  | -14.244 | -1.337  | -13.714 | -1.333  |
| VIS     | 9     | 0.440      | -14.774 | -4.543  | -14.251 | -4.550  | -13.725 | -4.551  |
| VIS     | 9     | 0.510      | -14.779 | -6.482  | -14.256 | -6.492  | -13.733 | -6.495  |
| VIS     | 9     | 0.580      | -14.783 | -7.768  | -14.260 | -7.780  | -13.738 | -7.785  |
| VIS     | 9     | 0.650      | -14.785 | -8.688  | -14.262 | -8.700  | -13.741 | -8.707  |
| VIS     | 9     | 0.720      | -14.787 | -9.384  | -14.264 | -9.398  | -13.743 | -9.405  |
| VIS     | 9     | 0.790      | -14.789 | -9.941  | -14.266 | -9.955  | -13.747 | -9.963  |
| VIS     | 9     | 0.860      | -14.791 | -10.406 | -14.268 | -10.421 | -13.750 | -10.429 |
| VIS     | 9     | 0.930      | -14.792 | -10.810 | -14.270 | -10.825 | -13.752 | -10.834 |
| VIS     | 9     | 1.000      | -14.793 | -11.173 | -14.271 | -11.188 | -13.754 | -11.198 |
| NIR     | 1     | 0.700      | 14.970  | 16.245  | 15.600  | 16.255  | 16.230  | 16.255  |
| NIR     | 1     | 0.900      | 14.973  | 12.991  | 15.601  | 13.001  | 16.230  | 13.005  |
| NIR     | 1     | 1.100      | 14.975  | 11.243  | 15.603  | 11.253  | 16.230  | 11.258  |
| NIR     | 1     | 1.300      | 14.978  | 10.031  | 15.604  | 10.041  | 16.230  | 10.047  |
| NIR     | 1     | 1.500      | 14.980  | 9.030   | 15.605  | 9.040   | 16.230  | 9.047   |
| NIR     | 1     | 1.700      | 14.981  | 8.104   | 15.606  | 8.114   | 16.230  | 8.122   |
| NIR     | 1     | 1.900      | 14.984  | 7.183   | 15.607  | 7.193   | 16.230  | 7.202   |
| NIR     | 1     | 2.100      | 14.986  | 6.228   | 15.608  | 6.238   | 16.230  | 6.248   |
| NIR     | 1     | 2.300      | 14.989  | 5.216   | 15.610  | 5.226   | 16.230  | 5.237   |
| NIR     | 1     | 2.500      | 14.992  | 4.126   | 15.611  | 4.136   | 16.230  | 4.148   |
| NIR     | 1     | 2.700      | 14.996  | 2.946   | 15.613  | 2.956   | 16.230  | 2.969   |
| NIR     | 2     | 0.700      | 0.134   | 16.065  | 0.767   | 16.055  | 1.400   | 16.065  |
| NIR     | 2     | 0.900      | 0.141   | 12.811  | 0.772   | 12.805  | 1.403   | 12.811  |
| NIR     | 2     | 1.100      | 0.147   | 11.063  | 0.776   | 11.058  | 1.405   | 11.063  |
| NIR     | 2     | 1.300      | 0.151   | 9.851   | 0.780   | 9.847   | 1.408   | 9.851   |
| NIR     | 2     | 1.500      | 0.156   | 8.850   | 0.783   | 8.847   | 1.410   | 8.850   |
| NIR     | 2     | 1.700      | 0.160   | 7.924   | 0.786   | 7.922   | 1.411   | 7.924   |
| NIR     | 2     | 1.900      | 0.165   | 7.003   | 0.790   | 7.002   | 1.414   | 7.003   |
| NIR     | 2     | 2.100      | 0.171   | 6.048   | 0.794   | 6.048   | 1.416   | 6.048   |
| NIR     | 2     | 2.300      | 0.177   | 5.036   | 0.798   | 5.037   | 1.419   | 5.036   |
| NIR     | 2     | 2.500      | 0.183   | 3.946   | 0.803   | 3.948   | 1.422   | 3.946   |
| NIR     | 2     | 2.700      | 0.191   | 2.766   | 0.808   | 2.769   | 1.426   | 2.766   |
| NIR     | 3     | 0.700      | -17.719 | 16.345  | -17.091 | 16.335  | -16.469 | 16.330  |
| NIR     | 3     | 0.900      | -17.709 | 13.095  | -17.083 | 13.085  | -16.459 | 13.081  |
| NIR     | 3     | 1.100      | -17.703 | 11.348  | -17.077 | 11.338  | -16.453 | 11.334  |
| NIR     | 3     | 1.300      | -17.697 | 10.137  | -17.072 | 10.127  | -16.447 | 10.124  |
| NIR     | 3     | 1.500      | -17.691 | 9.137   | -17.068 | 9.127   | -16.441 | 9.124   |
| NIR     | 3     | 1.700      | -17.686 | 8.212   | -17.063 | 8.202   | -16.436 | 8.199   |
| NIR     | 3     | 1.900      | -17.679 | 7.292   | -17.057 | 7.282   | -16.429 | 7.279   |
| NIR     | 3     | 2.100      | -17.672 | 6.338   | -17.052 | 6.328   | -16.422 | 6.326   |
| NIR     | 3     | 2.300      | -17.665 | 5.327   | -17.045 | 5.317   | -16.415 | 5.314   |
| NIR     | 3     | 2.500      | -17.656 | 4.238   | -17.038 | 4.228   | -16.406 | 4.226   |
| NIR     | 3     | 2.700      | -17.646 | 3.059   | -17.030 | 3.049   | -16.396 | 3.047   |
| NIR     | 4     | 0.700      | -16.231 | 7.051   | -15.606 | 7.055   | -14.973 | 7.045   |
| NIR     | 4     | 0.900      | -16.223 | 3.819   | -15.599 | 3.816   | -14.968 | 3.806   |
| NIR     | 4     | 1.100      | -16.217 | 2.082   | -15.593 | 2.076   | -14.964 | 2.066   |
| NIR     | 4     | 1.300      | -16.212 | 0.878   | -15.589 | 0.869   | -14.960 | 0.859   |
| NIR     | 4     | 1.500      | -16.208 | -0.116  | -15.584 | -0.127  | -14.957 | -0.137  |
| NIR     | 4     | 1.700      | -16.203 | -1.037  | -15.580 | -1.050  | -14.954 | -1.060  |
| NIR     | 4     | 1.900      | -16.197 | -1.952  | -15.575 | -1.967  | -14.950 | -1.977  |
| NIR     | 4     | 2.100      | -16.192 | -2.900  | -15.569 | -2.917  | -14.946 | -2.927  |
| NIR     | 4     | 2.300      | -16.185 | -3.906  | -15.563 | -3.925  | -14.942 | -3.935  |
| NIR     | 4     | 2.500      | -16.178 | -4.989  | -15.557 | -5.010  | -14.937 | -5.020  |
| NIR     | 4     | 2.700      | -16.170 | -6.161  | -15.549 | -6.185  | -14.932 | -6.195  |
| NIR     | 5     | 0.700      | -1.416  | 6.875   | -0.775  | 6.865   | -0.150  | 6.875   |
| NIR     | 5     | 0.900      | -1.409  | 3.636   | -0.772  | 3.629   | -0.147  | 3.636   |
| NIR     | 5     | 1.100      | -1.403  | 1.896   | -0.769  | 1.891   | -0.145  | 1.896   |
| NIR     | 5     | 1.300      | -1.399  | 0.689   | -0.766  | 0.685   | -0.142  | 0.689   |
| NIR     | 5     | 1.500      | -1.394  | -0.307  | -0.764  | -0.310  | -0.140  | -0.307  |
| NIR     | 5     | 1.700      | -1.390  | -1.230  | -0.762  | -1.232  | -0.139  | -1.230  |
| NIR     | 5     | 1.900      | -1.385  | -2.147  | -0.759  | -2.148  | -0.136  | -2.147  |
| NIR     | 5     | 2.100      | -1.379  | -3.097  | -0.756  | -3.097  | -0.134  | -3.097  |
| NIR     | 5     | 2.300      | -1.373  | -4.105  | -0.753  | -4.104  | -0.131  | -4.105  |
| NIR     | 5     | 2.500      | -1.367  | -5.190  | -0.749  | -5.188  | -0.128  | -5.190  |
| NIR     | 5     | 2.700      | -1.359  | -6.365  | -0.745  | -6.362  | -0.124  | -6.365  |
| NIR     | 6     | 0.700      | 16.430  | 7.095   | 17.062  | 7.091   | 17.690  | 7.101   |
| NIR     | 6     | 0.900      | 16.433  | 3.856   | 17.064  | 3.855   | 17.690  | 3.865   |
| NIR     | 6     | 1.100      | 16.435  | 2.116   | 17.065  | 2.117   | 17.690  | 2.127   |
| NIR     | 6     | 1.300      | 16.438  | 0.909   | 17.066  | 0.911   | 17.690  | 0.921   |
| NIR     | 6     | 1.500      | 16.440  | -0.087  | 17.067  | -0.084  | 17.690  | -0.074  |
| NIR     | 6     | 1.700      | 16.441  | -1.010  | 17.067  | -1.005  | 17.690  | -0.995  |
| NIR     | 6     | 1.900      | 16.444  | -1.927  | 17.068  | -1.921  | 17.690  | -1.911  |
| NIR     | 6     | 2.100      | 16.446  | -2.877  | 17.069  | -2.870  | 17.690  | -2.860  |
| NIR     | 6     | 2.300      | 16.449  | -3.885  | 17.071  | -3.877  | 17.690  | -3.867  |
| NIR     | 6     | 2.500      | 16.452  | -4.970  | 17.072  | -4.961  | 17.690  | -4.951  |
| NIR     | 6     | 2.700      | 16.456  | -6.145  | 17.073  | -6.134  | 17.690  | -6.124  |
| NIR     | 7     | 0.700      | 14.940  | -2.219  | 15.570  | -2.209  | 16.202  | -2.213  |
| NIR     | 7     | 0.900      | 14.943  | -5.440  | 15.573  | -5.430  | 16.204  | -5.431  |
| NIR     | 7     | 1.100      | 14.945  | -7.171  | 15.575  | -7.161  | 16.205  | -7.159  |
| NIR     | 7     | 1.300      | 14.948  | -8.371  | 15.578  | -8.361  | 16.206  | -8.358  |
| NIR     | 7     | 1.500      | 14.950  | -9.361  | 15.580  | -9.351  | 16.207  | -9.347  |
| NIR     | 7     | 1.700      | 14.951  | -10.278 | 15.581  | -10.268 | 16.207  | -10.263 |
| NIR     | 7     | 1.900      | 14.954  | -11.190 | 15.584  | -11.180 | 16.208  | -11.174 |
| NIR     | 7     | 2.100      | 14.956  | -12.135 | 15.586  | -12.125 | 16.209  | -12.118 |
| NIR     | 7     | 2.300      | 14.959  | -13.138 | 15.589  | -13.128 | 16.211  | -13.119 |
| NIR     | 7     | 2.500      | 14.962  | -14.217 | 15.592  | -14.207 | 16.212  | -14.197 |
| NIR     | 7     | 2.700      | 14.966  | -15.385 | 15.596  | -15.375 | 16.213  | -15.364 |
| NIR     | 8     | 0.700      |  0.114  | -2.379  | 0.757   | -2.379  | 1.390   | -2.379  |
| NIR     | 8     | 0.900      |  0.121  | -5.600  | 0.762   | -5.600  | 1.393   | -5.600  |
| NIR     | 8     | 1.100      |  0.127  | -7.331  | 0.766   | -7.331  | 1.395   | -7.331  |
| NIR     | 8     | 1.300      |  0.131  | -8.531  | 0.770   | -8.531  | 1.398   | -8.531  |
| NIR     | 8     | 1.500      |  0.136  | -9.521  | 0.773   | -9.521  | 1.400   | -9.521  |
| NIR     | 8     | 1.700      |  0.140  | -10.438 | 0.776   | -10.438 | 1.401   | -10.438 |
| NIR     | 8     | 1.900      |  0.145  | -11.350 | 0.780   | -11.350 | 1.404   | -11.350 |
| NIR     | 8     | 2.100      |  0.151  | -12.295 | 0.784   | -12.295 | 1.406   | -12.295 |
| NIR     | 8     | 2.300      |  0.157  | -13.298 | 0.788   | -13.298 | 1.409   | -13.298 |
| NIR     | 8     | 2.500      |  0.163  | -14.377 | 0.793   | -14.377 | 1.412   | -14.377 |
| NIR     | 8     | 2.700      |  0.171  | -15.545 | 0.798   | -15.545 | 1.416   | -15.545 |
| NIR     | 9     | 0.700      | -17.701 | -2.199  | -17.068 | -2.199  | -16.443 | -2.209  |
| NIR     | 9     | 0.900      | -17.693 | -5.417  | -17.062 | -5.420  | -16.438 | -5.430  |
| NIR     | 9     | 1.100      | -17.687 | -7.146  | -17.058 | -7.151  | -16.434 | -7.161  |
| NIR     | 9     | 1.300      | -17.682 | -8.345  | -17.054 | -8.351  | -16.430 | -8.361  |
| NIR     | 9     | 1.500      | -17.678 | -9.334  | -17.051 | -9.341  | -16.427 | -9.351  |
| NIR     | 9     | 1.700      | -17.673 | -10.250 | -17.047 | -10.258 | -16.424 | -10.268 |
| NIR     | 9     | 1.900      | -17.667 | -11.161 | -17.043 | -11.170 | -16.420 | -11.180 |
| NIR     | 9     | 2.100      | -17.662 | -12.105 | -17.039 | -12.115 | -16.416 | -12.125 |
| NIR     | 9     | 2.300      | -17.655 | -13.107 | -17.034 | -13.118 | -16.412 | -13.128 |
| NIR     | 9     | 2.500      | -17.648 | -14.185 | -17.029 | -14.197 | -16.407 | -14.207 |
| NIR     | 9     | 2.700      | -17.640 | -15.352 | -17.022 | -15.365 | -16.402 | -15.375 |
| MIR     | 1     | 2.000      | 15.081  | 15.343  | 15.715  | 15.343  | 16.345  | 15.353  |
| MIR     | 1     | 2.300      | 15.086  | 14.437  | 15.720  | 14.437  | 16.350  | 14.447  |
| MIR     | 1     | 2.600      | 15.091  | 13.416  | 15.725  | 13.416  | 16.355  | 13.426  |
| MIR     | 1     | 2.900      | 15.097  | 12.262  | 15.730  | 12.262  | 16.360  | 12.272  |
| MIR     | 1     | 3.200      | 15.103  | 10.969  | 15.737  | 10.969  | 16.367  | 10.979  |
| MIR     | 1     | 3.500      | 15.110  | 9.530   | 15.743  | 9.530   | 16.373  | 9.540   |
| MIR     | 1     | 3.800      | 15.118  | 7.935   | 15.751  | 7.935   | 16.381  | 7.945   |
| MIR     | 1     | 4.100      | 15.126  | 6.175   | 15.758  | 6.175   | 16.388  | 6.185   |
| MIR     | 1     | 4.400      | 15.135  | 4.238   | 15.767  | 4.238   | 16.397  | 4.248   |
| MIR     | 1     | 4.700      | 15.145  | 2.112   | 15.777  | 2.112   | 16.407  | 2.122   |
| MIR     | 2     | 2.000      | 0.115   | 15.213  | 0.759   | 15.212  | 1.392   | 15.209  |
| MIR     | 2     | 2.300      | 0.125   | 14.307  | 0.766   | 14.305  | 1.398   | 14.303  |
| MIR     | 2     | 2.600      | 0.133   | 13.286  | 0.774   | 13.282  | 1.404   | 13.282  |
| MIR     | 2     | 2.900      | 0.143   | 12.132  | 0.782   | 12.128  | 1.411   | 12.128  |
| MIR     | 2     | 3.200      | 0.154   | 10.839  | 0.792   | 10.833  | 1.419   | 10.836  |
| MIR     | 2     | 3.500      | 0.166   | 9.400   | 0.802   | 9.393   | 1.428   | 9.397   |
| MIR     | 2     | 3.800      | 0.179   | 7.805   | 0.813   | 7.796   | 1.437   | 7.802   |
| MIR     | 2     | 4.100      | 0.193   | 6.045   | 0.825   | 6.034   | 1.447   | 6.043   |
| MIR     | 2     | 4.400      | 0.209   | 4.108   | 0.838   | 4.095   | 1.458   | 4.106   |
| MIR     | 2     | 4.700      | 0.227   | 1.982   | 0.853   | 1.967   | 1.470   | 1.980   |
| MIR     | 3     | 2.000      | -17.898 | 15.433  | -17.264 | 15.423  | -16.625 | 15.426  |
| MIR     | 3     | 2.300      | -17.887 | 14.527  | -17.253 | 14.517  | -16.615 | 14.519  |
| MIR     | 3     | 2.600      | -17.878 | 13.506  | -17.244 | 13.496  | -16.607 | 13.496  |
| MIR     | 3     | 2.900      | -17.867 | 12.352  | -17.233 | 12.342  | -16.597 | 12.341  |
| MIR     | 3     | 3.200      | -17.853 | 11.059  | -17.220 | 11.049  | -16.586 | 11.047  |
| MIR     | 3     | 3.500      | -17.840 | 9.620   | -17.206 | 9.610   | -16.574 | 9.606   |
| MIR     | 3     | 3.800      | -17.825 | 8.025   | -17.192 | 8.015   | -16.561 | 8.009   |
| MIR     | 3     | 4.100      | -17.808 | 6.265   | -17.176 | 6.255   | -16.547 | 6.247   |
| MIR     | 3     | 4.400      | -17.790 | 4.328   | -17.158 | 4.318   | -16.531 | 4.307   |
| MIR     | 3     | 4.700      | -17.770 | 2.202   | -17.138 | 2.192   | -16.513 | 2.178   |
| MIR     | 4     | 2.000      | -16.403 | 6.198   | -15.755 | 6.201   | -15.120 | 6.188   |
| MIR     | 4     | 2.300      | -16.391 | 5.296   | -15.745 | 5.298   | -15.111 | 5.286   |
| MIR     | 4     | 2.600      | -16.381 | 4.278   | -15.737 | 4.278   | -15.103 | 4.268   |
| MIR     | 4     | 2.900      | -16.369 | 3.128   | -15.727 | 3.128   | -15.094 | 3.118   |
| MIR     | 4     | 3.200      | -16.354 | 1.840   | -15.716 | 1.838   | -15.082 | 1.830   |
| MIR     | 4     | 3.500      | -16.339 | 0.406   | -15.704 | 0.401   | -15.071 | 0.396   |
| MIR     | 4     | 3.800      | -16.323 | -1.184  | -15.691 | -1.190  | -15.058 | -1.194  |
| MIR     | 4     | 4.100      | -16.305 | -2.937  | -15.677 | -2.946  | -15.044 | -2.947  |
| MIR     | 4     | 4.400      | -16.285 | -4.868  | -15.661 | -4.879  | -15.029 | -4.878  |
| MIR     | 4     | 4.700      | -16.263 | -6.986  | -15.643 | -7.000  | -15.012 | -6.996  |
| MIR     | 5     | 2.000      | -1.454  | 6.063   | -0.807  | 6.058   | -0.168  | 6.058   |
| MIR     | 5     | 2.300      | -1.443  | 5.160   | -0.799  | 5.156   | -0.162  | 5.156   |
| MIR     | 5     | 2.600      | -1.434  | 4.142   | -0.792  | 4.138   | -0.156  | 4.138   |
| MIR     | 5     | 2.900      | -1.423  | 2.992   | -0.784  | 2.988   | -0.149  | 2.988   |
| MIR     | 5     | 3.200      | -1.410  | 1.703   | -0.775  | 1.700   | -0.141  | 1.700   |
| MIR     | 5     | 3.500      | -1.396  | 0.269   | -0.765  | 0.266   | -0.132  | 0.266   |
| MIR     | 5     | 3.800      | -1.382  | -1.321  | -0.754  | -1.324  | -0.123  | -1.324  |
| MIR     | 5     | 4.100      | -1.366  | -3.075  | -0.742  | -3.077  | -0.113  | -3.077  |
| MIR     | 5     | 4.400      | -1.348  | -5.006  | -0.729  | -5.008  | -0.102  | -5.008  |
| MIR     | 5     | 4.700      | -1.328  | -7.125  | -0.715  | -7.126  | -0.090  | -7.126  |
| MIR     | 6     | 2.000      | 16.542  | 6.218   | 17.185  | 6.231   | 17.824  | 6.228   |
| MIR     | 6     | 2.300      | 16.548  | 5.316   | 17.190  | 5.328   | 17.828  | 5.326   |
| MIR     | 6     | 2.600      | 16.554  | 4.298   | 17.195  | 4.308   | 17.832  | 4.308   |
| MIR     | 6     | 2.900      | 16.561  | 3.148   | 17.200  | 3.158   | 17.836  | 3.158   |
| MIR     | 6     | 3.200      | 16.569  | 1.860   | 17.207  | 1.868   | 17.841  | 1.870   |
| MIR     | 6     | 3.500      | 16.578  | 0.426   | 17.213  | 0.431   | 17.846  | 0.436   |
| MIR     | 6     | 3.800      | 16.587  | -1.164  | 17.221  | -1.160  | 17.852  | -1.154  |
| MIR     | 6     | 4.100      | 16.597  | -2.917  | 17.228  | -2.916  | 17.858  | -2.907  |
| MIR     | 6     | 4.400      | 16.608  | -4.848  | 17.237  | -4.849  | 17.864  | -4.838  |
| MIR     | 6     | 4.700      | 16.620  | -6.966  | 17.247  | -6.970  | 17.872  | -6.956  |
| MIR     | 7     | 2.000      | 15.042  | -3.057  | 15.685  | -3.057  | 16.328  | -3.060  |
| MIR     | 7     | 2.300      | 15.048  | -3.956  | 15.690  | -3.956  | 16.330  | -3.958  |
| MIR     | 7     | 2.600      | 15.054  | -4.970  | 15.695  | -4.970  | 16.333  | -4.971  |
| MIR     | 7     | 2.900      | 15.061  | -6.116  | 15.700  | -6.116  | 16.335  | -6.115  |
