| Channel | Slice | Wavelength |  LeftX  |  LeftY  | CenterX  | CenterY  | RightX  | RightY  |
|     NIR |     3 |       2.40 |  -17.66 |    4.79 |   -17.04 |     4.78 |  -17.05 |    4.78 |
|     NIR |     4 |       0.85 |  -16.22 |    4.43 |   -15.60 |     4.43 |  -14.97 |    4.42 |
|     NIR |     4 |       1.25 |  -16.22 |    1.16 |   -15.59 |     1.15 |  -14.96 |    1.14 |
|     NIR |     4 |       2.40 |  -16.18 |   -4.44 |   -15.56 |    -4.46 |  -14.94 |   -4.47 |
|     NIR |     5 |       0.85 |   -1.41 |    4.25 |    -0.77 |     4.24 |   -0.15 |    4.25 |
|     NIR |     5 |       1.25 |   -1.40 |    0.97 |    -0.77 |     0.97 |   -0.14 |    0.97 |
|     NIR |     5 |       2.40 |   -1.37 |   -4.64 |    -0.75 |    -4.64 |   -0.13 |   -4.64 |
|     NIR |     6 |       0.85 |   16.43 |    4.47 |    17.06 |     4.47 |   17.69 |    4.48 |
|     NIR |     6 |       1.25 |   16.44 |    1.19 |    17.07 |     1.19 |   17.69 |    1.20 |
|     NIR |     6 |       2.40 |   16.45 |   -4.42 |    17.07 |    -4.41 |   17.69 |   -4.40 |
|     NIR |     7 |       0.85 |   14.94 |   -4.83 |    15.57 |    -4.82 |   16.20 |   -4.82 |
|     NIR |     7 |       1.25 |   14.95 |   -8.09 |    15.58 |    -8.08 |   16.21 |   -8.08 |
|     NIR |     7 |       2.40 |   14.96 |  -13.67 |    15.59 |   -13.66 |   16.21 |  -13.65 |
|     NIR |     8 |       0.85 |    1.39 |   -4.99 |     0.76 |    -4.99 |    1.39 |   -4.99 |
|     NIR |     8 |       1.25 |    0.13 |   -8.25 |     0.77 |    -8.25 |    1.40 |   -8.25 |
|     NIR |     8 |       2.40 |    0.16 |  -13.83 |     0.79 |   -13.83 |    1.41 |  -13.83 |
|     NIR |     9 |       0.85 |  -17.69 |   -4.81 |   -17.06 |    -4.81 |  -16.44 |   -4.82 |
|     NIR |     9 |       1.25 |  -17.69 |   -8.06 |   -17.06 |    -8.07 |  -16.43 |   -8.08 |
|     NIR |     9 |       2.40 |  -17.65 |  -13.64 |   -17.03 |   -13.65 |  -16.41 |  -13.66 |
|     MIR |     1 |       2.40 |   15.09 |   14.11 |    15.72 |    14.11 |   16.35 |   14.12 |
|     MIR |     1 |       3.20 |   15.10 |   10.97 |    15.74 |    10.97 |   16.37 |   10.98 |
|     MIR |     1 |       4.20 |   15.13 |    5.55 |    15.76 |     5.55 |   16.39 |    5.56 |
|     MIR |     2 |       2.40 |    0.13 |   13.98 |     0.77 |    13.98 |    1.40 |   13.98 |
|     MIR |     2 |       3.20 |    0.15 |   10.84 |     0.79 |    10.83 |    1.42 |   10.83 |
|     MIR |     2 |       4.20 |    0.20 |    5.42 |     0.83 |     5.41 |    1.45 |    5.42 |
|     MIR |     3 |       2.40 |  -17.88 |   14.20 |   -17.25 |    14.19 |  -16.61 |   14.19 |
|     MIR |     3 |       3.20 |  -17.86 |   11.06 |   -17.22 |    11.05 |  -16.59 |   11.05 |
|     MIR |     3 |       4.20 |  -17.80 |    5.64 |   -17.17 |     5.63 |  -16.54 |    5.62 |
|     MIR |     4 |       2.40 |  -16.39 |    4.97 |   -15.74 |     4.97 |  -15.11 |    4.96 |
|     MIR |     4 |       3.20 |  -16.35 |    1.84 |   -15.72 |     1.84 |  -15.08 |    1.83 |
|     MIR |     4 |       4.20 |  -16.30 |   -3.56 |   -15.67 |    -3.57 |  -15.04 |   -3.57 |
|     MIR |     5 |       2.40 |   -1.44 |    4.83 |    -0.80 |     4.83 |   -0.16 |    4.83 |
|     MIR |     5 |       3.20 |   -1.41 |    1.71 |    -0.77 |     1.70 |   -0.14 |    1.70 |
|     MIR |     5 |       4.20 |   -1.36 |   -3.70 |    -0.74 |    -3.70 |   -0.11 |   -3.70 |
|     MIR |     6 |       2.40 |   16.55 |    4.99 |    17.19 |     5.00 |   17.83 |    5.00 |
|     MIR |     6 |       3.20 |   16.57 |    1.86 |    17.21 |     1.87 |   17.84 |    1.87 |
|     MIR |     6 |       4.20 |   16.60 |   -3.54 |    17.23 |    -3.54 |   17.86 |   -3.53 |
|     MIR |     7 |       2.40 |   15.05 |   -4.28 |    15.69 |    -4.28 |   16.33 |   -4.28 |
|     MIR |     7 |       3.20 |   15.07 |   -7.40 |    15.71 |    -7.40 |   16.34 |   -7.40 |
|     MIR |     7 |       4.20 |   15.10 |  -12.78 |    15.73 |   -12.78 |   16.35 |  -12.77 |
|     MIR |     8 |       2.40 |    0.11 |   -4.39 |     0.75 |    -4.40 |    1.39 |   -4.40 |
|     MIR |     8 |       3.20 |    0.13 |   -7.51 |     0.77 |    -7.51 |    1.41 |   -7.51 |
|     MIR |     8 |       4.20 |    0.18 |  -12.89 |     0.81 |   -12.89 |    1.43 |  -12.89 |
|     MIR |     9 |       2.40 |  -17.87 |   -4.28 |   -17.23 |    -4.28 |  -16.59 |   -4.28 |
|     MIR |     9 |       3.20 |  -17.83 |   -7.40 |   -17.20 |    -7.39 |  -16.56 |   -7.40 |
|     MIR |     9 |       4.20 |  -17.78 |  -12.77 |   -17.15 |   -12.77 |  -16.52 |  -12.78 |
