gameweek,team_rank,team_name,matchs_played,matchs_won,matchs_drawn,matchs_lost,team_goals_for,team_goals_against,team_goals_difference,team_points
3,7,milan,3,2,0,1,6,5,1,6
3,8,spal,3,1,1,1,3,4,-1,4
3,9,bologna,3,1,1,1,2,4,-2,4
3,10,fiorentina,3,1,0,2,6,5,1,3
3,11,udinese,3,1,0,2,4,5,-1,3
3,12,roma,2,1,0,1,2,3,-1,3
3,13,atalanta,3,1,0,2,3,5,-2,3
3,14,chievo,3,1,0,2,3,6,-3,3
3,15,cagliari,3,1,0,2,2,5,-3,3
3,16,genoa,3,0,1,2,2,5,-3,1
3,17,sassuolo,3,0,1,2,1,5,-4,1
3,18,crotone,4,0,1,3,0,6,-6,1
3,19,hellas_verona,3,0,1,2,1,8,-7,1
3,20,benevento,3,0,0,3,1,4,-3,0
4,1,internazionale,5,4,1,0,11,2,9,13
4,2,napoli,4,4,0,0,15,2,13,12
4,3,juventus,4,4,0,0,13,3,10,12
4,4,lazio,4,3,1,0,9,4,5,10
4,5,milan,4,3,0,1,8,6,2,9
4,6,torino,4,2,2,0,7,3,4,8
4,7,sampdoria,3,2,1,0,6,4,2,7
4,8,fiorentina,4,2,0,2,8,6,2,6
4,9,roma,3,2,0,1,5,3,2,6
4,10,cagliari,4,2,0,2,4,5,-1,6
4,11,bologna,5,1,2,2,4,7,-3,5
4,12,atalanta,4,1,1,2,4,6,-2,4
4,13,chievo,4,1,1,2,4,7,-3,4
4,14,spal,4,1,1,2,3,6,-3,4
4,15,udinese,4,1,0,3,5,7,-2,3
4,16,genoa,4,0,1,3,4,8,-4,1
4,17,sassuolo,4,0,1,3,2,8,-6,1
4,18,crotone,4,0,1,3,0,6,-6,1
4,19,hellas_verona,4,0,1,3,1,11,-10,1
4,20,benevento,4,0,0,4,1,10,-9,0
5,1,juventus,6,6,0,0,18,3,15,18
5,2,napoli,5,5,0,0,19,3,16,15
5,3,internazionale,5,4,1,0,11,2,9,13
5,4,milan,5,4,0,1,10,6,4,12
5,5,torino,6,3,2,1,10,9,1,11
5,6,lazio,5,3,1,1,10,8,2,10
5,7,roma,4,3,0,1,9,3,6,9
5,8,sampdoria,4,2,2,0,6,4,2,8
5,9,atalanta,5,2,1,2,9,7,2,7
5,10,fiorentina,5,2,0,3,8,7,1,6
5,11,cagliari,5,2,0,3,4,6,-2,6
5,12,chievo,5,1,2,2,5,8,-3,5
5,13,bologna,5,1,2,2,4,7,-3,5
5,14,sassuolo,5,1,1,3,3,8,-5,4
5,15,spal,5,1,1,3,3,8,-5,4
5,16,udinese,5,1,0,4,7,10,-3,3
5,17,genoa,5,0,2,3,5,9,-4,2
5,18,hellas_verona,5,0,2,3,1,11,-10,2
5,19,crotone,5,0,1,4,1,11,-10,1
5,20,benevento,5,0,0,5,1,14,-13,0
6,1,napoli,6,6,0,0,22,5,17,18
6,2,juventus,6,6,0,0,18,3,15,18
6,3,internazionale,6,5,1,0,12,2,10,16
6,4,lazio,6,4,1,1,13,8,5,13
6,5,roma,5,4,0,1,12,4,8,12
6,6,milan,6,4,0,2,10,8,2,12
6,7,sampdoria,5,3,2,0,8,4,4,11
6,8,torino,6,3,2,1,10,9,1,11
6,9,bologna,7,3,2,2,6,7,-1,11
6,10,atalanta,6,2,2,2,10,8,2,8
6,11,chievo,6,2,2,2,7,8,-1,8
6,12,fiorentina,6,2,1,3,9,8,1,7
6,13,cagliari,6,2,0,4,4,8,-4,6
6,14,spal,6,1,1,4,5,11,-6,4
6,15,sassuolo,6,1,1,4,3,9,-6,4
6,16,crotone,6,1,1,4,3,11,-8,4
6,17,udinese,6,1,0,5,8,13,-5,3
6,18,genoa,7,0,2,5,5,11,-6,2
6,19,hellas_verona,6,0,2,4,1,14,-13,2
6,20,benevento,6,0,0,6,1,16,-15,0
7,1,napoli,7,7,0,0,25,5,20,21
7,2,juventus,8,6,1,1,21,7,14,19
7,3,lazio,8,6,1,1,21,10,11,19
7,4,internazionale,7,6,1,0,14,3,11,19
7,5,roma,6,5,0,1,14,4,10,15
7,6,torino,7,3,3,1,12,11,1,12
7,7,milan,7,4,0,3,10,10,0,12
7,8,chievo,7,3,2,2,9,9,0,11
7,9,sampdoria,6,3,2,1,8,8,0,11
7,10,bologna,7,3,2,2,6,7,-1,11
7,11,atalanta,7,2,3,2,12,10,2,9
7,12,fiorentina,7,2,1,4,10,10,0,7
7,13,udinese,7,2,0,5,12,13,-1,6
7,14,cagliari,7,2,0,5,4,11,-7,6
7,15,spal,7,1,2,4,6,12,-6,5
7,16,crotone,7,1,2,4,4,12,-8,5
7,17,sassuolo,7,1,1,5,4,15,-11,4
7,18,hellas_verona,7,0,3,4,3,16,-13,3
7,19,genoa,7,0,2,5,5,11,-6,2
7,20,benevento,7,0,0,7,2,18,-16,0
8,1,napoli,9,8,1,0,26,5,21,25
8,2,internazionale,9,7,2,0,17,5,12,23
8,3,juventus,8,6,1,1,21,7,14,19
8,4,lazio,8,6,1,1,21,10,11,19
8,5,roma,7,5,0,2,14,5,9,15
8,6,sampdoria,7,4,2,1,11,9,2,14
8,7,bologna,8,4,2,2,8,8,0,14
8,8,torino,8,3,4,1,14,13,1,13
8,9,chievo,8,3,3,2,9,9,0,12
8,10,milan,8,4,0,4,12,13,-1,12
8,11,fiorentina,8,3,1,4,12,11,1,10
8,12,atalanta,8,2,3,3,13,13,0,9
8,13,udinese,8,2,0,6,13,15,-2,6
8,14,cagliari,8,2,0,6,6,14,-8,6
8,15,crotone,8,1,3,4,6,14,-8,6
8,16,hellas_verona,8,1,3,4,4,16,-12,6
8,17,genoa,8,1,2,5,8,13,-5,5
8,18,spal,8,1,2,5,7,14,-7,5
8,19,sassuolo,8,1,2,5,4,15,-11,5
8,20,benevento,8,0,0,8,2,19,-17,0
9,1,internazionale,10,8,2,0,20,7,13,26
9,2,napoli,9,8,1,0,26,5,21,25
9,3,juventus,9,7,1,1,27,9,18,22
9,4,lazio,9,7,1,1,24,10,14,22
9,5,roma,8,6,0,2,15,5,10,18
9,6,sampdoria,9,5,2,2,18,12,6,17
9,7,chievo,9,4,3,2,12,11,1,15
9,8,bologna,9,4,2,3,8,9,-1,14
9,9,fiorentina,9,4,1,4,15,11,4,13
9,10,torino,9,3,4,2,14,14,0,13
9,11,milan,9,4,1,4,12,13,-1,13
9,12,atalanta,9,3,3,3,14,13,1,12
9,13,sassuolo,9,2,2,5,5,15,-10,8
9,14,genoa,9,1,3,5,8,13,-5,6
9,15,udinese,9,2,0,7,15,21,-6,6
9,16,cagliari,9,2,0,7,6,17,-11,6
9,17,crotone,9,1,3,5,6,19,-13,6
9,18,hellas_verona,9,1,3,5,6,19,-13,6
9,19,spal,9,1,2,6,7,15,-8,5
9,20,benevento,9,0,0,9,2,22,-20,0
10,1,juventus,11,9,1,1,33,10,23,28
10,2,napoli,10,9,1,0,29,7,22,28
10,3,internazionale,10,8,2,0,20,7,13,26
10,4,lazio,10,8,1,1,26,11,15,25
10,5,roma,9,7,0,2,16,5,11,21
10,6,sampdoria,9,5,2,2,18,12,6,17
10,7,fiorentina,10,5,1,4,18,11,7,16
10,8,milan,11,5,1,5,16,16,0,16
10,9,atalanta,10,4,3,3,17,13,4,15
10,10,chievo,10,4,3,3,13,15,-2,15
10,11,bologna,10,4,2,4,9,11,-2,14
10,12,torino,10,3,4,3,14,17,-3,13
10,13,udinese,10,3,0,7,16,21,-5,9
10,14,cagliari,10,3,0,7,8,18,-10,9
10,15,sassuolo,10,2,2,6,5,16,-11,8
10,16,genoa,10,1,3,6,10,16,-6,6
10,17,crotone,10,1,3,6,6,20,-14,6
10,18,hellas_verona,10,1,3,6,6,22,-16,6
10,19,spal,10,1,2,7,8,19,-11,5
10,20,benevento,10,0,0,10,3,24,-21,0
11,1,napoli,11,10,1,0,32,8,24,31
11,2,internazionale,11,9,2,0,22,8,14,29
11,3,juventus,11,9,1,1,33,10,23,28
11,4,lazio,11,9,1,1,31,12,19,28
11,5,roma,10,8,0,2,17,5,12,24
11,6,sampdoria,10,6,2,2,22,13,9,20
11,7,fiorentina,11,5,1,5,19,13,6,16
11,8,milan,11,5,1,5,16,16,0,16
11,9,torino,11,4,4,3,16,18,-2,16
11,10,atalanta,11,4,3,4,18,15,3,15
11,11,chievo,11,4,3,4,14,19,-5,15
11,12,bologna,12,4,2,6,11,15,-4,14
11,13,udinese,11,4,0,7,18,22,-4,12
11,14,crotone,12,3,3,6,11,23,-12,12
11,15,cagliari,11,3,0,8,9,20,-11,9
11,16,spal,11,2,2,7,9,19,-10,8
11,17,sassuolo,11,2,2,7,6,19,-13,8
11,18,genoa,11,1,3,7,10,17,-7,6
11,19,hellas_verona,11,1,3,7,7,24,-17,6
11,20,benevento,11,0,0,11,4,29,-25,0
12,1,napoli,13,11,2,0,34,9,25,35
12,2,juventus,12,10,1,1,35,11,24,31
12,3,roma,12,10,0,2,23,8,15,30
12,4,internazionale,12,9,3,0,23,9,14,30
12,5,lazio,12,9,1,2,32,14,18,28
12,6,sampdoria,11,7,2,2,24,13,11,23
12,7,milan,13,6,1,6,19,18,1,19
12,8,torino,12,4,5,3,17,19,-2,17
12,9,fiorentina,12,5,1,6,21,17,4,16
12,10,atalanta,12,4,4,4,19,16,3,16
12,11,chievo,12,4,4,4,14,19,-5,16
12,12,bologna,12,4,2,6,11,15,-4,14
12,13,udinese,11,4,0,7,18,22,-4,12
12,14,cagliari,12,4,0,8,11,21,-10,12
12,15,crotone,12,3,3,6,11,23,-12,12
12,16,spal,12,2,3,7,10,20,-10,9
12,17,sassuolo,12,2,2,8,6,21,-15,8
12,18,genoa,12,1,3,8,10,19,-9,6
12,19,hellas_verona,12,1,3,8,8,26,-18,6
12,20,benevento,12,0,0,12,5,31,-26,0
13,1,internazionale,14,11,3,0,28,10,18,36
13,2,napoli,13,11,2,0,34,9,25,35
13,3,juventus,13,10,1,2,37,14,23,31
13,4,roma,12,10,0,2,23,8,15,30
13,5,lazio,12,9,1,2,32,14,18,28
13,6,sampdoria,13,8,2,3,27,18,9,26
13,7,bologna,14,6,2,6,17,17,0,20
13,8,milan,13,6,1,6,19,18,1,19
13,9,torino,13,4,6,3,18,20,-2,18
13,10,fiorentina,13,5,2,6,22,18,4,17
13,11,chievo,13,4,5,4,15,20,-5,17
13,12,atalanta,13,4,4,5,19,18,1,16
13,13,cagliari,14,5,0,9,13,24,-11,15
13,14,udinese,12,4,0,8,18,23,-5,12
13,15,crotone,13,3,3,7,11,24,-13,12
13,16,sassuolo,13,3,2,8,8,22,-14,11
13,17,spal,13,2,4,7,11,21,-10,10
13,18,genoa,13,2,3,8,11,19,-8,9
13,19,hellas_verona,13,1,3,9,10,29,-19,6
13,20,benevento,13,0,0,13,6,33,-27,0
14,1,napoli,15,12,2,1,35,10,25,38
14,2,juventus,15,12,1,2,41,14,27,37
14,3,internazionale,14,11,3,0,28,10,18,36
14,4,roma,14,11,1,2,27,10,17,34
14,5,lazio,13,9,2,2,33,15,18,29
14,6,sampdoria,13,8,2,3,27,18,9,26
14,7,milan,14,6,2,6,19,18,1,20
14,8,bologna,14,6,2,6,17,17,0,20
14,9,chievo,14,5,5,4,17,21,-4,20
14,10,atalanta,14,5,4,5,20,18,2,19
14,11,torino,14,4,7,3,18,20,-2,19
14,12,fiorentina,14,5,3,6,23,19,4,18
14,13,cagliari,14,5,0,9,13,24,-11,15
14,14,udinese,13,4,0,9,18,24,-6,12
14,15,crotone,14,3,3,8,11,27,-16,12
14,16,sassuolo,14,3,2,9,8,24,-16,11
14,17,genoa,14,2,4,8,12,20,-8,10
14,18,spal,15,2,4,9,13,26,-13,10
14,19,hellas_verona,14,2,3,9,12,29,-17,9
14,20,benevento,14,0,0,14,6,34,-28,0
15,1,internazionale,16,12,4,0,33,10,23,40
15,2,juventus,16,12,2,2,41,14,27,38
15,3,napoli,15,12,2,1,35,10,25,38
15,4,roma,14,11,1,2,27,10,17,34
15,5,lazio,14,10,2,2,35,16,19,32
15,6,sampdoria,15,8,3,4,30,22,8,27
15,7,fiorentina,15,6,3,6,26,19,7,21
15,8,milan,15,6,3,6,21,20,1,21
15,9,bologna,15,6,3,6,18,18,0,21
15,10,atalanta,15,5,5,5,21,19,2,20
15,11,torino,15,4,8,3,19,21,-2,20
15,12,chievo,15,5,5,5,17,26,-9,20
15,13,cagliari,16,5,2,9,16,27,-11,17
15,14,udinese,14,5,0,9,21,24,-3,15
15,15,genoa,15,3,4,8,13,20,-7,13
15,16,crotone,15,3,3,9,11,30,-19,12
15,17,sassuolo,15,3,2,10,8,27,-19,11
15,18,spal,15,2,4,9,13,26,-13,10
15,19,hellas_verona,15,2,3,10,12,30,-18,9
15,20,benevento,15,0,1,14,8,36,-28,1
16,1,internazionale,17,12,4,1,34,13,21,40
16,2,napoli,16,12,3,1,35,10,25,39
16,3,juventus,16,12,2,2,41,14,27,38
16,4,roma,16,12,2,2,28,10,18,38
16,5,lazio,15,10,2,3,36,19,17,32
16,6,sampdoria,15,8,3,4,30,22,8,27
16,7,milan,16,7,3,6,23,21,2,24
16,8,atalanta,16,6,5,5,23,20,3,23
16,9,torino,16,5,8,3,22,22,0,23
16,10,fiorentina,16,6,4,6,26,19,7,22
16,11,udinese,16,7,0,9,26,25,1,21
16,12,bologna,16,6,3,7,19,20,-1,21
16,13,chievo,16,5,6,5,17,26,-9,21
16,14,cagliari,17,5,2,10,16,28,-12,17
16,15,sassuolo,16,4,2,10,10,28,-18,14
16,16,genoa,16,3,4,9,14,22,-8,13
16,17,crotone,16,3,3,10,12,32,-20,12
16,18,spal,16,2,5,9,15,28,-13,11
16,19,hellas_verona,16,2,4,10,14,32,-18,10
16,20,benevento,16,0,1,15,8,38,-30,1
17,1,napoli,17,13,3,1,38,11,27,42
17,2,juventus,17,13,2,2,44,14,30,41
17,3,internazionale,17,12,4,1,34,13,21,40
17,4,roma,16,12,2,2,28,10,18,38
17,5,lazio,16,10,3,3,39,22,17,33
17,6,sampdoria,16,8,3,5,30,23,7,27
17,7,fiorentina,18,7,5,6,27,19,8,26
17,8,atalanta,17,6,6,5,26,23,3,24
17,9,milan,17,7,3,7,23,24,-1,24
17,10,bologna,18,7,3,8,22,25,-3,24
17,11,torino,17,5,8,4,23,25,-2,23
17,12,udinese,16,7,0,9,26,25,1,21
17,13,chievo,18,5,6,7,19,30,-11,21
17,14,cagliari,18,5,2,11,16,29,-13,17
17,15,sassuolo,17,5,2,10,11,28,-17,17
17,16,crotone,17,4,3,10,13,32,-19,15
17,17,genoa,17,3,5,9,14,22,-8,14
17,18,spal,17,3,5,9,17,29,-12,14
17,19,hellas_verona,17,3,4,10,17,32,-15,13
17,20,benevento,17,0,1,16,9,40,-31,1
18,1,napoli,19,15,3,1,42,13,29,48
18,2,juventus,18,14,2,2,45,14,31,44
18,3,internazionale,18,12,4,2,34,14,20,40
18,4,roma,17,12,2,3,28,11,17,38
18,5,lazio,17,11,3,3,43,22,21,36
18,6,sampdoria,17,8,3,6,32,26,6,27
18,7,atalanta,19,7,6,6,29,25,4,27
18,8,fiorentina,18,7,5,6,27,19,8,26
18,9,udinese,17,8,0,9,30,25,5,24
18,10,torino,18,5,9,4,25,27,-2,24
18,11,milan,18,7,3,8,23,26,-3,24
18,12,bologna,18,7,3,8,22,25,-3,24
18,13,chievo,18,5,6,7,19,30,-11,21
18,14,cagliari,19,6,2,11,18,30,-12,20
18,15,sassuolo,18,6,2,10,12,28,-16,20
18,16,genoa,18,4,5,9,15,22,-7,17
18,17,spal,18,3,6,9,19,31,-12,15
18,18,crotone,19,4,3,12,13,37,-24,15
18,19,hellas_verona,18,3,4,11,17,36,-19,13
18,20,benevento,18,0,1,17,9,41,-32,1
19,1,napoli,19,15,3,1,42,13,29,48
19,2,juventus,19,15,2,2,48,15,33,47
19,3,internazionale,20,12,6,2,35,15,20,42
19,4,roma,18,12,3,3,29,12,17,39
19,5,lazio,18,11,4,3,43,22,21,37
19,6,sampdoria,18,9,3,6,34,26,8,30
19,7,fiorentina,20,7,7,6,29,21,8,28
19,8,udinese,19,9,1,9,33,27,6,28
19,9,atalanta,19,7,6,6,29,25,4,27
19,10,torino,19,5,10,4,25,27,-2,25
19,11,milan,19,7,4,8,24,27,-3,25
19,12,bologna,19,7,3,9,23,27,-4,24
19,13,chievo,20,5,7,8,20,32,-12,22
19,14,sassuolo,19,6,3,10,13,29,-16,21
19,15,cagliari,19,6,2,11,18,30,-12,20
19,16,genoa,19,4,6,9,15,22,-7,18
19,17,spal,19,3,6,10,19,33,-14,15
19,18,crotone,19,4,3,12,13,37,-24,15
19,19,hellas_verona,19,3,4,12,18,39,-21,13
19,20,benevento,19,1,1,17,10,41,-31,4
20,1,napoli,21,17,3,1,45,13,32,54
20,2,juventus,20,16,2,2,49,15,34,50
20,3,internazionale,20,12,6,2,35,15,20,42
20,4,lazio,19,12,4,3,48,24,24,40
20,5,roma,19,12,3,4,30,14,16,39
20,6,sampdoria,19,9,3,7,36,29,7,30
20,7,atalanta,21,8,6,7,31,27,4,30
20,8,fiorentina,20,7,7,6,29,21,8,28
20,9,udinese,19,9,1,9,33,27,6,28
20,10,torino,20,6,10,4,28,27,1,28
20,11,milan,20,8,4,8,25,27,-2,28
20,12,bologna,21,8,3,10,26,30,-4,27
20,13,chievo,20,5,7,8,20,32,-12,22
20,14,genoa,20,5,6,9,16,22,-6,21
20,15,sassuolo,20,6,3,11,13,30,-17,21
20,16,cagliari,20,6,2,12,18,31,-13,20
20,17,spal,20,3,6,11,21,38,-17,15
20,18,crotone,20,4,3,13,13,38,-25,15
20,19,hellas_verona,20,3,4,13,18,41,-23,13
20,20,benevento,21,2,1,18,13,46,-33,7
21,1,napoli,21,17,3,1,45,13,32,54
21,2,juventus,21,17,2,2,50,15,35,53
21,3,lazio,21,14,4,3,56,25,31,46
21,4,internazionale,21,12,7,2,36,16,20,43
21,5,roma,21,12,5,4,32,16,16,41
21,6,sampdoria,21,10,4,7,40,31,9,34
21,7,milan,21,9,4,8,27,28,-1,31
21,8,atalanta,21,8,6,7,31,27,4,30
21,9,udinese,21,9,2,10,34,31,3,29
21,10,torino,21,6,11,4,29,28,1,29
21,11,fiorentina,21,7,7,7,30,24,6,28
21,12,bologna,21,8,3,10,26,30,-4,27
21,13,chievo,21,5,7,9,21,37,-16,22
21,14,sassuolo,21,6,4,11,14,31,-17,22
21,15,genoa,21,5,6,10,16,23,-7,21
21,16,cagliari,21,6,2,13,19,33,-14,20
21,17,crotone,21,5,3,13,16,38,-22,18
21,18,spal,21,3,7,11,22,39,-17,16
21,19,hellas_verona,21,3,4,14,18,44,-26,13
21,20,benevento,21,2,1,18,13,46,-33,7
22,1,napoli,22,18,3,1,48,14,34,57
22,2,juventus,22,18,2,2,52,15,37,56
22,3,lazio,22,14,4,4,57,27,30,46
22,4,internazionale,22,12,8,2,37,17,20,44
22,5,roma,22,12,5,5,32,17,15,41
22,6,sampdoria,22,11,4,7,41,31,10,37
22,7,milan,22,10,4,8,29,29,0,34
22,8,atalanta,22,9,6,7,34,27,7,33
22,9,udinese,22,10,2,10,35,31,4,32
22,10,torino,22,7,11,4,32,28,4,32
22,11,fiorentina,22,7,7,8,31,28,3,28
22,12,bologna,22,8,3,11,27,33,-6,27
22,13,chievo,22,5,7,10,21,39,-18,22
22,14,sassuolo,22,6,4,12,14,34,-20,22
22,15,genoa,22,5,6,11,16,24,-8,21
22,16,cagliari,22,6,3,13,20,34,-14,21
22,17,crotone,22,5,4,13,17,39,-22,19
22,18,spal,22,3,8,11,23,40,-17,17
22,19,hellas_verona,22,4,4,14,22,45,-23,16
22,20,benevento,22,2,1,19,13,49,-36,7
23,1,napoli,23,19,3,1,50,14,36,60
23,2,juventus,23,19,2,2,59,15,44,59
23,3,lazio,23,14,4,5,58,29,29,46
23,4,internazionale,23,12,9,2,38,18,20,45
23,5,roma,23,13,5,5,33,17,16,44
23,6,sampdoria,23,11,5,7,42,32,10,38
23,7,atalanta,23,10,6,7,35,27,8,36
23,8,milan,23,10,5,8,30,30,0,35
23,9,udinese,23,10,3,10,36,32,4,33
23,10,torino,23,7,12,4,33,29,4,33
23,11,fiorentina,23,8,7,8,33,29,4,31
23,12,bologna,23,8,3,12,28,35,-7,27
23,13,genoa,23,6,6,11,18,25,-7,24
23,14,cagliari,23,7,3,13,22,34,-12,24
23,15,chievo,23,5,7,11,21,40,-19,22
23,16,sassuolo,23,6,4,13,14,41,-27,22
23,17,crotone,23,5,5,13,18,40,-22,20
23,18,spal,23,3,8,12,23,42,-19,17
23,19,hellas_verona,23,4,4,15,22,46,-24,16
23,20,benevento,23,2,1,20,13,51,-38,7
24,1,napoli,24,20,3,1,54,15,39,63
24,2,juventus,24,20,2,2,61,15,46,62
24,3,internazionale,24,13,9,2,40,19,21,48
24,4,roma,24,14,5,5,38,19,19,47
24,5,lazio,24,14,4,6,59,33,26,46
24,6,sampdoria,24,12,5,7,44,32,12,41
24,7,milan,24,11,5,8,34,30,4,38
24,8,atalanta,24,10,7,7,36,28,8,37
24,9,torino,24,8,12,4,35,29,6,36
24,10,udinese,24,10,3,11,36,34,2,33
24,11,fiorentina,24,8,7,9,33,31,2,31
24,12,genoa,24,7,6,11,19,25,-6,27
24,13,bologna,24,8,3,13,29,37,-8,27
24,14,cagliari,24,7,4,13,22,34,-12,25
24,15,sassuolo,24,6,5,13,14,41,-27,23
24,16,chievo,24,5,7,12,21,41,-20,22
24,17,crotone,24,5,6,13,19,41,-22,21
24,18,spal,24,3,8,13,23,46,-23,17
24,19,hellas_verona,24,4,4,16,22,48,-26,16
24,20,benevento,24,2,1,21,15,56,-41,7
25,1,napoli,25,21,3,1,55,15,40,66
25,2,juventus,25,21,2,2,62,15,47,65
25,3,roma,25,15,5,5,40,19,21,50
25,4,lazio,25,15,4,6,61,33,28,49
25,5,internazionale,25,13,9,3,40,21,19,48
25,6,sampdoria,25,12,5,8,44,33,11,41
25,7,milan,25,12,5,8,35,30,5,41
25,8,atalanta,25,10,8,7,37,29,8,38
25,9,torino,25,8,12,5,35,30,5,36
25,10,udinese,25,10,3,12,36,36,0,33
25,11,fiorentina,25,8,8,9,34,32,2,32
25,12,genoa,25,8,6,11,21,25,-4,30
25,13,bologna,25,9,3,13,31,38,-7,30
25,14,cagliari,25,7,4,14,23,36,-13,25
25,15,chievo,25,6,7,12,23,42,-19,25
25,16,sassuolo,25,6,5,14,15,43,-28,23
25,17,crotone,25,5,6,14,21,44,-23,21
25,18,spal,25,3,8,14,23,47,-24,17
25,19,hellas_verona,25,4,4,17,22,50,-28,16
25,20,benevento,25,3,1,21,18,58,-40,10
26,1,napoli,26,22,3,1,60,15,45,69
26,2,juventus,26,22,2,2,63,15,48,68
26,3,lazio,27,16,4,7,64,34,30,52
26,4,internazionale,26,14,9,3,42,21,21,51
26,5,roma,26,15,5,6,40,21,19,50
26,6,sampdoria,26,13,5,8,46,34,12,44
26,7,milan,26,13,5,8,37,30,7,44
26,8,atalanta,25,10,8,7,37,29,8,38
26,9,torino,26,8,12,6,36,32,4,36
26,10,fiorentina,26,9,8,9,35,32,3,35
26,11,udinese,26,10,3,13,37,38,-1,33
26,12,bologna,26,10,3,13,33,38,-5,33
26,13,genoa,26,8,6,12,21,27,-6,30
26,14,cagliari,26,7,4,15,23,41,-18,25
26,15,chievo,26,6,7,13,23,43,-20,25
26,16,sassuolo,26,6,5,15,15,46,-31,23
26,17,crotone,26,5,6,15,23,47,-24,21
26,18,spal,26,4,8,14,26,49,-23,20
26,19,hellas_verona,26,5,4,17,24,51,-27,19
26,20,benevento,26,3,1,22,18,60,-42,10
27,1,napoli,28,22,4,2,62,19,43,70
27,2,juventus,26,22,2,2,63,15,48,68
27,3,roma,28,17,5,6,47,23,24,56
27,4,lazio,28,16,5,7,66,36,30,53
27,5,internazionale,27,14,10,3,42,21,21,52
27,6,milan,27,14,5,8,38,30,8,47
27,7,sampdoria,27,13,5,9,47,38,9,44
27,8,atalanta,26,11,8,7,38,29,9,41
27,9,fiorentina,27,10,8,9,36,32,4,38
27,10,torino,27,8,12,7,36,35,1,36
27,11,udinese,26,10,3,13,37,38,-1,33
27,12,bologna,28,10,3,15,33,40,-7,33
27,13,genoa,27,8,6,13,21,28,-7,30
27,14,cagliari,27,7,5,15,25,43,-18,26
27,15,chievo,27,6,7,14,23,44,-21,25
27,16,crotone,27,6,6,15,27,48,-21,24
27,17,spal,27,5,8,14,27,49,-22,23
27,18,sassuolo,26,6,5,15,15,46,-31,23
27,19,hellas_verona,27,6,4,17,25,51,-26,22
27,20,benevento,27,3,1,23,18,61,-43,10
28,1,juventus,29,24,3,2,67,15,52,75
28,2,napoli,29,23,4,2,63,19,44,73
28,3,roma,29,18,5,6,49,23,26,59
28,4,lazio,29,16,6,7,67,37,30,54
28,5,internazionale,27,14,10,3,42,21,21,52
28,6,milan,28,15,5,8,41,32,9,50
28,7,sampdoria,27,13,5,9,47,38,9,44
28,8,atalanta,27,11,8,8,38,31,7,41
28,9,fiorentina,27,10,8,9,36,32,4,38
28,10,torino,27,8,12,7,36,35,1,36
28,11,bologna,29,10,4,15,34,41,-7,34
28,12,udinese,28,10,3,15,38,42,-4,33
28,13,genoa,28,8,6,14,21,29,-8,30
28,14,cagliari,28,8,5,15,27,44,-17,29
28,15,sassuolo,28,7,6,15,18,48,-30,27
28,16,spal,29,5,10,14,28,50,-22,25
28,17,chievo,28,6,7,15,25,47,-22,25
