sec_type,type,name,field,description,r,python,unit
equity,Ratios,Operating Cash Flow Ratio,operatingcashflowtocurrentliabilities.lasttwelvemonths,This is the operating cash flow divided by current liabilities. If this is higher than 1 then the company has generated enough cash to pay off all current liabilities.,numeric,float,
equity,Ratios,Forward Dividend Yield %,forward_dividend_yield,Expected annual dividend divided by the current stock price.,numeric,float,%
equity,Ratios,EBITDA / Interest Expense (LTM),ebitdainterestexpense.lasttwelvemonths,Company's ability to cover interest payments using earnings before interest.,numeric,float,
equity,Ratios,EBIT / Interest Expense (LTM),ebitinterestexpense.lasttwelvemonths,Company's ability to cover interest payments using earnings before interest and taxes.,numeric,float,
equity,Performance,52 Week Price % Change,fiftytwowkpercentchange,The percent change in price over the last 52 weeks.,numeric,float,%
equity,Performance,Price Change (Intraday),intradaypricechange,Dollar amount change in price from the previous close to the current price.,numeric,float,
equity,Performance,52 Week Price High (Last Close),lastclose52weekhigh.lasttwelvemonths,The highest closing price of the stock in the last 52 weeks.,numeric,float,
equity,Performance,52 Week Price Low (Last Close),lastclose52weeklow.lasttwelvemonths,The lowest closing price of the stock in the last 52 weeks.,numeric,float,
equity,Performance,% Change in Price (Intraday),percentchange,% amount change in price from the previous close to the current price.,numeric,float,%
equity,Performance,Consecutive Years of Dividend Growth Count,consecutive_years_of_dividend_growth_count,Number of years a company has increased its dividends.,numeric,float,
equity,Performance,Recent High Timeframe,price_signal_fifty_two_wk_high.datetime,Stocks that set new highs within the selected timeframe.,now-1w/d,now-1w/d,
equity,Performance,Recent Low Timeframe,price_signal_fifty_two_wk_low.datetime,Stocks that set new lows within the selected timeframe.,now-1w/d,now-1w/d,
equity,Financials - Income Statement,1 Yr. % Change in Total Revenue,totalrevenues1yrgrowth.lasttwelvemonths,The percent change in revenue over the last year.,numeric,float,%
equity,Financials - Income Statement,1 Yr. % Change in Net Income,netincome1yrgrowth.lasttwelvemonths,This ratio shows the simple growth in Net Income over one year. The formula is (net_income(t) / net_income(t-1) - 1) * 100,numeric,float,%
equity,Financials - Income Statement,"EPS (Basic, Continuing Operations)",basicepscontinuingoperations.lasttwelvemonths,This number is the company's earnings per share from the day-to-day operations of its business during the most recent complete fiscal year. It does not include discontinued operations extraordinary items and accounting changes. Better indicated company performance when you removed the discontinued operations.,numeric,float,
equity,Financials - Income Statement,Quarterly Revenue Growth (yoy) %,quarterlyrevenuegrowth.quarterly,Measures the increase of sales quarter over quarter for year over year.,numeric,float,%
equity,Financials - Income Statement,Total Revenue,totalrevenues.lasttwelvemonths,The money a company made from selling their goods/service.,numeric,float,
equity,Financials - Income Statement,EPS (Basic),netepsbasic.lasttwelvemonths,Net income divided by the number of outstanding shares. Measures the amount of a companys profit that can be allocated to one share of its common stock.,numeric,float,
equity,Financials - Income Statement,1 Yr. % Change in EBITDA,ebitda1yrgrowth.lasttwelvemonths,% Change in EBITDA over the last year.,numeric,float,%
equity,Financials - Income Statement,1 Yr. % Change in EPS (Diluted),dilutedeps1yrgrowth.lasttwelvemonths,% Change in the diluted EPS score over a one year period.,numeric,float,%
equity,Financials - Income Statement,EPS (Diluted),netepsdiluted.lasttwelvemonths,This is the EPS score including all convertible securities like outstanding convertible preferred shares convertible debentures stock options and warrants. Typically this is lower than the Basic EPS.,numeric,float,
equity,Financials - Income Statement,Net Income,netincomeis.lasttwelvemonths,Is the earnings minus taxes and all expenses. Used to calculate the company EPS. Also referrred to as a company's bottom line since it is at the bottom of the income statement.,numeric,float,
equity,Financials - Income Statement,Operating Income,operatingincome.lasttwelvemonths,Is total revenue minus the cost of goods and the cost of operating.,numeric,float,
equity,Financials - Income Statement,Gross Profit,grossprofit.lasttwelvemonths,Equals revenue minus the costs of goods sold which can be used to indicate a company's efficiency at producing goods.,numeric,float,
equity,Financials - Income Statement,EBITDA,ebitda.lasttwelvemonths,Earnings before interest taxes depreciation and amortization. A way to measure the cash flow of a business.,numeric,float,
equity,Financials - Income Statement,"EPS (Diluted, Continuing Operations)",dilutedepscontinuingoperations.lasttwelvemonths,This number is the company's earnings per share from the day-to-day operations of its business during the most recent complete fiscal year including all convertible securities.,numeric,float,
equity,Financials - Income Statement,EBIT,ebit.lasttwelvemonths,Earnings before interest and taxes. Used to measure a firm's operating income.,numeric,float,
equity,Financials - Balance Sheet,Book Value / Share,bookvalueshare.lasttwelvemonths,Calculated by taking the equity available to common shareholder divided by the number of outstanding shares. This represents the minimum value per share. If the BVPS is greater than the stock price this could indicate an undervalued stock.,numeric,float,
equity,Financials - Balance Sheet,Total Shares Outstanding,totalsharesoutstanding,The total number of shares owned by stakeholders.,numeric,float,
equity,Financials - Balance Sheet,Total Debt,totaldebt.lasttwelvemonths,The sum of all long term liabilities.,numeric,float,
equity,Financials - Balance Sheet,Total Assets,totalassets.lasttwelvemonths,Total amount of assets owned where an asset is any item that has economic value such as cash securities inventory intangible assets etc.,numeric,float,
equity,Financials - Balance Sheet,Total Cash And Short Term Investments,totalcashandshortterminvestments.lasttwelvemonths,The sum of cash and equivalents and short term investments from a company's balance sheet. These two categories are considered very liquid assets.,numeric,float,
equity,Financials - Balance Sheet,Total Current Assets,totalcurrentassets.lasttwelvemonths,Any asset that is expected to be turned into cash over the next year. This is commonly compared to total current liabilitties to make sure there is enough assets to cover the upcoming liabilities.,numeric,float,
equity,Financials - Balance Sheet,Total Equity,totalequity.lasttwelvemonths,Equity = Assets - Liabilities.,numeric,float,
equity,Financials - Balance Sheet,Total Common Shares Outstanding,totalcommonsharesoutstanding.lasttwelvemonths,The number of only common shares (excludes any preferred shares).,numeric,float,
equity,Financials - Balance Sheet,Total Current Liabilities,totalcurrentliabilities.lasttwelvemonths,Are the liabilities that are due within the next year such as dividends or short term debt.,numeric,float,
equity,Financials - Balance Sheet,Total Common Equity,totalcommonequity.lasttwelvemonths,The value of all common stock shares plus the retained earnings and additional paid-in capital for the year.,numeric,float,
equity,Financials - Cash Flow,1 yr. % Change in Cash from Operations,cashfromoperations1yrgrowth.lasttwelvemonths,This is the percent growth in the cash generated-spent on the company's core business actvities.,numeric,float,%
equity,Financials - Cash Flow,Unlevered (before expenses) Free Cash Flow,unleveredfreecashflow.lasttwelvemonths,This is the amount of cash the company generated before paying its expenses.,numeric,float,
equity,Financials - Cash Flow,Levered (after expenses) Free Cash Flow,leveredfreecashflow.lasttwelvemonths,This is the amount of cash a company has left after business expenses. This is the amount of cash a company can use to expand it's business. If this is negative then they have more debt then what they brought in.,numeric,float,
equity,Financials - Cash Flow,1 yr. % Change in Levered Free Cash Flow,leveredfreecashflow1yrgrowth.lasttwelvemonths,This is the change over a year of the amount of levered free cash flow a company generates.,numeric,float,%
equity,Financials - Cash Flow,Dividend Per Share (DPS),dividendpershare.lasttwelvemonths,Ratio of the total dividends a company has payed out in 12 months divided by the total number of shares. Thus this is the reported dividend a shareholder recieves per share.,numeric,float,
equity,Financials - Cash Flow,Capita Expenditure (CapEx),capitalexpenditure.lasttwelvemonths,Company funds that are used to undertake new projects and investments. This shows you how much a company is investing in its long term growth.,numeric,float,
equity,Financials - Cash Flow,Forward Dividend Per Share,forward_dividend_per_share,Expected dividend per share for the next 12 months.,numeric,float,
equity,Financials - Cash Flow,Cash From Operations,cashfromoperations.lasttwelvemonths,Cash generated by core business operations over the last twelve months.,numeric,float,
equity,Valuation,Market Cap (Intraday),lastclosemarketcap.lasttwelvemonths,The value of a company on a stock exchange. Calculated by multiplying the total number of shares by the current intraday share price.,numeric,float,
equity,Valuation,Total Enterprise Value (TEV) / EBITDA,lastclosetevebitda.lasttwelvemonths,A company's enterprise value (market cap + preferred shares + minority interest + debt - total cash) divided by EBITDA (earnings before interest tax depreciation and amortization). The lower the ratio the cheaper the valuation of the company.,numeric,float,
equity,Valuation,Price / Tangible Book Value (P/TB),lastclosepricetangiblebookvalue.lasttwelvemonths,Calculated by taking the last close price divided by the tangible book value found in earning calls. If the company was to shutdown and liquidate it's reported assets this is the amount an investor would receive per share of the company.,numeric,float,
equity,Valuation,Total Enterprise Value (TEV) / EBIT,lastclosetevebit.lasttwelvemonths,A company's enterprise value (market cap + preferred shares + minority interest + debt - total cash) divided by EBIT (earnings before interest and tax). The lower the ratio the cheaper the valuation of the company.,numeric,float,
equity,Valuation,Price / Sales (P/S),lastclosemarketcaptotalrevenue.lasttwelvemonths,P/S indicates the value the market has given to each dollar of the companies sales/revenue.,numeric,float,
equity,Valuation,Total Enterprise Value / Total Revenue (EV/Sales),lastclosetevtotalrevenue.lasttwelvemonths,Compares the value of the enterprise to the total revenue the company generates. This metric is useful for determining the value of a company that might be acquired.,numeric,float,
equity,Valuation,Price / Book Value (P/B),lastclosepricebookvalue.lasttwelvemonths,The stock's last closing price compared to its book value.,numeric,float,
equity,Valuation,Price / Earnings (P/E),lastclosepriceearnings.lasttwelvemonths,The stock's last closing price compared to its earnings per share.,numeric,float,
equity,Valuation,Price / Earnings to Growth (P/E/G),pegratio_5y,P/E ratio divided by the expected earnings growth rate over five years.,numeric,float,
equity,Valuation,Trailing P/E,peratio.lasttwelvemonths,P/E ratio using earnings from the last 12 months.,numeric,float,
equity,Valuation,P/B (most recent quarter to mrq),pricebookratio.quarterly,The stock's market value compared to its book value.,numeric,float,
equity,ESG,Environmental Score,environmental_score,Absolute score between 0 and 100 which reflects the company's preparedness disclosure and performance on environmental issues.,numeric,float,
equity,ESG,ESG Score,esg_score,Sustainalytics' ESG Ratings measure how well companies proactively manage thei environmental social and governance issues that are the most material to their business and provide an assessment of companies' ability to mitigate ESG risks. The ESG rating is a quantitative score on a scale of 1-100 based on a balanced scorecard system.,numeric,float,
equity,ESG,Governance Score,governance_score,Absolute score between 0 and 100 which reflects the company's preparedness disclosure and performance on governance issues.,numeric,float,
equity,ESG,Social Score,social_score,Absolute score between 0 and 100 which reflects the company's preparedness disclosure and performance on social issues.,numeric,float,
equity,ESG,Highest Controversy,highest_controversy,Controversy level is based on qualitative information relating to company events and incidents that have resulted in negative ESG impacts. Companies may have multiple ongoing controversies under different themes; this metric provides the current level of the most severe controversy. The assessment of severity considers impact risk positive/negative trend as well as the company's preparedness and response. Severity is classified as follows: Category 1 - low; Category 2 - moderate; Category 3 - significant; Category 4 - high; Category 5 - severe.,integer,int,
equity,Ownership,% of Shares Outstanding Held by Insiders,pctheldinsider,The percentage of shares of the company held by insiders where insiders are directors or senior officials of a company.,numeric,float,%
equity,Ownership,% of Shares Outstanding Held by Institutions,pctheldinst,The percentage of shares of the company held by financial institutions such as banks funds and large holdings companies. Typically if the instituational owernship is high the stock is considered less risky.,numeric,float,%
mutualfund,Market Data,Funds by Category,categoryname,This is a specific category or type of Fund provided by Morningstar.,character,str,
mutualfund,Market Data,Funds by Company,fundfamilyname,This is the company that owns and manages the mutual fund.,character,str,
mutualfund,Market Data,Fund Net Assets,fundnetassets,This figure is recorded in millions of dollars and represents the fund's total asset base.,numeric,float,
mutualfund,Market Data,Price (End of Day),eodprice,Previous close or official exchange closing price (doesn't include after hours trading).,numeric,float,
mutualfund,Market Data,Price (Intraday),intradayprice,The current price during the trading day.,numeric,float,
mutualfund,Market Data,Change,intradaypricechange,Dollar amount change in price from the previous close to the current price.,numeric,float,
mutualfund,Market Data,Percent Change,percentchange,% Amount change in price from the previous close to the current price.,numeric,float,%
mutualfund,Market Data,Region,region,Where this company is based.,character,str,
mutualfund,Market Data,Symbol,ticker,"A unique series of letters assigned to a security or financial instrument for trading purposes, like 'AAPL' for Apple Inc.",character,str,
mutualfund,Market Data,Exchange,exchange,"A marketplace where securities, commodities, derivatives, and other financial instruments are traded, such as the New York Stock Exchange (NYSE) or NASDAQ.",character,str,
mutualfund,Market Data,Sector,primary_sector,General economic sectors or divisions of economy.,character,str,
mutualfund,Market Data,Initial Investment,initialinvestment,In case the mutual funds has a minimum for an initial investment.,numeric,float,
mutualfund,Market Data,Market Capital Value - Long,marketcapitalvaluelong,Morningstar defines the overall 'size' of a stock fund's portfolio as the geometric mean of the market capitalization for all of the stocks it owns. It's calculated by raising the market capitalization of each stock to a power equal to that stock's stake in the portfolio. The resulting numbers are multiplied together to produce the geometric mean of the market caps of the stocks in the portfolio which is reported as average market capitalization.,numeric,float,
mutualfund,Performance,52 Week Price % Change,fiftytwowkpercentchange,The percent change in price over the last 52 weeks.,numeric,float,%
mutualfund,Performance,Annual Return NAV Year 1,annualreturnnavy1,The net asset value represents the market value per share of a mutual fund. It can be calculated by dividing the total value of the fund portfolio by the number of share thus indicated the worth of one share. This looks at the NAV over 1 year.,numeric,float,%
mutualfund,Performance,Annual Return NAV Year 3,annualreturnnavy3,The net asset value represents the market value per share of a mutual fund. It can be calculated by dividing the total value of the fund portfolio by the number of share thus indicated the worth of one share. This looks at the NAV over 3 year.,numeric,float,%
mutualfund,Performance,Annual Return NAV Year 5,annualreturnnavy5,The net asset value represents the market value per share of a mutual fund. It can be calculated by dividing the total value of the fund portfolio by the number of share thus indicated the worth of one share. This looks at the NAV over 5 year.,numeric,float,%
mutualfund,Performance,Annual Return NAV Year 1 Category Rank,annualreturnnavy1categoryrank,This is the fund's total-return percentile rank relative to all funds that have the same Morningstar Category. The highest (or most favorable) percentile rank is 1 and the lowest (or least favorable) percentile rank is 100. The top-performing fund in a category will always receive a rank of 1.,integer,int,
mutualfund,Performance,Quarter End Trailing Return YTD %,quarterendtrailingreturnytd,Morningstar's calculation of total return is determined each month by taking the change in monthly net asset value reinvesting all income and capital-gains distributions during that month and dividing by the starting NAV. Reinvestments are made using the actual reinvestment NAV and daily payoffs are reinvested monthly. Unless otherwise noted Morningstar does not adjust total returns for sales charges (such as front-end loads deferred loads and redemption fees) preferring to give a clearer picture of a fund's performance. The total returns do account for management administrative 12b-1 fees and other costs taken out of fund assets. Total returns for periods longer than one year are expressed in terms of compounded average annual returns (also known as geometric total returns) affording a more meaningful picture of fund performance than non-annualized figures.,numeric,float,%
mutualfund,Performance,Trailing 3M Return %,trailing_3m_return,% Return of the fund from the last consectutive 3 months.,numeric,float,%
mutualfund,Performance,Trailing YTD Return %,trailing_ytd_return,% Return of the fund over the last consectutive year to current date.,numeric,float,%
mutualfund,Ratios,Annual Report Net Expense Ratio,annualreportnetexpenseratio,Is the % of money that is spent on administrative and operating expenses.,numeric,float,%
mutualfund,Ratios,Turnover Ratio,turnoverratio,Is the % of the mutual fund that has changed over the year.,numeric,float,%
mutualfund,Ratios,Annual Report Gross Expense Ratio,annualreportgrossexpenseratio,Is the % of the assets that are used to run the fund excluding sales or brokerage commissions. This number gives you a sense of how expensive it is to run this fund. Typically investors compare this to the net expense ratio of a company.,numeric,float,%
mutualfund,Ratings,Morningstar Performance Rating Overall,performanceratingoverall,Morningstar analyst ranking on overall performance of a stock compared to funds in a similar category. 5 stars is the highest ranking while 1 is the lowest where the stars are given based on a standard bell curve.,integer,int,
mutualfund,Ratings,Morningstar Risk Rating Overall,riskratingoverall,Morningstar fund analyst of a fund's risk by calculating a rick penatly for each fund based on expected utility theory.,integer,int,
mutualfund,Technicals,200 Day Moving Average,twohundreddaymovingavg,"The average price of an asset over the past 200 trading days, used to identify long-term trends",numeric,float,
mutualfund,Technicals,50 Day Moving Average,fiftydaymovingavg,"The average price of an asset over the past 50 trading days, used to identify intermediate-term trends",numeric,float,
etf,Market Data,Funds by Category,categoryname,This is a specific category or type of Fund provided by Morningstar.,character,str,
etf,Market Data,Funds by Company,fundfamilyname,This is the company that owns and manages the mutual fund.,character,str,
etf,Market Data,Fund Net Assets,fundnetassets,This figure is recorded in millions of dollars and represents the fund's total asset base.,numeric,float,
etf,Market Data,Price (End of Day),eodprice,Previous close or official exchange closing price (doesn't include after hours trading).,numeric,float,
etf,Market Data,Price (Intraday),intradayprice,The current price during the trading day.,numeric,float,
etf,Market Data,Change,intradaypricechange,Dollar amount change in price from the previous close to the current price.,numeric,float,
etf,Market Data,Percent Change,percentchange,% Amount change in price from the previous close to the current price.,numeric,float,%
etf,Market Data,Region,region,Where this company is based.,character,str,
etf,Market Data,Symbol,ticker,"A unique series of letters assigned to a security or financial instrument for trading purposes, like 'AAPL' for Apple Inc.",character,str,
etf,Market Data,Exchange,exchange,"A marketplace where securities, commodities, derivatives, and other financial instruments are traded, such as the New York Stock Exchange (NYSE) or NASDAQ.",character,str,
etf,Market Data,Sector,primary_sector,General economic sectors or divisions of economy.,character,str,
etf,Market Data,Initial Investment,initialinvestment,In case the mutual funds has a minimum for an initial investment.,numeric,float,
etf,Market Data,Market Capital Value - Long,marketcapitalvaluelong,Morningstar defines the overall 'size' of a stock fund's portfolio as the geometric mean of the market capitalization for all of the stocks it owns. It's calculated by raising the market capitalization of each stock to a power equal to that stock's stake in the portfolio. The resulting numbers are multiplied together to produce the geometric mean of the market caps of the stocks in the portfolio which is reported as average market capitalization.,numeric,float,
etf,Market Data,Volume,dayvolume,Today's traded volume.,numeric,float,
etf,Market Data,Volume (End of Day),eodvolume,Previous day's traded volume.,numeric,float,
etf,Market Data,Avg Vol (3 month),avgdailyvol3m,Average trading volume over the past three months.,numeric,float,
etf,Performance,52 Week Price % Change,fiftytwowkpercentchange,The percent change in price over the last 52 weeks.,numeric,float,%
etf,Performance,Annual Return NAV Year 1,annualreturnnavy1,The net asset value represents the market value per share of a mutual fund. It can be calculated by dividing the total value of the fund portfolio by the number of share thus indicated the worth of one share. This looks at the NAV over 1 year.,numeric,float,%
etf,Performance,Annual Return NAV Year 3,annualreturnnavy3,The net asset value represents the market value per share of a mutual fund. It can be calculated by dividing the total value of the fund portfolio by the number of share thus indicated the worth of one share. This looks at the NAV over 3 year.,numeric,float,%
etf,Performance,Annual Return NAV Year 5,annualreturnnavy5,The net asset value represents the market value per share of a mutual fund. It can be calculated by dividing the total value of the fund portfolio by the number of share thus indicated the worth of one share. This looks at the NAV over 5 year.,numeric,float,%
etf,Performance,Annual Return NAV Year 1 Category Rank,annualreturnnavy1categoryrank,This is the fund's total-return percentile rank relative to all funds that have the same Morningstar Category. The highest (or most favorable) percentile rank is 1 and the lowest (or least favorable) percentile rank is 100. The top-performing fund in a category will always receive a rank of 1.,integer,int,
etf,Performance,Trailing 3M Return %,trailing_3m_return,% Return of the fund from the last consectutive 3 months.,numeric,float,%
etf,Performance,Quarter End Trailing Return YTD %,quarterendtrailingreturnytd,Morningstar's calculation of total return is determined each month by taking the change in monthly net asset value reinvesting all income and capital-gains distributions during that month and dividing by the starting NAV. Reinvestments are made using the actual reinvestment NAV and daily payoffs are reinvested monthly. Unless otherwise noted Morningstar does not adjust total returns for sales charges (such as front-end loads deferred loads and redemption fees) preferring to give a clearer picture of a fund's performance. The total returns do account for management administrative 12b-1 fees and other costs taken out of fund assets. Total returns for periods longer than one year are expressed in terms of compounded average annual returns (also known as geometric total returns) affording a more meaningful picture of fund performance than non-annualized figures.,numeric,float,%
etf,Performance,Trailing YTD Return %,trailing_ytd_return,% Return of the fund over the last consectutive year to current date.,numeric,float,%
etf,Ratios,Annual Report Gross Expense Ratio,annualreportgrossexpenseratio,Is the % of the assets that are used to run the fund excluding sales or brokerage commissions. This number gives you a sense of how expensive it is to run this fund. Typically investors compare this to the net expense ratio of a company.,numeric,float,%
etf,Ratios,Annual Report Net Expense Ratio,annualreportnetexpenseratio,Is the % of money that is spent on administrative and operating expenses.,numeric,float,%
etf,Ratios,Turnover Ratio,turnoverratio,Is the % of the mutual fund that has changed over the year.,numeric,float,%
etf,Ratings,Morningstar Performance Rating Overall,performanceratingoverall,Morningstar analyst ranking on overall performance of a stock compared to funds in a similar category. 5 stars is the highest ranking while 1 is the lowest where the stars are given based on a standard bell curve.,integer,int,
etf,Ratings,Morningstar Risk Rating Overall,riskratingoverall,Morningstar fund analyst of a fund's risk by calculating a rick penatly for each fund based on expected utility theory.,integer,int,
index,Market Data,Price (End of Day),eodprice,Previous close or official exchange closing price (doesn't include after hours trading).,numeric,float,
index,Market Data,Price (Intraday),intradayprice,The current price during the trading day.,numeric,float,
index,Market Data,Change,intradaypricechange,Dollar amount change in price from the previous close to the current price.,numeric,float,
index,Market Data,Percent Change,percentchange,% Amount change in price from the previous close to the current price.,numeric,float,%
index,Market Data,Volume (End of Day),eodvolume,Previous day's traded volume.,numeric,float,
index,Market Data,Region,region,Where this company is based.,character,str,
index,Market Data,Symbol,ticker,"A unique series of letters assigned to a security or financial instrument for trading purposes, like 'AAPL' for Apple Inc.",character,str,
index,Market Data,Exchange,exchange,"A marketplace where securities, commodities, derivatives, and other financial instruments are traded, such as the New York Stock Exchange (NYSE) or NASDAQ.",character,str,
index,Market Data,Sector,sector,General economic sectors or divisions of economy.,character,str,
index,Market Data,Industry,industry,For each sector these are the various industries.,character,str,
index,Market Data,52 Week Price % Change,fiftytwowkpercentchange,The percent change in price over the last 52 weeks.,numeric,float,%
index,Market Data,Avg Vol (3 month),avgdailyvol3m,Average trading volume over the past three months.,numeric,float,
future,Market Data,Price (End of Day),eodprice,Previous close or official exchange closing price (doesn't include after hours trading).,numeric,float,
future,Market Data,Price (Intraday),intradayprice,The current price during the trading day.,numeric,float,
future,Market Data,Change,intradaypricechange,Dollar amount change in price from the previous close to the current price.,numeric,float,
future,Market Data,Percent Change,percentchange,% Amount change in price from the previous close to the current price.,numeric,float,%
future,Market Data,Volume,dayvolume,Today's traded volume.,numeric,float,
future,Market Data,Symbol,ticker,"A unique series of letters assigned to a security or financial instrument for trading purposes, like 'AAPL' for Apple Inc.",character,str,
future,Market Data,Open Interest,open_interest,The total number of open contracts on a security applies primarily to the futures market.,numeric,float,
future,Market Data,Region,region,Where this company is based.,character,str,
future,Market Data,Exchange,exchange,"A marketplace where securities, commodities, derivatives, and other financial instruments are traded, such as the New York Stock Exchange (NYSE) or NASDAQ.",character,str,
future,Market Data,52 Week Price % Change,fiftytwowkpercentchange,The percent change in price over the last 52 weeks.,numeric,float,%
future,Market Data,Avg Vol (3 month),avgdailyvol3m,Average trading volume over the past three months.,numeric,float,
