gameweek,team_rank,team_name,matchs_played,matchs_won,matchs_drawn,matchs_lost,team_goals_for,team_goals_against,team_goals_difference,team_points
14,5,nantes,14,7,2,5,13,15,-2,23
14,6,caen,14,7,1,6,10,14,-4,22
14,7,montpellier,14,5,5,4,12,8,4,20
14,8,saint_etienne,14,5,4,5,16,20,-4,19
14,9,rennes,14,5,3,6,17,18,-1,18
14,10,amiens,14,5,3,6,13,14,-1,18
14,11,troyes,14,5,3,6,16,18,-2,18
14,12,Dijon,14,5,3,6,20,23,-3,18
14,13,bordeaux,14,4,5,5,17,20,-3,17
14,14,toulouse,14,4,4,6,13,20,-7,16
14,15,guingamp,14,4,3,7,14,23,-9,15
14,16,angers,14,2,8,4,17,23,-6,14
14,17,strasbourg,14,3,5,6,17,26,-9,14
14,18,nice,14,4,2,8,15,25,-10,14
14,19,lille,14,3,3,8,12,22,-10,12
14,20,metz,14,1,1,12,5,26,-21,4
15,1,paris_saint_germain,15,13,2,0,47,10,37,41
15,2,marseille,15,9,4,2,31,18,13,31
15,3,lyon,15,8,5,2,38,17,21,29
15,4,monaco,15,9,2,4,36,16,20,29
15,5,nantes,15,8,2,5,14,15,-1,26
15,6,caen,15,7,2,6,10,14,-4,23
15,7,montpellier,15,5,6,4,12,8,4,21
15,8,rennes,15,6,3,6,19,19,0,21
15,9,amiens,15,6,3,6,15,15,0,21
15,10,bordeaux,15,5,5,5,20,20,0,20
15,11,saint_etienne,15,5,4,6,16,23,-7,19
15,12,Dijon,15,5,3,7,21,25,-4,18
15,13,troyes,15,5,3,7,16,20,-4,18
15,14,nice,15,5,2,8,17,26,-9,17
15,15,toulouse,15,4,4,7,14,22,-8,16
15,16,guingamp,15,4,4,7,14,23,-9,16
15,17,strasbourg,15,3,6,6,17,26,-9,15
15,18,lille,15,4,3,8,14,23,-9,15
15,19,angers,15,2,8,5,18,25,-7,14
15,20,metz,15,1,1,13,5,29,-24,4
16,1,paris_saint_germain,16,13,2,1,48,12,36,41
16,2,lyon,16,9,5,2,40,18,22,32
16,3,monaco,16,10,2,4,37,16,21,32
16,4,marseille,16,9,5,2,32,19,13,32
16,5,nantes,16,8,3,5,15,16,-1,27
16,6,rennes,16,7,3,6,21,19,2,24
16,7,caen,16,7,2,7,11,16,-5,23
16,8,montpellier,16,5,7,4,13,9,4,22
16,9,amiens,16,6,3,7,15,17,-2,21
16,10,Dijon,16,6,3,7,24,27,-3,21
16,11,bordeaux,16,5,5,6,22,23,-1,20
16,12,nice,16,6,2,8,20,27,-7,20
16,13,saint_etienne,16,5,5,6,17,24,-7,20
16,14,guingamp,16,5,4,7,15,23,-8,19
16,15,troyes,16,5,3,8,16,21,-5,18
16,16,strasbourg,16,4,6,6,19,27,-8,18
16,17,lille,16,5,3,8,15,23,-8,18
16,18,toulouse,16,4,4,8,14,23,-9,16
16,19,angers,16,2,8,6,18,26,-8,14
16,20,metz,16,1,1,14,6,32,-26,4
17,1,paris_saint_germain,17,14,2,1,51,13,38,44
17,2,lyon,17,10,5,2,42,19,23,35
17,3,monaco,17,11,2,4,40,18,22,35
17,4,marseille,17,10,5,2,35,19,16,35
17,5,nantes,17,8,3,6,16,18,-2,27
17,6,rennes,17,7,4,6,22,20,2,25
17,7,montpellier,17,5,8,4,14,10,4,23
17,8,nice,17,7,2,8,22,28,-6,23
17,9,caen,17,7,2,8,11,18,-7,23
17,10,guingamp,17,6,4,7,19,23,-4,22
17,11,amiens,17,6,3,8,16,19,-3,21
17,12,strasbourg,17,5,6,6,22,27,-5,21
17,13,Dijon,17,6,3,8,24,31,-7,21
17,14,bordeaux,17,5,5,7,22,26,-4,20
17,15,saint_etienne,17,5,5,7,17,27,-10,20
17,16,toulouse,17,5,4,8,16,23,-7,19
17,17,troyes,17,5,3,9,18,24,-6,18
17,18,lille,17,5,3,9,16,26,-10,18
17,19,angers,17,2,9,6,19,27,-8,15
17,20,metz,17,1,2,14,7,33,-26,5
18,1,paris_saint_germain,18,15,2,1,55,14,41,47
18,2,monaco,18,12,2,4,44,18,26,38
18,3,lyon,18,11,5,2,44,19,25,38
18,4,marseille,18,10,5,3,35,21,14,35
18,5,nantes,18,9,3,6,17,18,-1,30
18,6,nice,18,8,2,8,23,28,-5,26
18,7,rennes,18,7,4,7,23,24,-1,25
18,8,Dijon,18,7,3,8,27,31,-4,24
18,9,strasbourg,18,6,6,6,24,28,-4,24
18,10,caen,18,7,3,8,11,18,-7,24
18,11,montpellier,18,5,8,5,15,13,2,23
18,12,guingamp,18,6,5,7,19,23,-4,23
18,13,amiens,18,6,3,9,16,20,-4,21
18,14,troyes,18,6,3,9,19,24,-5,21
18,15,bordeaux,18,5,5,8,22,27,-5,20
18,16,saint_etienne,18,5,5,8,17,31,-14,20
18,17,toulouse,18,5,4,9,17,25,-8,19
18,18,lille,18,5,3,10,16,29,-13,18
18,19,angers,18,2,9,7,19,28,-9,15
18,20,metz,18,2,2,14,10,34,-24,8
19,1,paris_saint_germain,19,16,2,1,58,15,43,50
19,2,monaco,19,13,2,4,46,19,27,41
19,3,lyon,19,12,5,2,46,20,26,41
19,4,marseille,19,11,5,3,38,22,16,38
19,5,nantes,19,10,3,6,18,18,0,33
19,6,nice,19,8,3,8,24,29,-5,27
19,7,montpellier,19,6,8,5,17,13,4,26
19,8,guingamp,19,7,5,7,21,24,-3,26
19,9,rennes,19,7,4,8,24,26,-2,25
19,10,Dijon,19,7,3,9,28,33,-5,24
19,11,strasbourg,19,6,6,7,24,31,-7,24
19,12,caen,19,7,3,9,12,21,-9,24
19,13,amiens,19,6,3,10,16,21,-5,21
19,14,troyes,19,6,3,10,20,27,-7,21
19,15,bordeaux,19,5,5,9,22,29,-7,20
19,16,saint_etienne,19,5,5,9,18,33,-15,20
19,17,toulouse,19,5,4,10,18,27,-9,19
19,18,lille,19,5,4,10,17,30,-13,19
19,19,angers,19,3,9,7,21,29,-8,18
19,20,metz,19,3,2,14,13,34,-21,11
20,1,paris_saint_germain,20,17,2,1,59,15,44,53
20,2,monaco,20,13,3,4,46,19,27,42
20,3,lyon,20,12,6,2,47,21,26,42
20,4,marseille,20,12,5,3,41,22,19,41
20,5,nantes,20,10,3,7,18,19,-1,33
20,6,nice,20,9,3,8,25,29,-4,30
20,7,guingamp,20,8,5,7,23,24,-1,29
20,8,montpellier,20,6,9,5,17,13,4,27
20,9,Dijon,20,7,4,9,29,34,-5,25
20,10,rennes,20,7,4,9,24,29,-5,25
20,11,strasbourg,20,6,6,8,24,33,-9,24
20,12,caen,20,7,3,10,12,22,-10,24
20,13,bordeaux,20,6,5,9,23,29,-6,23
20,14,saint_etienne,20,6,5,9,20,33,-13,23
20,15,lille,20,6,4,10,18,30,-12,22
20,16,amiens,20,6,3,11,16,22,-6,21
20,17,troyes,20,6,3,11,20,28,-8,21
20,18,angers,20,3,10,7,22,30,-8,19
20,19,toulouse,20,5,4,11,18,29,-11,19
20,20,metz,20,3,3,14,14,35,-21,12
21,1,paris_saint_germain,21,18,2,1,67,15,52,56
21,2,lyon,21,13,6,2,49,21,28,45
21,3,marseille,21,13,5,3,43,22,21,44
21,4,monaco,21,13,4,4,48,21,27,43
21,5,nantes,21,10,4,7,19,20,-1,34
21,6,nice,21,9,4,8,27,31,-4,31
21,7,guingamp,21,8,5,8,23,26,-3,29
21,8,montpellier,21,6,10,5,18,14,4,28
21,9,rennes,21,8,4,9,26,30,-4,28
21,10,caen,21,8,3,10,14,22,-8,27
21,11,Dijon,21,7,4,10,29,42,-13,25
21,12,strasbourg,21,6,6,9,24,35,-11,24
21,13,bordeaux,21,6,5,10,23,31,-8,23
21,14,saint_etienne,21,6,5,10,20,36,-16,23
21,15,angers,21,4,10,7,25,31,-6,22
21,16,amiens,21,6,4,11,17,23,-6,22
21,17,lille,21,6,4,11,19,32,-13,22
21,18,troyes,21,6,3,12,21,31,-10,21
21,19,toulouse,21,5,5,11,19,30,-11,20
21,20,metz,21,4,3,14,17,35,-18,15
22,1,paris_saint_germain,22,18,2,2,68,17,51,56
22,2,lyon,22,14,6,2,51,22,29,48
22,3,marseille,22,14,5,3,45,22,23,47
22,4,monaco,22,14,4,4,51,22,29,46
22,5,nantes,22,10,4,8,19,21,-2,34
22,6,nice,22,10,4,8,28,31,-3,34
22,7,montpellier,22,7,10,5,20,15,5,31
22,8,rennes,22,9,4,9,27,30,-3,31
22,9,guingamp,22,8,5,9,24,29,-5,29
22,10,strasbourg,22,7,6,9,27,37,-10,27
22,11,caen,22,8,3,11,14,24,-10,27
22,12,bordeaux,22,7,5,10,24,31,-7,26
22,13,amiens,22,7,4,11,20,24,-4,25
22,14,Dijon,22,7,4,11,31,45,-14,25
22,15,troyes,22,7,3,12,22,31,-9,24
22,16,saint_etienne,22,6,5,11,20,37,-17,23
22,17,angers,22,4,10,8,25,32,-7,22
22,18,lille,22,6,4,12,19,33,-14,22
22,19,toulouse,22,5,5,12,20,32,-12,20
22,20,metz,22,4,3,15,18,38,-20,15
23,1,paris_saint_germain,23,19,2,2,72,17,55,59
23,2,lyon,23,14,6,3,52,25,27,48
23,3,marseille,23,14,6,3,47,24,23,48
23,4,monaco,23,14,5,4,53,24,29,47
23,5,nantes,23,11,4,8,22,21,1,37
23,6,nice,23,10,4,9,29,33,-4,34
23,7,montpellier,23,7,10,6,20,19,1,31
23,8,rennes,23,9,4,10,28,32,-4,31
23,9,bordeaux,23,8,5,10,27,32,-5,29
23,10,guingamp,23,8,5,10,24,32,-8,29
23,11,Dijon,23,8,4,11,33,46,-13,28
23,12,strasbourg,23,7,6,10,28,39,-11,27
23,13,caen,23,8,3,12,15,26,-11,27
23,14,saint_etienne,23,7,5,11,22,38,-16,26
23,15,amiens,23,7,4,12,20,25,-5,25
23,16,angers,23,5,10,8,26,32,-6,25
23,17,lille,23,7,4,12,21,34,-13,25
23,18,troyes,23,7,3,13,22,32,-10,24
23,19,toulouse,23,6,5,12,21,32,-11,23
23,20,metz,23,5,3,15,20,39,-19,18
24,1,paris_saint_germain,24,20,2,2,75,17,58,62
24,2,marseille,25,15,7,3,55,29,26,52
24,3,monaco,24,15,5,4,56,26,30,50
24,4,lyon,24,14,6,4,54,28,26,48
24,5,nantes,24,11,4,9,24,24,0,37
24,6,montpellier,24,8,10,6,22,20,2,34
24,7,nice,24,10,4,10,29,34,-5,34
24,8,bordeaux,24,9,5,10,29,32,-3,32
24,9,guingamp,24,9,5,10,25,32,-7,32
24,10,rennes,24,9,4,11,28,33,-5,31
24,11,caen,24,9,3,12,18,28,-10,30
24,12,saint_etienne,25,8,6,11,26,40,-14,30
24,13,Dijon,23,8,4,11,33,46,-13,28
24,14,strasbourg,24,7,6,11,28,41,-13,27
24,15,toulouse,24,7,5,12,22,32,-10,26
24,16,angers,24,5,10,9,27,34,-7,25
24,17,amiens,24,7,4,13,20,27,-7,25
24,18,lille,24,7,4,13,21,37,-16,25
24,19,troyes,23,7,3,13,22,32,-10,24
24,20,metz,24,5,3,16,23,45,-22,18
25,1,paris_saint_germain,25,21,2,2,76,17,59,65
25,2,monaco,26,17,5,4,64,26,38,56
25,3,marseille,25,15,7,3,55,29,26,52
25,4,lyon,25,14,6,5,54,30,24,48
25,5,nantes,25,11,5,9,26,26,0,38
25,6,montpellier,25,9,10,6,23,20,3,37
25,7,bordeaux,25,10,5,10,32,34,-2,35
25,8,rennes,25,10,4,11,30,33,-3,34
25,9,nice,25,10,4,11,31,37,-6,34
25,10,guingamp,25,9,6,10,25,32,-7,33
25,11,caen,25,9,4,12,18,28,-10,31
25,12,Dijon,25,9,4,12,36,52,-16,31
25,13,strasbourg,25,8,6,11,30,42,-12,30
25,14,saint_etienne,25,8,6,11,26,40,-14,30
25,15,toulouse,25,7,5,13,22,33,-11,26
25,16,lille,25,7,5,13,23,39,-16,26
25,17,amiens,25,7,4,14,22,30,-8,25
25,18,angers,25,5,10,10,27,38,-11,25
25,19,troyes,24,7,3,14,23,34,-11,24
25,20,metz,25,5,3,17,23,46,-23,18
26,1,paris_saint_germain,26,22,2,2,81,19,62,68
26,2,monaco,26,17,5,4,64,26,38,56
26,3,marseille,26,16,7,3,56,29,27,55
26,4,lyon,26,14,7,5,56,32,24,49
26,5,nantes,26,11,6,9,27,27,0,39
26,6,montpellier,26,9,11,6,24,21,3,38
26,7,bordeaux,26,10,5,11,32,35,-3,35
26,8,rennes,26,10,5,11,32,35,-3,35
26,9,nice,26,10,5,11,32,38,-6,35
26,10,guingamp,26,9,7,10,26,33,-7,34
26,11,saint_etienne,26,9,6,11,27,40,-13,33
26,12,caen,26,9,5,12,20,30,-10,32
26,13,Dijon,26,9,5,12,36,52,-16,32
26,14,strasbourg,26,8,6,12,32,47,-15,30
26,15,troyes,26,8,4,14,24,34,-10,28
26,16,toulouse,26,7,6,13,22,33,-11,27
26,17,lille,26,7,6,13,25,41,-16,27
26,18,amiens,26,7,5,14,22,30,-8,26
26,19,angers,26,5,10,11,27,39,-12,25
26,20,metz,26,5,3,18,23,47,-24,18
27,1,paris_saint_germain,27,23,2,2,84,19,65,71
27,2,monaco,27,17,6,4,67,29,38,57
27,3,marseille,27,16,7,4,56,32,24,55
27,4,lyon,27,14,8,5,57,33,24,50
27,5,montpellier,27,9,12,6,24,21,3,39
27,6,nantes,27,11,6,10,27,28,-1,39
27,7,rennes,27,11,5,11,34,35,-1,38
27,8,bordeaux,27,10,6,11,32,35,-3,36
27,9,nice,27,10,6,11,32,38,-6,36
27,10,guingamp,27,9,8,10,28,35,-7,35
27,11,Dijon,27,10,5,12,38,52,-14,35
27,12,saint_etienne,27,9,7,11,28,41,-13,34
27,13,caen,27,9,5,13,20,32,-12,32
27,14,strasbourg,27,8,7,12,32,47,-15,31
27,15,amiens,27,8,5,14,23,30,-7,29
27,16,angers,27,6,10,11,29,40,-11,28
27,17,toulouse,27,7,7,13,25,36,-11,28
27,18,troyes,27,8,4,15,24,36,-12,28
27,19,lille,27,7,6,14,26,43,-17,27
27,20,metz,27,5,4,18,25,49,-24,19
28,1,paris_saint_germain,28,24,2,2,86,19,67,74
28,2,monaco,28,18,6,4,69,30,39,60
28,3,marseille,28,16,8,4,57,33,24,56
28,4,lyon,28,14,9,5,58,34,24,51
28,5,rennes,28,12,5,11,36,35,1,41
28,6,montpellier,28,9,13,6,25,22,3,40
28,7,nantes,28,11,7,10,28,29,-1,40
28,8,nice,28,11,6,11,34,39,-5,39
28,9,bordeaux,28,10,6,12,33,37,-4,36
28,10,Dijon,28,10,6,12,40,54,-14,36
