#         4977           2           8
# Fri Oct 10 11:09:03 2025
# thar_spec_MM201006_r2000.dat
# UVES high res ThAr spectrum thar_spec_MM201006.dat convolved to R=2,000
# 
# 
# 
# lambda (um)   Intensity

     0.311920      83.3418
     0.311998      6.44083
     0.312076      18.8722
     0.312154      3.08818
     0.312232      4.42848
     0.312310      41.9616
     0.312388      8.95717
     0.312467      41.6310
     0.312545      124.447
     0.312623      12.9466
     0.312701      12.5579
     0.312779      17.4121
     0.312857      6.93804
     0.312936      10.6213
     0.313014      11.5110
     0.313092      38.0164
     0.313170      7.01337
     0.313249      13.7907
     0.313327      11.1392
     0.313405      53.2108
     0.313484      18.7573
     0.313562      5.86458
     0.313640      96.2010
     0.313719      57.4484
     0.313797      14.8841
     0.313876      109.597
     0.313954      66.2723
     0.314033      52.5117
     0.314111      9.05952
     0.314190      16.3304
     0.314268      28.2579
     0.314347      2.84476
     0.314425      8.12078
     0.314504      8.64833
     0.314583      122.351
     0.314661      10.1151
     0.314740      13.4673
     0.314819      17.5746
     0.314897      3.20544
     0.314976      11.5438
     0.315055      32.5018
     0.315133      22.1588
     0.315212      14.0046
     0.315291      9.80995
     0.315370      26.9538
     0.315449      139.614
     0.315528      10.6526
     0.315606      34.2527
     0.315685      26.8310
     0.315764      18.9891
     0.315843      16.5164
     0.315922      9.68017
     0.316001      13.1531
     0.316080      8.11475
     0.316159      75.0981
     0.316238      10.5796
     0.316317      17.3227
     0.316396      8.80456
     0.316475      7.94921
     0.316555      30.3524
     0.316634      22.9079
     0.316713      8.32323
     0.316792      21.6182
     0.316871      10.9966
     0.316950      166.386
     0.317030      18.1415
     0.317109      66.5124
     0.317188      31.0559
     0.317268      12.6091
     0.317347      106.772
     0.317426      54.5991
     0.317506      9.65485
     0.317585      80.6661
     0.317664      15.0756
     0.317744      27.9986
     0.317823      110.229
     0.317903      93.1124
     0.317982      167.252
     0.318062      38.8682
     0.318141      98.0838
     0.318221      15.9681
     0.318300      10.5310
     0.318380      15.9275
     0.318459      33.6683
     0.318539      8.21234
     0.318619      6.29800
     0.318698      8.77933
     0.318778      22.1627
     0.318858      174.392
     0.318937      11.2698
     0.319017      46.3577
     0.319097      48.9684
     0.319177      22.0279
     0.319256      100.188
     0.319336      18.7183
     0.319416      41.4594
     0.319496      21.4862
     0.319576      142.113
     0.319656      9.43981
     0.319736      16.4970
     0.319816      49.3185
     0.319896      32.2379
     0.319975      4.96364
     0.320055      10.5984
     0.320135      5.87948
     0.320216      22.8343
     0.320296      12.9223
     0.320376      15.7203
     0.320456      41.5175
     0.320536      36.8564
     0.320616      11.8413
     0.320696      10.4941
     0.320776      31.6081
     0.320857      6.24473
     0.320937      7.13554
     0.321017      31.9054
     0.321097      82.3128
     0.321177      46.9750
     0.321258      26.4942
     0.321338      29.3082
     0.321418      80.9350
     0.321499      20.6524
     0.321579      18.7288
     0.321660      40.3040
     0.321740      41.2465
     0.321820      13.8099
     0.321901      14.4125
     0.321981      6.54089
     0.322062      39.9167
     0.322142      72.6412
     0.322223      24.2518
     0.322303      28.2092
     0.322384      9.40958
     0.322465      9.12317
     0.322545      64.7811
     0.322626      43.5941
     0.322707      14.4524
     0.322787      33.8823
     0.322868      43.7629
     0.322949      7.26429
     0.323029      11.5469
     0.323110      27.0062
     0.323191      146.432
     0.323272      93.7351
     0.323352      12.2193
     0.323433      11.3145
     0.323514      51.2240
     0.323595      68.2879
     0.323676      28.6305
     0.323757      15.7230
     0.323838      185.751
     0.323919      79.9739
     0.324000      23.5805
     0.324081      98.8810
     0.324162      20.3694
     0.324243      31.6302
     0.324324      24.7134
     0.324405      334.712
     0.324486      88.0877
     0.324567      59.2300
     0.324648      12.9290
     0.324729      195.389
     0.324811      15.8652
     0.324892      30.5475
     0.324973      126.672
     0.325054      3.93133
     0.325136      8.97767
     0.325217      117.522
     0.325298      28.9599
     0.325380      148.711
     0.325461      16.8290
     0.325542      20.3525
     0.325624      80.5085
     0.325705      206.293
     0.325786      52.9053
     0.325868      47.4532
     0.325949      40.7176
     0.326031      6.74914
     0.326112      38.0948
     0.326194      12.9292
     0.326275      111.975
     0.326357      63.4371
     0.326439      27.6640
     0.326520      14.7819
     0.326602      8.82614
     0.326683      53.8920
     0.326765      10.6096
     0.326847      12.6139
     0.326929      12.1634
     0.327010      18.7961
     0.327092      52.6135
     0.327174      214.189
     0.327256      6.99409
     0.327337      16.2072
     0.327419      94.2854
     0.327501      31.0004
     0.327583      34.2165
     0.327665      16.2244
     0.327747      12.3077
     0.327829      8.06634
     0.327911      14.8231
     0.327993      16.0625
     0.328075      56.8719
     0.328157      122.701
     0.328239      59.8317
     0.328321      22.1682
     0.328403      8.18252
     0.328485      7.82631
     0.328567      143.319
     0.328649      40.4811
     0.328731      13.9864
     0.328814      131.830
     0.328896      10.2188
     0.328978      29.6183
     0.329060      22.5464
     0.329143      113.039
     0.329225      84.7041
     0.329307      38.3808
     0.329389      229.014
     0.329472      17.2423
     0.329554      34.8220
     0.329637      16.5563
     0.329719      10.2641
     0.329801      59.9365
     0.329884      12.5899
     0.329966      20.5548
     0.330049      16.7320
     0.330131      173.735
     0.330214      46.3214
     0.330296      10.7038
     0.330379      84.9781
     0.330462      825.050
     0.330544      64.8315
     0.330627      26.0934
     0.330709      177.130
     0.330792      15.1370
     0.330875      20.5996
     0.330958      239.006
     0.331040      92.9423
     0.331123      27.8170
     0.331206      11.0600
     0.331289      25.3755
     0.331371      66.0203
     0.331454      42.4028
     0.331537      14.6789
     0.331620      16.0312
     0.331703      7.36875
     0.331786      19.0381
     0.331869      22.3644
     0.331952      39.8968
     0.332035      59.8178
     0.332118      81.1990
     0.332201      43.7745
     0.332284      15.0707
     0.332367      7.24131
     0.332450      96.2287
     0.332533      213.538
     0.332616      24.3014
     0.332699      71.6402
     0.332783      16.4223
     0.332866      22.0628
     0.332949      52.7154
     0.333032      721.163
     0.333116      25.2804
     0.333199      18.9135
     0.333282      329.805
     0.333365      15.0048
     0.333449      107.393
     0.333532      47.9808
     0.333615      68.4623
     0.333699      28.0103
     0.333782      124.486
     0.333866      37.0856
     0.333949      11.8181
     0.334033      36.0288
     0.334116      27.7761
     0.334200      16.6575
     0.334283      19.9759
     0.334367      32.6045
     0.334450      37.5691
     0.334534      20.3404
     0.334618      68.4628
     0.334701      25.1248
     0.334785      23.3561
     0.334869      560.897
     0.334952      22.6315
     0.335036      28.1133
     0.335120      499.174
     0.335204      18.9484
     0.335288      15.6442
     0.335371      19.5810
     0.335455      77.7447
     0.335539      113.886
     0.335623      19.3721
     0.335707      40.3829
     0.335791      12.4973
     0.335875      198.789
     0.335959      29.6704
     0.336043      29.0555
     0.336127      216.479
     0.336211      88.5897
     0.336295      39.7212
     0.336379      27.7160
     0.336463      47.4535
     0.336547      134.477
     0.336631      56.0679
     0.336715      26.1129
     0.336800      76.8850
     0.336884      11.8569
     0.336968      34.2627
     0.337052      26.5290
     0.337136      23.4618
     0.337221      38.4959
     0.337305      97.6249
     0.337389      112.428
     0.337474      218.030
     0.337558      32.5158
     0.337642      403.216
     0.337727      38.5338
     0.337811      11.9726
     0.337896      82.9384
     0.337980      42.6249
     0.338065      210.277
     0.338149      26.3451
     0.338234      10.2272
     0.338318      41.6827
     0.338403      26.1966
     0.338488      12.1141
     0.338572      68.1871
     0.338657      52.2449
     0.338741      18.9391
     0.338826      245.525
     0.338911      97.5475
     0.338996      78.9070
     0.339080      36.7000
     0.339165      325.304
     0.339250      29.5604
     0.339335      72.7311
     0.339420      33.8342
     0.339504      26.9744
     0.339589      21.7699
     0.339674      186.299
     0.339759      499.728
     0.339844      450.470
     0.339929      18.4272
     0.340014      10.9076
     0.340099      12.8210
     0.340184      92.5076
     0.340269      275.742
     0.340354      51.7744
     0.340439      36.0720
     0.340524      256.352
     0.340609      51.8503
     0.340695      14.9735
     0.340780      40.9147
     0.340865      308.119
     0.340950      32.7888
     0.341035      42.9430
     0.341121      21.5904
     0.341206      25.0377
     0.341291      259.192
     0.341377      28.9695
     0.341462      208.711
     0.341547      28.7510
     0.341633      24.9157
     0.341718      68.6424
     0.341804      7.33086
     0.341889      78.6516
     0.341974      3.53747
     0.342060      20.4272
     0.342145      606.511
     0.342231      112.432
     0.342317      30.8369
     0.342402      690.702
     0.342488      37.7032
     0.342573      39.7634
     0.342659      15.7617
     0.342745      46.5819
     0.342830      221.333
     0.342916      373.114
     0.343002      137.338
     0.343088      37.9184
     0.343173      33.8302
     0.343259      13.4432
     0.343345      54.1275
     0.343431      263.184
     0.343517      36.8213
     0.343602      313.393
     0.343688      734.857
     0.343774      336.348
     0.343860      43.5479
     0.343946      204.368
     0.344032      7.92407
     0.344118      33.4118
     0.344204      3.64511
     0.344290      90.1531
     0.344376      18.5403
     0.344462      7.53108
     0.344549      50.0417
     0.344635      96.5291
     0.344721      18.1010
     0.344807      14.1449
     0.344893      45.3796
     0.344979      34.7558
     0.345066      20.8696
     0.345152      207.563
     0.345238      43.1656
     0.345325      93.3999
     0.345411      119.576
     0.345497      38.6603
     0.345584      40.3390
     0.345670      148.815
     0.345756      30.8440
     0.345843      82.8681
     0.345929      39.2245
     0.346016      12.0367
     0.346102      1532.34
     0.346189      197.416
     0.346275      66.4366
     0.346362      38.9731
     0.346449      110.663
     0.346535      100.483
     0.346622      307.499
     0.346708      70.2901
     0.346795      75.0994
     0.346882      10.6140
     0.346969      383.109
     0.347055      59.4759
     0.347142      172.657
     0.347229      74.1455
     0.347316      33.6236
     0.347403      22.1690
     0.347489      21.6858
     0.347576      27.4269
     0.347663      621.733
     0.347750      20.4353
     0.347837      153.578
     0.347924      105.527
     0.348011      168.252
     0.348098      29.9052
     0.348185      15.5538
     0.348272      69.0454
     0.348359      36.3773
     0.348446      27.1659
     0.348533      45.2241
     0.348620      653.723
     0.348708      27.3341
     0.348795      29.6685
     0.348882      80.7073
     0.348969      90.5371
     0.349056      118.023
     0.349144      1244.51
     0.349231      33.7330
     0.349318      65.4009
     0.349406      5.23053
     0.349493      11.5363
     0.349580      140.399
     0.349668      228.450
     0.349755      35.4401
     0.349843      153.686
     0.349930      75.4042
     0.350017      69.6802
     0.350105      46.4203
     0.350193      69.4050
     0.350280      74.6666
     0.350368      124.653
     0.350455      21.8899
     0.350543      37.0891
     0.350630      68.8001
     0.350718      44.0482
     0.350806      36.8941
     0.350894      64.1831
     0.350981      563.981
     0.351069      88.8360
     0.351157      363.788
     0.351245      18.6232
     0.351332      18.8913
     0.351420      667.598
     0.351508      129.109
     0.351596      27.9960
     0.351684      21.3636
     0.351772      17.8855
     0.351860      239.563
     0.351948      13.7692
     0.352036      112.553
     0.352124      112.258
     0.352212      87.7797
     0.352300      13.0467
     0.352388      135.930
     0.352476      209.101
     0.352564      7.77331
     0.352652      175.528
     0.352740      48.8974
     0.352829      55.4743
     0.352917      173.110
     0.353005      46.4668
     0.353093      131.294
     0.353181      153.718
     0.353270      18.3928
     0.353358      42.7346
     0.353446      38.3718
     0.353535      247.396
     0.353623      52.4288
     0.353712      38.0997
     0.353800      17.2543
     0.353888      63.9817
     0.353977      379.934
     0.354065      11.3842
     0.354154      15.8646
     0.354242      56.2006
     0.354331      53.8326
     0.354420      113.536
     0.354508      76.7013
     0.354597      1718.05
     0.354685      21.3765
     0.354774      86.1537
     0.354863      150.580
     0.354952      122.961
     0.355040      71.7887
     0.355129      299.746
     0.355218      15.1000
     0.355307      44.3068
     0.355395      177.481
     0.355484      230.471
     0.355573      73.2270
     0.355662      200.739
     0.355751      60.1341
     0.355840      20.4868
     0.355929      2138.75
     0.356018      163.584
     0.356107      2260.28
     0.356196      168.635
     0.356285      36.1255
     0.356374      74.8866
     0.356463      257.591
     0.356552      87.2631
     0.356641      55.8736
     0.356731      804.162
     0.356820      18.3717
     0.356909      15.2607
     0.356998      188.714
     0.357087      31.8709
     0.357177      30.1404
     0.357266      67.1779
     0.357355      14.6145
     0.357445      19.4258
     0.357534      142.310
     0.357623      1004.01
     0.357713      37.5446
     0.357802      26.8620
     0.357892      44.2471
     0.357981      96.7463
     0.358071      11.3005
     0.358160      508.927
     0.358250      918.149
     0.358339      95.4863
     0.358429      223.321
     0.358518      27.4240
     0.358608      26.9835
     0.358698      17.2069
     0.358787      75.3420
     0.358877      1496.25
     0.358967      272.419
     0.359057      42.6637
     0.359146      275.581
     0.359236      214.814
     0.359326      57.5162
     0.359416      33.9697
     0.359506      71.2971
     0.359595      82.0426
     0.359685      13.4587
     0.359775      678.248
     0.359865      32.3577
     0.359955      51.7185
     0.360045      51.0147
     0.360135      95.1322
     0.360225      15.3502
     0.360315      73.0999
     0.360405      38.9663
     0.360495      110.361
     0.360586      196.071
     0.360676      158.975
     0.360766      19.7095
     0.360856      184.103
     0.360946      324.248
     0.361037      162.562
     0.361127      50.0955
     0.361217      1617.27
     0.361307      486.258
     0.361398      272.671
     0.361488      244.339
     0.361578      99.9336
     0.361669      95.7820
     0.361759      71.8188
     0.361850      121.335
     0.361940      183.090
     0.362031      67.0645
     0.362121      123.508
     0.362212      356.354
     0.362302      224.169
     0.362393      64.9294
     0.362483      287.478
     0.362574      256.505
     0.362665      95.7144
     0.362755      17.2067
     0.362846      10.6675
     0.362937      14.7732
     0.363027      15.9437
     0.363118      10.6724
     0.363209      21.0492
     0.363300      110.562
     0.363391      14.2866
     0.363481      359.313
     0.363572      323.388
     0.363663      201.950
     0.363754      126.281
     0.363845      243.432
     0.363936      168.109
     0.364027      308.182
     0.364118      39.7228
     0.364209      1876.77
     0.364300      117.229
     0.364391      153.205
     0.364482      26.1633
     0.364573      145.121
     0.364665      40.1663
     0.364756      80.0211
     0.364847      103.726
     0.364938      307.927
     0.365029      68.2810
     0.365121      85.1515
     0.365212      93.7518
     0.365303      10.4068
     0.365395      13.6702
     0.365486      253.929
     0.365577      48.0735
     0.365669      215.256
     0.365760      42.1333
     0.365852      114.138
     0.365943      1128.92
     0.366034      158.400
     0.366126      236.953
     0.366218      54.7897
     0.366309      422.292
     0.366401      60.3227
     0.366492      14.1129
     0.366584      30.2915
     0.366676      93.2307
     0.366767      78.8451
     0.366859      102.982
     0.366951      171.285
     0.367042      187.600
     0.367134      180.622
     0.367226      126.132
     0.367318      112.561
     0.367409      272.527
     0.367501      197.236
     0.367593      416.399
     0.367685      20.0845
     0.367777      92.7297
     0.367869      242.489
     0.367961      247.631
     0.368053      179.422
     0.368145      42.4243
     0.368237      312.844
     0.368329      34.4535
     0.368421      8.43179
     0.368513      38.3777
     0.368605      9.50461
     0.368698      11.6757
     0.368790      61.7441
     0.368882      58.3292
     0.368974      31.5700
     0.369066      553.153
     0.369159      474.968
     0.369251      278.589
     0.369343      129.529
     0.369436      595.035
     0.369528      100.968
     0.369620      47.3139
     0.369713      44.5189
     0.369805      248.378
     0.369898      73.1201
     0.369990      92.1068
     0.370083      420.867
     0.370175      29.0875
     0.370268      18.4110
     0.370360      569.009
     0.370453      140.167
     0.370545      14.7331
     0.370638      435.738
     0.370731      172.228
     0.370823      15.4966
     0.370916      17.6365
     0.371009      62.5593
     0.371102      71.4029
     0.371194      154.158
     0.371287      49.4510
     0.371380      13.0605
     0.371473      30.7613
     0.371566      27.6890
     0.371659      36.6534
     0.371751      50.5345
     0.371844      461.915
     0.371937      3190.79
     0.372030      255.789
     0.372123      252.358
     0.372216      583.629
     0.372309      16.4732
     0.372403      63.2998
     0.372496      211.943
     0.372589      39.1255
     0.372682      184.131
     0.372775      957.784
     0.372868      30.5645
     0.372961      1400.12
     0.373055      249.963
     0.373148      42.3234
     0.373241      20.4299
     0.373335      250.712
     0.373428      38.9235
     0.373521      39.4173
     0.373615      23.5136
     0.373708      244.057
     0.373801      899.683
     0.373895      65.2045
     0.373988      28.4138
     0.374082      643.990
     0.374175      38.1833
     0.374269      531.453
     0.374363      25.8738
     0.374456      40.5028
     0.374550      119.932
     0.374643      77.8698
     0.374737      51.0731
     0.374831      16.5763
     0.374924      113.318
     0.375018      107.463
     0.375112      265.382
     0.375206      13.0857
     0.375300      216.020
     0.375393      279.751
     0.375487      240.963
     0.375581      61.5369
     0.375675      81.1104
     0.375769      171.628
     0.375863      430.841
     0.375957      378.455
     0.376051      34.9213
     0.376145      242.140
     0.376239      66.7052
     0.376333      520.145
     0.376427      33.9816
     0.376521      1745.69
     0.376615      696.606
     0.376709      31.6105
     0.376804      102.108
     0.376898      11.6315
     0.376992      366.327
     0.377086      330.225
     0.377180      1706.45
     0.377275      89.7668
     0.377369      39.6730
     0.377463      33.5298
     0.377558      30.2237
     0.377652      111.609
     0.377747      49.9348
     0.377841      13.4614
     0.377935      20.2544
     0.378030      22.2507
     0.378124      751.636
     0.378219      11.2636
     0.378314      173.566
     0.378408      29.9448
     0.378503      62.1512
     0.378597      230.552
     0.378692      33.6814
     0.378787      56.1722
     0.378881      927.193
     0.378976      82.6123
     0.379071      524.215
     0.379166      82.3443
     0.379260      253.592
     0.379355      60.2532
     0.379450      100.741
     0.379545      104.064
     0.379640      163.043
     0.379735      116.883
     0.379830      174.580
     0.379925      88.0065
     0.380020      91.1144
     0.380115      201.462
     0.380210      50.6659
     0.380305      2564.10
     0.380400      174.142
     0.380495      60.8195
     0.380590      57.7327
     0.380685      26.6877
     0.380780      87.4220
     0.380875      74.8558
     0.380971      380.503
     0.381066      117.844
     0.381161      13.4163
     0.381257      59.7799
     0.381352      211.246
     0.381447      7.51357
     0.381543      94.5906
     0.381638      44.2897
     0.381733      86.6747
     0.381829      311.689
     0.381924      73.3795
     0.382020      45.7826
     0.382115      291.356
     0.382211      122.391
     0.382306      251.476
     0.382402      45.4633
     0.382497      298.189
     0.382593      201.099
     0.382689      204.681
     0.382784      101.054
     0.382880      3993.08
     0.382976      105.881
     0.383072      1497.48
     0.383167      130.981
     0.383263      79.0706
     0.383359      22.3115
     0.383455      185.738
     0.383551      105.006
     0.383647      555.999
     0.383742      429.212
     0.383838      67.6953
     0.383934      1955.02
     0.384030      90.2289
     0.384126      130.419
     0.384222      107.048
     0.384318      161.638
     0.384414      16.9006
     0.384511      218.079
     0.384607      19.8943
     0.384703      145.691
     0.384799      28.3948
     0.384895      26.1214
     0.384991      80.2422
     0.385088      1179.59
     0.385184      359.539
     0.385280      18.5308
     0.385377      52.8071
     0.385473      206.855
     0.385569      40.7008
     0.385666      179.353
     0.385762      34.8877
     0.385859      85.6042
     0.385955      163.916
     0.386052      11.5770
     0.386148      87.4746
     0.386245      166.182
     0.386341      144.221
     0.386438      41.9788
     0.386534      16.9418
     0.386631      34.2991
     0.386728      63.5050
     0.386824      472.635
     0.386921      109.241
     0.387018      26.0131
     0.387114      25.0238
     0.387211      60.3846
     0.387308      565.972
     0.387405      1736.20
     0.387502      996.829
     0.387599      64.5686
     0.387696      18.2320
     0.387792      73.2185
     0.387889      120.039
     0.387986      385.054
     0.388083      26.7008
     0.388180      41.3456
     0.388277      26.3720
     0.388375      24.4212
     0.388472      126.649
     0.388569      88.7189
     0.388666      828.815
     0.388763      34.8508
     0.388860      18.6878
     0.388957      52.2354
     0.389055      16.7940
     0.389152      295.880
     0.389249      81.0591
     0.389347      92.8150
     0.389444      47.0761
     0.389541      510.830
     0.389639      13.6526
     0.389736      16.3269
     0.389833      229.495
     0.389931      23.9473
     0.390028      107.744
     0.390126      147.074
     0.390223      20.7947
     0.390321      177.647
     0.390419      61.9466
     0.390516      42.7843
     0.390614      19.1874
     0.390711      40.9978
     0.390809      18.5279
     0.390907      87.6987
     0.391005      27.0276
     0.391102      68.4787
     0.391200      625.760
     0.391298      70.8727
     0.391396      108.375
     0.391494      136.548
     0.391591      402.132
     0.391689      959.065
     0.391787      96.0418
     0.391885      633.878
     0.391983      107.048
     0.392081      60.9826
     0.392179      61.0579
     0.392277      29.3471
     0.392375      368.352
     0.392473      1082.38
     0.392572      791.169
     0.392670      38.8943
     0.392768      74.3585
     0.392866      696.804
     0.392964      991.270
     0.393063      38.1936
     0.393161      82.1166
     0.393259      773.109
     0.393357      96.0240
     0.393456      49.0207
     0.393554      37.7317
     0.393652      46.7186
     0.393751      54.7474
     0.393849      131.318
     0.393948      39.3099
     0.394046      34.1702
     0.394145      22.4587
     0.394243      142.747
     0.394342      187.833
     0.394440      218.777
     0.394539      167.924
     0.394638      1338.60
     0.394736      374.262
     0.394835      1331.47
     0.394934      836.481
     0.395032      2295.25
     0.395131      122.484
     0.395230      318.318
     0.395329      83.8440
     0.395428      47.3052
     0.395527      125.560
     0.395625      480.697
     0.395724      42.8410
     0.395823      44.7745
     0.395922      312.526
     0.396021      53.0659
     0.396120      93.2749
     0.396219      136.909
     0.396318      44.5585
     0.396417      52.9787
     0.396516      48.1600
     0.396616      15.8156
     0.396715      988.725
     0.396814      184.079
     0.396913      80.8398
     0.397012      33.4282
     0.397112      16.5915
     0.397211      475.706
     0.397310      394.568
     0.397409      194.997
     0.397509      71.8790
     0.397608      72.0035
     0.397708      13.8081
     0.397807      21.3838
     0.397907      328.528
     0.398006      219.271
     0.398106      122.262
     0.398205      115.429
     0.398305      58.4634
     0.398404      41.0735
     0.398504      102.865
     0.398603      32.6534
     0.398703      162.345
     0.398803      158.889
     0.398902      102.951
     0.399002      389.224
     0.399102      158.346
     0.399202      294.977
     0.399301      90.0867
     0.399401      87.8778
     0.399501      1095.17
     0.399601      90.1156
     0.399701      92.6377
     0.399801      89.8166
     0.399901      131.085
     0.400001      100.732
     0.400101      238.739
     0.400201      206.674
     0.400301      79.0413
     0.400401      36.3567
     0.400501      231.480
     0.400601      85.2545
     0.400701      77.3976
     0.400801      580.730
     0.400902      349.226
     0.401002      102.981
     0.401102      55.3794
     0.401202      1459.54
     0.401303      160.537
     0.401403      533.841
     0.401503      211.325
     0.401604      32.9374
     0.401704      115.098
     0.401805      239.086
     0.401905      3092.47
     0.402006      267.063
     0.402106      58.1374
     0.402207      394.567
     0.402307      132.310
     0.402408      46.7203
     0.402508      350.846
     0.402609      170.504
     0.402710      617.316
     0.402810      49.3599
     0.402911      70.7572
     0.403012      419.849
     0.403112      2031.21
     0.403213      326.229
     0.403314      45.3720
     0.403415      607.890
     0.403516      218.210
     0.403617      2800.35
     0.403717      48.6006
     0.403818      75.2699
     0.403919      65.9434
     0.404020      77.5251
     0.404121      109.836
     0.404222      41.2120
     0.404323      1662.73
     0.404424      835.594
     0.404526      118.412
     0.404627      99.8058
     0.404728      40.5583
     0.404829      196.939
     0.404930      51.0123
     0.405032      254.643
     0.405133      299.166
     0.405234      63.3202
     0.405335      2002.07
     0.405437      120.147
     0.405538      44.7764
     0.405639      44.3124
     0.405741      38.9317
     0.405842      37.0954
     0.405944      446.674
     0.406045      20.5411
     0.406147      25.8579
     0.406248      13.3183
     0.406350      488.940
     0.406451      160.193
     0.406553      53.5022
     0.406655      24.3320
     0.406756      228.999
     0.406858      19.0095
     0.406960      414.063
     0.407061      202.196
     0.407163      2130.42
     0.407265      541.063
     0.407367      69.0319
     0.407469      19.6819
     0.407571      321.299
     0.407672      369.009
     0.407774      17.5294
     0.407876      69.3833
     0.407978      410.245
     0.408080      1078.90
     0.408182      263.841
     0.408284      250.569
     0.408386      359.661
     0.408489      378.987
     0.408591      232.271
     0.408693      1145.57
     0.408795      11.2593
     0.408897      536.554
     0.408999      17.1308
     0.409102      56.3673
     0.409204      68.0846
     0.409306      46.4869
     0.409409      151.351
     0.409511      1072.03
     0.409613      168.752
     0.409716      275.404
     0.409818      926.384
     0.409921      259.228
     0.410023      2013.93
     0.410126      76.6508
     0.410228      131.580
     0.410331      241.460
     0.410433      2008.51
     0.410536      110.820
     0.410638      85.1390
     0.410741      169.322
     0.410844      267.527
     0.410947      119.456
     0.411049      180.021
     0.411152      26.4611
     0.411255      2097.46
     0.411358      41.4961
     0.411460      11.0649
     0.411563      443.829
     0.411666      614.992
     0.411769      15.5908
     0.411872      66.4573
     0.411975      26.1222
     0.412078      22.1874
     0.412181      22.0750
     0.412284      65.2523
     0.412387      209.091
     0.412490      37.9218
     0.412593      46.3589
     0.412697      328.316
     0.412800      87.5875
     0.412903      165.641
     0.413006      103.532
     0.413109      775.188
     0.413213      4481.34
     0.413316      229.524
     0.413419      978.171
     0.413523      94.9741
     0.413626      293.127
     0.413729      15.6187
     0.413833      100.775
     0.413936      53.2160
     0.414040      147.550
     0.414143      41.3928
     0.414247      330.216
     0.414350      112.744
     0.414454      35.5858
     0.414558      20.2971
     0.414661      16.2792
     0.414765      42.8183
     0.414869      118.832
     0.414972      250.975
     0.415076      28.9430
     0.415180      24.4910
     0.415284      15.3037
     0.415387      27.0822
     0.415491      77.5538
     0.415595      344.987
     0.415699      278.127
     0.415803      728.851
     0.415907      4703.51
     0.416011      68.0550
     0.416115      27.7616
     0.416219      285.835
     0.416323      124.686
     0.416427      940.846
     0.416531      783.139
     0.416635      25.1062
     0.416739      60.5382
     0.416844      140.700
     0.416948      69.9159
     0.417052      1047.88
     0.417156      55.1221
     0.417261      35.0544
     0.417365      94.9788
     0.417469      29.4174
     0.417574      23.3403
     0.417678      37.4345
     0.417783      203.955
     0.417887      482.366
     0.417991      468.635
     0.418096      34.3665
     0.418200      502.987
     0.418305      42.1841
     0.418410      67.1424
     0.418514      72.7489
