# wavelength intensity
0.4124008 0.00e+00
0.4125008 4.94e-324
0.4126008 2.91e-305
0.4127008 3.66e-287
0.4128008 1.28e-269
0.4129008 1.23e-252
0.4130008 3.31e-236
0.4131008 2.46e-220
0.4132008 5.09e-205
0.4133008 2.92e-190
0.4134008 4.63e-176
0.4135008 2.04e-162
0.4136008 2.50e-149
0.4137008 8.47e-137
0.4138008 7.97e-125
0.4139008 2.08e-113
0.4140008 1.50e-102
0.4141008 3.02e-92
0.4142008 1.68e-82
0.4143008 2.60e-73
0.4144008 1.11e-64
0.4145008 1.32e-56
0.4146008 4.37e-49
0.4147008 4.00e-42
0.4148008 1.01e-35
0.4149008 7.14e-30
0.4150008 1.39e-24
0.4151008 7.55e-20
0.4152008 1.13e-15
0.4153008 4.73e-12
0.4154008 5.47e-09
0.4155008 1.75e-06
0.4156008 1.56e-04
0.4157008 3.85e-03
0.4158008 2.63e-02
0.4159008 5.00e-02
0.4160008 2.63e-02
0.4161008 3.85e-03
0.4162008 1.56e-04
0.4163008 1.75e-06
0.4164008 5.47e-09
0.4165008 4.73e-12
0.4166008 1.13e-15
0.4167008 7.55e-20
0.4168008 1.39e-24
0.4169008 7.14e-30
0.4170008 1.01e-35
0.4171008 4.00e-42
0.4172008 4.37e-49
0.4173008 1.32e-56
0.4174008 1.11e-64
0.4175008 2.60e-73
0.4176008 1.68e-82
0.4177008 3.02e-92
0.4178008 1.50e-102
0.4179008 2.08e-113
0.4180008 2.66e-122
0.4181008 4.10e-111
0.4182008 1.81e-100
0.4183008 2.26e-90
0.4184008 8.06e-81
0.4185008 8.17e-72
0.4186008 2.36e-63
0.4187008 1.94e-55
0.4188008 4.53e-48
0.4189008 3.01e-41
0.4190008 5.70e-35
0.4191008 3.07e-29
0.4192008 4.70e-24
0.4193008 2.05e-19
0.4194008 2.54e-15
0.4195008 8.98e-12
0.4196008 9.02e-09
0.4197008 2.58e-06
0.4198008 2.10e-04
0.4199008 4.86e-03
0.4200008 3.20e-02
0.4201008 6.00e-02
0.4202008 3.20e-02
0.4203008 4.86e-03
0.4204008 2.10e-04
0.4205008 2.58e-06
0.4206008 9.02e-09
0.4207008 8.98e-12
0.4208008 2.54e-15
0.4209008 2.05e-19
0.4210008 4.70e-24
0.4211008 3.07e-29
0.4212008 5.70e-35
0.4213008 3.01e-41
0.4214008 4.53e-48
0.4215008 1.94e-55
0.4216008 2.36e-63
0.4217008 8.17e-72
0.4218008 8.06e-81
0.4219008 2.26e-90
0.4220008 1.81e-100
0.4221008 4.10e-111
0.4222008 2.65e-122
0.4223008 4.88e-134
0.4224008 2.55e-146
0.4225008 3.80e-159
0.4226008 1.61e-172
0.4227008 1.94e-186
0.4228008 6.68e-201
0.4229008 6.52e-216
0.4230008 1.81e-231
0.4231008 1.43e-247
0.4232008 3.23e-264
0.4233008 2.07e-281
0.4234008 3.77e-299
0.4235008 1.95e-317
0.4236008 0.00e+00
0.4237008 0.00e+00
0.4238008 4.08e-307
0.4239008 1.97e-289
0.4240008 2.81e-272
0.4241008 1.19e-255
0.4242008 1.49e-239
0.4243008 5.56e-224
0.4244008 6.14e-209
0.4245008 2.01e-194
0.4246008 1.95e-180
0.4247008 5.63e-167
0.4248008 4.82e-154
0.4249008 1.22e-141
0.4250008 9.19e-130
0.4251008 2.05e-118
0.4252008 1.36e-107
0.4253008 2.66e-97
0.4254008 1.55e-87
0.4255008 2.67e-78
0.4256008 1.37e-69
0.4257008 2.08e-61
0.4258008 9.36e-54
0.4259008 1.25e-46
0.4260008 4.95e-40
0.4261008 5.82e-34
0.4262008 2.03e-28
0.4263008 2.10e-23
0.4264008 6.43e-19
0.4265008 5.85e-15
0.4266008 1.58e-11
0.4267008 1.26e-08
0.4268008 2.99e-06
0.4269008 2.11e-04
0.4270008 4.40e-03
0.4271008 2.72e-02
0.4272008 5.00e-02
0.4273008 2.72e-02
0.4274008 4.40e-03
0.4275008 2.11e-04
0.4276008 2.99e-06
0.4277008 1.26e-08
0.4278008 1.58e-11
0.4279008 5.85e-15
0.4280008 6.43e-19
0.4281008 2.10e-23
0.4282008 2.03e-28
0.4283008 5.82e-34
0.4284008 4.95e-40
0.4285008 1.25e-46
0.4286008 9.36e-54
0.4287008 2.08e-61
0.4288008 1.37e-69
0.4289008 2.67e-78
0.4290008 1.55e-87
0.4291008 2.66e-97
0.4292008 1.36e-107
0.4293008 2.05e-118
0.4294008 9.19e-130
0.4295008 1.22e-141
0.4296008 4.82e-154
0.4297008 5.63e-167
0.4298008 1.95e-180
0.4299008 2.01e-194
0.4300008 6.14e-209
0.4301008 5.56e-224
0.4302008 1.49e-239
0.4303008 1.19e-255
0.4304008 2.81e-272
0.4305008 1.97e-289
0.4306008 4.08e-307
0.4307008 0.00e+00
0.4308008 0.00e+00
0.4309008 0.00e+00
0.4310008 0.00e+00
0.4311008 0.00e+00
0.4312008 0.00e+00
0.4313008 0.00e+00
0.4314008 0.00e+00
0.4315008 0.00e+00
0.4316008 0.00e+00
0.4317008 0.00e+00
0.4318008 0.00e+00
0.4319008 0.00e+00
0.4320008 0.00e+00
0.4321008 0.00e+00
0.4322008 0.00e+00
0.4323008 2.01e-317
0.4324008 9.27e-300
0.4325008 1.33e-282
0.4326008 5.92e-266
0.4327008 8.21e-250
0.4328008 3.54e-234
0.4329008 4.75e-219
0.4330008 1.98e-204
0.4331008 2.57e-190
0.4332008 1.04e-176
0.4333008 1.31e-163
0.4334008 5.11e-151
0.4335008 6.21e-139
0.4336008 2.35e-127
0.4337008 2.76e-116
0.4338008 1.01e-105
0.4339008 1.15e-95
0.4340008 4.08e-86
0.4341008 4.50e-77
0.4342008 1.54e-68
0.4343008 1.64e-60
0.4344008 5.45e-53
0.4345008 5.62e-46
0.4346008 1.81e-39
0.4347008 1.80e-33
0.4348008 5.60e-28
0.4349008 5.41e-23
0.4350008 1.63e-18
0.4351008 1.52e-14
0.4352008 4.42e-11
0.4353008 4.00e-08
0.4354008 1.13e-05
0.4355008 9.86e-04
0.4356008 2.69e-02
0.4357008 2.28e-01
0.4358008 6.00e-01
0.4359008 4.92e-01
0.4360008 1.25e-01
0.4361008 9.96e-03
0.4362008 2.46e-04
0.4363008 1.89e-06
0.4364008 4.51e-09
0.4365008 3.35e-12
0.4366008 7.74e-16
0.4367008 5.57e-20
0.4368008 1.24e-24
0.4369008 8.66e-30
0.4370008 1.88e-35
0.4371008 1.26e-41
0.4372008 2.64e-48
0.4373008 1.72e-55
0.4374008 3.49e-63
0.4375008 2.20e-71
0.4376008 4.32e-80
0.4377008 2.64e-89
0.4378008 5.00e-99
0.4379008 2.95e-109
0.4380008 5.42e-120
0.4381008 3.10e-131
0.4382008 5.51e-143
0.4383008 3.05e-155
0.4384008 5.24e-168
0.4385008 2.80e-181
0.4386008 4.67e-195
0.4387008 2.42e-209
0.4388008 3.89e-224
0.4389008 1.95e-239
0.4390008 3.04e-255
0.4391008 1.47e-271
0.4392008 2.22e-288
0.4393008 1.04e-305
0.4394008 1.48e-323
0.4395008 0.00e+00
0.4396008 0.00e+00
0.4397008 0.00e+00
0.4398008 0.00e+00
0.4399008 0.00e+00
0.4400008 0.00e+00
0.4401008 0.00e+00
0.4402008 0.00e+00
0.4403008 0.00e+00
0.4404008 0.00e+00
0.4405008 0.00e+00
0.4406008 0.00e+00
0.4407008 0.00e+00
0.4408008 0.00e+00
0.4409008 0.00e+00
0.4410008 0.00e+00
0.4411008 0.00e+00
0.4412008 0.00e+00
0.4413008 0.00e+00
0.4414008 0.00e+00
0.4415008 0.00e+00
0.4416008 0.00e+00
0.4417008 0.00e+00
0.4418008 0.00e+00
0.4419008 0.00e+00
0.4420008 0.00e+00
0.4421008 0.00e+00
0.4422008 0.00e+00
0.4423008 0.00e+00
0.4424008 0.00e+00
0.4425008 0.00e+00
0.4426008 0.00e+00
0.4427008 0.00e+00
0.4428008 0.00e+00
0.4429008 0.00e+00
0.4430008 0.00e+00
0.4431008 0.00e+00
0.4432008 0.00e+00
0.4433008 0.00e+00
0.4434008 0.00e+00
0.4435008 0.00e+00
0.4436008 0.00e+00
0.4437008 0.00e+00
0.4438008 0.00e+00
0.4439008 0.00e+00
0.4440008 0.00e+00
0.4441008 0.00e+00
0.4442008 0.00e+00
0.4443008 0.00e+00
0.4444008 0.00e+00
0.4445008 0.00e+00
0.4446008 0.00e+00
0.4447008 0.00e+00
0.4448008 0.00e+00
0.4449008 0.00e+00
0.4450008 0.00e+00
0.4451008 0.00e+00
0.4452008 0.00e+00
0.4453008 0.00e+00
0.4454008 0.00e+00
0.4455008 0.00e+00
0.4456008 0.00e+00
0.4457008 0.00e+00
0.4458008 0.00e+00
0.4459008 0.00e+00
0.4460008 0.00e+00
0.4461008 0.00e+00
0.4462008 0.00e+00
0.4463008 0.00e+00
0.4464008 0.00e+00
0.4465008 0.00e+00
0.4466008 0.00e+00
0.4467008 0.00e+00
0.4468008 0.00e+00
0.4469008 0.00e+00
0.4470008 0.00e+00
0.4471008 0.00e+00
0.4472008 0.00e+00
0.4473008 0.00e+00
0.4474008 0.00e+00
0.4475008 7.06e-309
0.4476008 4.51e-292
0.4477008 9.68e-276
0.4478008 6.98e-260
0.4479008 1.69e-244
0.4480008 1.38e-229
0.4481008 3.79e-215
0.4482008 3.50e-201
0.4483008 1.08e-187
0.4484008 1.13e-174
0.4485008 3.96e-162
0.4486008 4.67e-150
0.4487008 1.85e-138
0.4488008 2.47e-127
0.4489008 1.10e-116
0.4490008 1.66e-106
0.4491008 8.42e-97
0.4492008 1.43e-87
0.4493008 8.20e-79
0.4494008 1.58e-70
0.4495008 1.02e-62
0.4496008 2.22e-55
0.4497008 1.62e-48
0.4498008 3.99e-42
0.4499008 3.30e-36
0.4500008 9.17e-31
0.4501008 8.57e-26
0.4502008 2.69e-21
0.4503008 2.84e-17
0.4504008 1.01e-13
0.4505008 1.21e-10
0.4506008 4.84e-08
0.4507008 6.53e-06
0.4508008 2.96e-04
0.4509008 4.52e-03
0.4510008 2.32e-02
0.4511008 4.00e-02
0.4512008 2.32e-02
0.4513008 4.52e-03
0.4514008 2.96e-04
0.4515008 6.53e-06
0.4516008 4.84e-08
0.4517008 1.21e-10
0.4518008 1.01e-13
0.4519008 2.84e-17
0.4520008 2.69e-21
0.4521008 8.57e-26
0.4522008 9.17e-31
0.4523008 3.30e-36
0.4524008 3.99e-42
0.4525008 1.62e-48
0.4526008 2.22e-55
0.4527008 1.02e-62
0.4528008 1.58e-70
0.4529008 8.20e-79
0.4530008 1.43e-87
0.4531008 8.42e-97
0.4532008 1.66e-106
0.4533008 1.10e-116
0.4534008 2.47e-127
0.4535008 1.85e-138
0.4536008 4.67e-150
0.4537008 3.96e-162
0.4538008 1.13e-174
0.4539008 1.08e-187
0.4540008 3.50e-201
0.4541008 3.79e-215
0.4542008 1.38e-229
0.4543008 1.69e-244
0.4544008 6.98e-260
0.4545008 1.13e-267
0.4546008 2.77e-252
0.4547008 2.37e-237
0.4548008 7.02e-223
0.4549008 7.23e-209
0.4550008 2.58e-195
0.4551008 3.21e-182
0.4552008 1.38e-169
0.4553008 2.07e-157
0.4554008 1.07e-145
0.4555008 1.93e-134
0.4556008 1.21e-123
0.4557008 2.63e-113
0.4558008 1.99e-103
0.4559008 5.20e-94
0.4560008 4.73e-85
0.4561008 1.49e-76
0.4562008 1.64e-68
0.4563008 6.24e-61
0.4564008 8.25e-54
0.4565008 3.78e-47
0.4566008 6.03e-41
0.4567008 3.34e-35
0.4568008 6.41e-30
0.4569008 4.27e-25
0.4570008 9.89e-21
0.4571008 7.95e-17
0.4572008 2.22e-13
0.4573008 2.15e-10
0.4574008 7.23e-08
0.4575008 8.45e-06
0.4576008 3.42e-04
0.4577008 4.82e-03
0.4578008 2.36e-02
0.4579008 4.00e-02
0.4580008 2.36e-02
0.4581008 4.82e-03
0.4582008 3.42e-04
0.4583008 8.45e-06
0.4584008 7.23e-08
0.4585008 2.15e-10
0.4586008 2.22e-13
0.4587008 7.95e-17
0.4588008 9.89e-21
0.4589008 4.27e-25
0.4590008 6.41e-30
0.4591008 3.34e-35
0.4592008 6.03e-41
0.4593008 3.78e-47
0.4594008 8.25e-54
0.4595008 6.24e-61
0.4596008 1.64e-68
0.4597008 1.49e-76
0.4598008 4.73e-85
0.4599008 5.20e-94
0.4600008 1.99e-103
0.4601008 2.63e-113
0.4602008 1.21e-123
0.4603008 1.93e-134
0.4604008 1.07e-145
0.4605008 2.07e-157
0.4606008 1.38e-169
0.4607008 3.21e-182
0.4608008 2.58e-195
0.4609008 7.23e-209
0.4610008 7.02e-223
0.4611008 2.37e-237
0.4612008 2.77e-252
0.4613008 1.13e-267
0.4614008 1.59e-283
0.4615008 7.80e-300
0.4616008 1.33e-316
0.4617008 0.00e+00
0.4618008 0.00e+00
0.4619008 0.00e+00
0.4620008 0.00e+00
0.4621008 0.00e+00
0.4622008 0.00e+00
0.4623008 0.00e+00
0.4624008 0.00e+00
0.4625008 0.00e+00
0.4626008 0.00e+00
0.4627008 0.00e+00
0.4628008 0.00e+00
0.4629008 0.00e+00
0.4630008 0.00e+00
0.4631008 0.00e+00
0.4632008 0.00e+00
0.4633008 0.00e+00
0.4634008 0.00e+00
0.4635008 0.00e+00
0.4636008 0.00e+00
0.4637008 0.00e+00
0.4638008 0.00e+00
0.4639008 0.00e+00
0.4640008 0.00e+00
0.4641008 0.00e+00
0.4642008 0.00e+00
0.4643008 0.00e+00
0.4644008 0.00e+00
0.4645008 0.00e+00
0.4646008 0.00e+00
0.4647008 0.00e+00
0.4648008 0.00e+00
0.4649008 0.00e+00
0.4650008 0.00e+00
0.4651008 0.00e+00
0.4652008 0.00e+00
0.4653008 0.00e+00
0.4654008 0.00e+00
0.4655008 0.00e+00
0.4656008 0.00e+00
0.4657008 0.00e+00
0.4658008 0.00e+00
0.4659008 0.00e+00
0.4660008 0.00e+00
0.4661008 0.00e+00
0.4662008 0.00e+00
0.4663008 0.00e+00
0.4664008 0.00e+00
0.4665008 0.00e+00
0.4666008 0.00e+00
0.4667008 0.00e+00
0.4668008 0.00e+00
0.4669008 0.00e+00
0.4670008 0.00e+00
0.4671008 0.00e+00
0.4672008 0.00e+00
0.4673008 0.00e+00
0.4674008 0.00e+00
0.4675008 0.00e+00
0.4676008 0.00e+00
0.4677008 0.00e+00
0.4678008 0.00e+00
0.4679008 0.00e+00
0.4680008 0.00e+00
0.4681008 0.00e+00
0.4682008 0.00e+00
0.4683008 0.00e+00
0.4684008 0.00e+00
0.4685008 0.00e+00
0.4686008 0.00e+00
0.4687008 0.00e+00
0.4688008 0.00e+00
0.4689008 0.00e+00
0.4690008 0.00e+00
0.4691008 0.00e+00
0.4692008 0.00e+00
0.4693008 0.00e+00
0.4694008 0.00e+00
0.4695008 0.00e+00
0.4696008 0.00e+00
0.4697008 0.00e+00
0.4698008 0.00e+00
0.4699008 0.00e+00
0.4700008 0.00e+00
0.4701008 0.00e+00
0.4702008 0.00e+00
0.4703008 0.00e+00
0.4704008 0.00e+00
0.4705008 0.00e+00
0.4706008 0.00e+00
0.4707008 0.00e+00
0.4708008 0.00e+00
0.4709008 0.00e+00
0.4710008 0.00e+00
0.4711008 0.00e+00
0.4712008 0.00e+00
0.4713008 0.00e+00
0.4714008 0.00e+00
0.4715008 0.00e+00
0.4716008 0.00e+00
0.4717008 0.00e+00
0.4718008 0.00e+00
0.4719008 0.00e+00
0.4720008 0.00e+00
0.4721008 0.00e+00
0.4722008 0.00e+00
0.4723008 0.00e+00
0.4724008 0.00e+00
0.4725008 0.00e+00
0.4726008 0.00e+00
0.4727008 2.17e-308
0.4728008 1.76e-292
0.4729008 5.39e-277
0.4730008 6.21e-262
0.4731008 2.69e-247
0.4732008 4.39e-233
0.4733008 2.70e-219
0.4734008 6.24e-206
0.4735008 5.44e-193
0.4736008 1.78e-180
0.4737008 2.20e-168
0.4738008 1.02e-156
0.4739008 1.79e-145
0.4740008 1.18e-134
0.4741008 2.92e-124
0.4742008 2.73e-114
0.4743008 9.59e-105
0.4744008 1.27e-95
0.4745008 6.32e-87
0.4746008 1.19e-78
0.4747008 8.37e-71
0.4748008 2.23e-63
0.4749008 2.23e-56
0.4750008 8.39e-50
0.4751008 1.19e-43
0.4752008 6.35e-38
0.4753008 1.28e-32
0.4754008 9.67e-28
0.4755008 2.76e-23
0.4756008 2.96e-19
0.4757008 1.19e-15
0.4758008 1.81e-12
0.4759008 1.04e-09
0.4760008 2.24e-07
0.4761008 1.82e-05
0.4762008 5.55e-04
0.4763008 6.38e-03
0.4764008 2.76e-02
0.4765008 4.50e-02
0.4766008 2.76e-02
0.4767008 6.38e-03
0.4768008 5.55e-04
0.4769008 1.82e-05
0.4770008 2.24e-07
0.4771008 1.04e-09
0.4772008 1.81e-12
0.4773008 1.19e-15
0.4774008 2.96e-19
0.4775008 2.76e-23
0.4776008 9.67e-28
0.4777008 1.28e-32
0.4778008 6.35e-38
0.4779008 1.19e-43
0.4780008 8.39e-50
0.4781008 2.23e-56
0.4782008 2.23e-63
0.4783008 8.37e-71
0.4784008 1.19e-78
0.4785008 6.32e-87
0.4786008 1.75e-85
0.4787008 2.37e-77
0.4788008 1.23e-69
0.4789008 2.45e-62
0.4790008 1.86e-55
0.4791008 5.43e-49
0.4792008 6.05e-43
0.4793008 2.58e-37
0.4794008 4.22e-32
0.4795008 2.64e-27
0.4796008 6.32e-23
0.4797008 5.79e-19
0.4798008 2.03e-15
0.4799008 2.73e-12
0.4800008 1.40e-09
0.4801008 2.75e-07
0.4802008 2.07e-05
0.4803008 5.98e-04
0.4804008 6.59e-03
0.4805008 2.78e-02
0.4806008 4.50e-02
0.4807008 2.78e-02
0.4808008 6.59e-03
0.4809008 5.98e-04
0.4810008 2.07e-05
0.4811008 2.75e-07
0.4812008 1.40e-09
0.4813008 2.73e-12
0.4814008 2.03e-15
0.4815008 5.79e-19
0.4816008 6.32e-23
0.4817008 2.64e-27
0.4818008 4.22e-32
0.4819008 2.58e-37
0.4820008 6.05e-43
0.4821008 5.43e-49
0.4822008 1.86e-55
0.4823008 2.45e-62
0.4824008 1.23e-69
0.4825008 2.37e-77
0.4826008 1.75e-85
0.4827008 4.93e-94
0.4828008 5.32e-103
0.4829008 2.20e-112
0.4830008 3.48e-122
0.4831008 2.11e-132
0.4832008 4.89e-143
0.4833008 4.34e-154
0.4834008 1.47e-165
0.4835008 1.91e-177
0.4836008 9.53e-190
0.4837008 1.81e-202
0.4838008 1.32e-215
0.4839008 3.69e-229
0.4840008 3.94e-243
0.4841008 1.61e-257
0.4842008 2.53e-272
0.4843008 4.60e-279
0.4844008 2.67e-264
0.4845008 6.12e-250
0.4846008 5.52e-236
0.4847008 1.96e-222
0.4848008 2.75e-209
0.4849008 1.52e-196
0.4850008 3.30e-184
0.4851008 2.83e-172
0.4852008 9.54e-161
0.4853008 1.27e-149
0.4854008 6.65e-139
0.4855008 1.37e-128
0.4856008 1.12e-118
0.4857008 3.58e-109
0.4858008 4.52e-100
0.4859008 2.25e-91
0.4860008 4.40e-83
0.4861008 3.40e-75
0.4862008 1.03e-67
0.4863008 1.24e-60
0.4864008 5.86e-54
0.4865008 1.09e-47
0.4866008 8.00e-42
0.4867008 2.31e-36
0.4868008 2.63e-31
0.4869008 1.18e-26
0.4870008 2.08e-22
0.4871008 1.45e-18
0.4872008 3.98e-15
0.4873008 4.30e-12
0.4874008 1.83e-09
0.4875008 3.07e-07
0.4876008 2.03e-05
0.4877008 5.29e-04
0.4878008 5.43e-03
0.4879008 2.20e-02
0.4880008 3.50e-02
0.4881008 2.20e-02
0.4882008 5.43e-03
0.4883008 5.29e-04
0.4884008 2.03e-05
0.4885008 3.07e-07
0.4886008 1.83e-09
0.4887008 4.30e-12
0.4888008 3.98e-15
0.4889008 1.45e-18
0.4890008 2.08e-22
0.4891008 1.18e-26
0.4892008 2.63e-31
0.4893008 2.31e-36
0.4894008 8.00e-42
0.4895008 1.09e-47
0.4896008 5.86e-54
0.4897008 1.24e-60
0.4898008 2.59e-66
0.4899008 2.44e-59
0.4900008 9.56e-53
0.4901008 1.49e-46
0.4902008 9.33e-41
0.4903008 2.33e-35
0.4904008 2.32e-30
0.4905008 9.23e-26
0.4906008 1.47e-21
0.4907008 9.31e-18
0.4908008 2.36e-14
0.4909008 2.39e-11
0.4910008 9.66e-09
0.4911008 1.56e-06
0.4912008 1.01e-04
0.4913008 2.59e-03
0.4914008 2.67e-02
0.4915008 1.10e-01
0.4916008 1.80e-01
0.4917008 1.18e-01
0.4918008 3.09e-02
0.4919008 3.23e-03
0.4920008 1.35e-04
0.4921008 2.25e-06
0.4922008 1.50e-08
0.4923008 3.99e-11
0.4924008 4.24e-14
0.4925008 1.80e-17
0.4926008 3.06e-21
0.4927008 2.07e-25
0.4928008 5.60e-30
0.4929008 6.05e-35
0.4930008 2.61e-40
0.4931008 4.50e-46
0.4932008 3.09e-52
0.4933008 8.51e-59
0.4934008 9.34e-66
0.4935008 4.10e-73
0.4936008 7.17e-81
0.4937008 5.02e-89
0.4938008 1.40e-97
0.4939008 1.56e-106
0.4940008 6.97e-116
0.4941008 1.72e-114
0.4942008 2.63e-105
0.4943008 1.63e-96
0.4944008 4.11e-88
0.4945008 4.21e-80
0.4946008 1.75e-72
0.4947008 2.97e-65
0.4948008 2.05e-58
0.4949008 5.75e-52
0.4950008 6.55e-46
0.4951008 3.04e-40
0.4952008 5.73e-35
0.4953008 4.39e-30
0.4954008 1.37e-25
0.4955008 1.74e-21
0.4956008 8.95e-18
0.4957008 1.88e-14
0.4958008 1.60e-11
0.4959008 5.55e-09
0.4960008 7.83e-07
0.4961008 4.49e-05
0.4962008 1.05e-03
0.4963008 9.92e-03
0.4964008 3.83e-02
0.4965008 6.00e-02
0.4966008 3.83e-02
0.4967008 9.92e-03
0.4968008 1.05e-03
0.4969008 4.49e-05
0.4970008 7.83e-07
0.4971008 5.55e-09
0.4972008 1.60e-11
0.4973008 1.88e-14
0.4974008 8.95e-18
0.4975008 1.74e-21
0.4976008 1.37e-25
0.4977008 4.39e-30
0.4978008 5.73e-35
0.4979008 3.04e-40
0.4980008 6.55e-46
0.4981008 5.75e-52
0.4982008 2.05e-58
0.4983008 2.97e-65
0.4984008 1.75e-72
0.4985008 4.21e-80
0.4986008 4.11e-88
0.4987008 1.63e-96
0.4988008 2.63e-105
0.4989008 1.72e-114
0.4990008 4.60e-124
0.4991008 3.09e-131
0.4992008 1.77e-121
0.4993008 4.21e-112
0.4994008 4.15e-103
0.4995008 1.69e-94
0.4996008 2.87e-86
0.4997008 2.01e-78
0.4998008 5.83e-71
0.4999008 7.01e-64
0.5000008 3.49e-57
0.5001008 7.21e-51
0.5002008 6.17e-45
0.5003008 2.18e-39
0.5004008 3.21e-34
0.5005008 1.95e-29
0.5006008 4.91e-25
0.5007008 5.12e-21
0.5008008 2.21e-17
0.5009008 3.97e-14
0.5010008 2.94e-11
0.5011008 9.04e-09
0.5012008 1.15e-06
0.5013008 6.07e-05
0.5014008 1.33e-03
0.5015008 1.20e-02
0.5016008 4.51e-02
0.5017008 7.00e-02
0.5018008 4.51e-02
0.5019008 1.20e-02
0.5020008 1.33e-03
0.5021008 6.07e-05
0.5022008 1.15e-06
0.5023008 9.04e-09
0.5024008 2.94e-11
0.5025008 3.97e-14
0.5026008 2.21e-17
0.5027008 5.12e-21
0.5028008 4.91e-25
0.5029008 1.95e-29
0.5030008 3.21e-34
0.5031008 2.18e-39
0.5032008 6.17e-45
0.5033008 7.21e-51
0.5034008 3.49e-57
0.5035008 7.01e-64
0.5036008 5.83e-71
0.5037008 2.01e-78
0.5038008 2.87e-86
0.5039008 1.69e-94
0.5040008 4.15e-103
0.5041008 4.21e-112
0.5042008 1.77e-121
0.5043008 3.08e-131
0.5044008 2.22e-141
0.5045008 6.64e-152
0.5046008 8.22e-163
0.5047008 4.22e-174
0.5048008 8.96e-186
0.5049008 7.88e-198
0.5050008 2.88e-210
0.5051008 4.34e-223
0.5052008 2.72e-236
0.5053008 7.05e-250
0.5054008 7.57e-264
0.5055008 3.37e-278
0.5056008 6.21e-293
0.5057008 4.74e-308
0.5058008 1.48e-323
0.5059008 0.00e+00
0.5060008 0.00e+00
0.5061008 0.00e+00
0.5062008 0.00e+00
0.5063008 0.00e+00
0.5064008 0.00e+00
0.5065008 0.00e+00
0.5066008 0.00e+00
0.5067008 0.00e+00
0.5068008 0.00e+00
0.5069008 0.00e+00
0.5070008 0.00e+00
0.5071008 0.00e+00
0.5072008 0.00e+00
0.5073008 0.00e+00
0.5074008 0.00e+00
