YTID,start_seconds
4edmq0drOGs,160
4hfl8MnbpU4,30
4qUgQ9_bafw,70
4urTXHAXZWw,0
4yhdOd26sc0,20
4z56dXFDtcQ,30
52_FrzyZ3TU,200
52oxIyimcp0,14
59DmV-V5bU8,10
5AJS-RIp2z4,30
5BtqJhjx19E,0
5OIIZPQldew,30
5VYp487ekZs,80
5VsWZKFuEck,30
5YPl8HGB6Go,130
5g83Nu4RLWk,340
5hSbEMBb6XQ,10
5hq6R-qo16o,30
5jQLK4Z1EH4,20
5kgI258Qok0,30
5n-PsvhRUD8,30
5nTG6AhN3hU,30
5n_8DyJQHA8,170
5oI5ApQdgn8,120
5oVOiR69Pz0,30
5pkbJsjldRo,30
5tr1CorBCWY,30
5vhN4tN5Cus,30
5vzthSHI0-U,30
61X7M19_DiU,30
641HkOu77o8,30
64sB5KWDeas,70
68lP2hkEzHI,30
6CrK4Gvr1bw,430
6Kivf401AFM,6
6N36Ym7cMm0,240
6PZY7hW3EGo,28
6ROmwqE7gpA,70
6XXi7PWXWZ4,480
6dpL2THpIwY,30
6g5LLwcm2-Q,30
6h8EYBmfGRE,0
6k81BJgTPzk,28
6q37ok1P-es,190
6qBwh-deQFA,0
6zDc7SHSVR8,30
71TnrhcgzLE,370
73KKZDhoj_0,30
78OOZx9AcKc,30
7Dbnejtuyys,70
7ESBXbmtbr0,60
7LOXrQO1HXM,30
7LPUlZTeSKc,370
7MlnPrY145E,30
7Oy9Sq_sTD0,20
7Yn2GDqolO4,130
7ZWi1swZy3c,16
7_WzCk0oIiI,0
7bPVsuIV7gs,9
7dIIVzcYhD4,230
7e-LJBi8WZs,0
7f-5YWKdi6g,70
7jgAC7DfbdA,10
7l8sdQo4veI,50
8Hnu0NxGpVw,150
8N0tQVihr94,40
8SUyYkPuaNc,150
8VHNbRSR6uQ,30
8WFm7Jea7aw,200
8XMRNSY2DtQ,30
8XeUIsss1CU,30
8Z8cnUzGIpY,20
8nHo3NGqrlA,10
8qv_WCvp19o,90
8vnyj9JB5hc,40
8wkju5FUwEg,30
92BR9oGS8VQ,30
9JkFhpo1dYE,80
9_ww1EvZscE,100
9aojujh-ZVQ,100
9f6dr4uB2Z8,10
9gu0joenyDo,50
9mXzH_vq-6E,0
A-64FG99tK4,30
A3XgdErBvCk,7
A7SvQbnWIYY,250
A7rboJKofoU,40
AA5B6BC4www,30
AGjXFGau-Pw,30
AIjndYBSWBw,30
APttVW2ODTo,13
AQ-Z4t8jI7Y,30
AQ-oj2d_tkE,30
Afu8L97uG6A,30
HxT5Jjsxz_I,0
I5-0L5zGlG8,30
IB-uWn0mmDM,40
IDZgD_Tqu1s,190
IIMP0BuR3PY,70
ILcubQfUPa8,30
IQbw7D9pI40,60
ITmUBjbACdg,200
IXljCR3iqLY,260
IbnxZddJKiQ,30
IeARLFHQrug,0
Ii55tpEq6SY,30
IjLR6lE2ydw,0
IkMcAoDDrXg,30
Il6sSFWzW7Q,40
IlxypBYWOCY,30
Iq9KWM00hX0,29
IueWTSysSVo,40
J0kO9X49cIQ,140
J2KFEN92bHI,19
J2jXvb8q8ks,60
J5AK0gzCyks,0
J7EcNJMJ4z4,310
JCD4rmaO5bQ,30
JFAgjIGow3s,20
JIO7Akw-uMc,30
J_lD06C0zXk,30
JhOKV01nPIM,30
Jj8UlxYrEDg,0
JnVIma1HEYk,11
Jnp5EWxS5T8,29
K11C7WsDll4,0
K7faQFwLOrM,30
K9DhBco6YlE,30
KhhFfbZCvm0,60
KhoN4S1XOE0,30
KjHTNhBblVE,30
Kp5dkArv_TA,30
Kp97SuFytio,300
KpZjQbDb4Ys,3
KtzGM0e5axg,30
L1BdCYUCSkY,30
L79fbUlSZHE,30
LPgtsWKNd7M,90
LY8I6bsu3kw,210
LgnLozA45Go,30
LjnfmSFcv8I,30
LmxVM94aM0w,110
Lqnzxa-M-_U,300
Lr4PbjgkBI8,25
LtWWHizX9HQ,0
LvfGG-k7ZO8,250
M200UWHbFZU,20
MAB235P-OMk,30
MSohtoxNY3g,30
MUywj4wIkXI,10
M_lEpeWAm4g,230
MbPhXdivAx8,10
MioTJwZQOfg,0
MkS1U0CDUH0,320
MkyGAXR7Oxk,30
MpKyyCjwqho,30
MvHRBYrEgEE,0
MvkPXvi3u2k,2
MwJZ1jrscdM,30
Mwea28K0sdY,10
MxFUUuBL7Eo,12
MzBf3rJXkFQ,0
MzGQu_pQmm4,30
MzsU_x-ltig,160
NKfQk9mk5Cg,30
NQivDYq-ShM,170
NSC7uYcUASM,30
NaDCKtxd3rw,11
O66SWVjd0bM,5
OCC2L3ZJe1Q,20
OGfyWVOxskI,30
OI_DULoAtQU,0
OVZggdr4JWA,40
OXGRVG-kDTY,20
OhbIXJ8l7tE,80
OlzNoxBh_eE,110
P6pT7-2c7eA,0
PJpX5Y0Usjo,10
PMD-Jh01890,140
PRWgkNfxJmU,90
PbkPS96O4lE,140
PfXCRZWcUfc,0
Pv-N7XPF8dk,30
Q8Xo_R653Qw,30
QGUTz8fujKA,70
QMgGDHVLsHg,130
QNSieeHCvxo,0
QNUO_qwVmFw,0
QWOb3O4y5oc,0
QYN8lcCVlU4,30
QcZS7FnUM-k,30
QdFBFnpU_yI,50
QlcWd1sHDpc,130
QrDNGV_2n7E,90
R4oIREhQRSY,0
R9TioawpxiU,30
RQ8idRIzvQM,20
RVyhRusFmQU,360
