,SMILES,Real_MW,Predicted_MW,Real_BCF,Predicted_BCF,Real_BioDeg,Predicted_BioDeg,Real_LD50,Predicted_LD50,Real_LogD,Predicted_LogD,Real_LogHL,Predicted_LogHL,Real_LogWS,Predicted_LogWS,Real_SCScore,Predicted_SCScore,Real_pKa,Predicted_pKa
53,CC(=O)C=C(C)[O-],100.05,101.38333333333333,0.68,0.68,0.63,0.63,3145.0,3145.0,-0.0,0.0,-7.44,-7.44,0.41,0.5599999999999999,5.0,4.63,8.44,8.54
54,CC(C)NC(=O)[O-],103.06,117.08,0.62,0.55,0.56,0.65,2636.0,2443.0,-4.36,-3.66,-6.25,-6.27,0.54,0.5233333333333333,4.89,4.353333333333333,0.54,1.08
55,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,280.93,259.97,0.27,0.38999999999999996,0.72,0.61,890.0,475.0,1.1,2.643333333333333,-4.5,-4.636666666666667,-0.85,-0.1366666666666667,5.0,4.62,4.94,5.496666666666667
56,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)F,249.95,231.96,0.8,0.7399999999999999,0.65,0.65,705.0,690.0,-3.69,-4.513333333333333,-4.5,-4.513333333333333,-2.39,-1.6966666666666665,5.0,4.753333333333333,-0.49,-0.5366666666666667
57,CCCCCCCCCCCCCCCCCCN(CCC(=O)[O-])CCC(=O)O,413.35,402.59999999999997,1.25,1.46,0.93,0.7399999999999999,7393.0,7411.333333333333,4.54,4.920000000000001,-7.45,-7.6000000000000005,-3.36,-3.373333333333333,3.21,3.8800000000000003,3.77,4.713333333333334
58,CCC(CC(C)C1=CC=CC=C1)C2=CC=C(S(=O)(=O)[O-])C=C2,318.13,322.7,1.36,0.7666666666666666,0.56,0.6566666666666666,2527.0,4198.666666666667,2.18,1.5666666666666667,-6.63,-9.116666666666665,-3.33,-1.91,3.35,3.7466666666666666,3.17,4.743333333333333
59,O=[N+]([O-])C1=CC([N+](=O)[O-])=C(S(=O)(=O)[O-])C([N+](=O)[O-])=C1,292.96,247.97,0.64,0.68,0.55,0.55,2424.0,2433.3333333333335,-2.09,-4.04,-7.8,-8.14,-0.4,-0.15,5.0,4.99,1.94,0.46
60,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)C(F)(F)F,397.95,434.8966666666667,0.73,0.73,0.65,0.6633333333333334,227.0,253.33333333333334,-1.27,-0.8766666666666666,-10.91,-10.83,-3.9,-1.75,4.37,5.0,0.56,0.3666666666666667
61,CS(=O)(=O)NCCCOC1=CC=C(S(=O)(=O)[O-])C=C1,309.03,272.0733333333333,0.61,0.7799999999999999,0.76,0.63,3555.0,3374.3333333333335,1.31,1.2733333333333334,-9.06,-8.469999999999999,-1.83,-1.47,3.47,4.27,6.27,4.34
62,O=S(=O)([O-])C=CC1=CC=CC=C1,184.02,177.35333333333335,0.81,0.7799999999999999,0.7,0.6833333333333332,2480.0,2159.6666666666665,-3.5,-2.92,-7.87,-7.87,0.0,0.36000000000000004,4.59,5.56,1.3,1.5066666666666668
63,CCN(CC(=O)[O-])S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,413.03,384.97333333333336,0.94,0.43,0.71,0.65,713.0,546.0,-0.74,-0.49666666666666665,-5.88,-9.526666666666666,-4.6,-1.096666666666667,3.86,4.3566666666666665,1.42,1.26
64,O=C(OCCCCCCCCCCCCCCCCBr)C(F)(F)S(=O)(=O)[O-],478.12,506.7633333333333,1.39,1.2133333333333336,0.92,0.9233333333333333,2794.0,2348.3333333333335,2.57,2.7133333333333334,-7.51,-7.523333333333333,-3.26,-3.4466666666666668,3.97,3.9500000000000006,1.18,1.0533333333333335
65,[O-]C1=CC=CC=C1C2=CC=CC=C2,170.07,170.07,1.69,1.59,1.35,1.3,1055.0,2451.0,3.09,3.2000000000000006,-7.14,-6.989999999999999,-1.81,-3.48,4.56,4.44,9.35,9.61
66,O=C([O-])C1CCC=CO1,128.05,112.03000000000002,0.56,0.63,0.55,0.55,1772.0,2267.3333333333335,-0.16,-1.2866666666666666,-6.48,-8.216666666666667,-0.62,-0.5966666666666667,4.66,4.94,5.11,4.26
67,CCS(=O)[O-],94.01,74.03333333333335,0.63,0.6266666666666666,0.73,0.64,3811.0,2583.6666666666665,-2.98,-3.6999999999999997,-7.02,-6.266666666666666,1.07,1.6566666666666665,5.0,5.0,2.86,4.073333333333333
68,O=S2(=O)N=C([O-])C1=CC=CC=C12,183.0,169.65666666666667,0.32,0.22,0.73,0.6566666666666666,967.0,686.0,-3.08,-0.46,-9.17,-7.989999999999999,-0.78,-0.4633333333333333,4.49,4.0,2.78,5.79
69,O=C([O-])C1=CC=CC=C1S,154.01,137.67,0.64,0.59,0.55,0.49,706.0,794.0,-1.53,-0.55,-8.68,-7.426666666666667,-3.15,-1.2633333333333334,5.0,5.0,1.58,3.2899999999999996
70,NC2=C(S(=O)(=O)[O-])C=C(NC1=CC=CC=C1)C4=C2C(=O)C3=CC=CC=C3C4=O,394.06,400.10999999999996,1.08,0.83,1.84,2.01,5023.0,5808.0,0.9,2.59,-10.79,-10.800000000000002,-3.82,-3.7900000000000005,4.11,3.5400000000000005,5.12,4.72
71,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],207.06,227.09,0.79,0.79,0.67,0.63,1618.0,2413.0,0.43,1.5166666666666668,-8.87,-8.25,-0.51,-1.2866666666666668,3.58,3.56,4.15,4.02
72,CCCCOC(=O)[O-],118.06,116.07333333333334,0.56,0.8733333333333334,0.65,0.6066666666666666,6055.0,3422.3333333333335,0.71,0.65,-6.07,-6.133333333333333,-0.44,-0.7666666666666666,5.0,5.0,5.35,5.323333333333333
73,COC(=O)CC(=O)[O-],118.03,116.05,0.63,0.63,0.65,0.65,2388.0,2402.0,-1.77,-0.7833333333333332,-7.56,-7.506666666666667,0.85,0.6066666666666666,5.0,5.266666666666667,4.31,5.466666666666666
74,CCOP(=S)([S-])OCC,185.99,150.67,0.7,1.3966666666666665,0.97,0.5700000000000001,196.0,951.0,1.24,0.5733333333333334,-7.02,-7.859999999999999,-1.39,-1.4866666666666666,4.94,4.963333333333334,8.64,8.343333333333334
75,O=C(OCCC(F)(F)C(F)(F)S(=O)(=O)[O-])C23CC1CC(CC(C1)C2)C3,388.1,370.10999999999996,0.88,0.88,2.19,2.19,2209.0,3081.0,1.8,1.6000000000000003,-9.64,-9.16,-1.96,-1.96,3.5,3.39,3.4,3.31
76,CC1=CC=C(C)C(S(=O)(=O)[O-])=C1,186.04,186.04,0.72,0.7200000000000001,0.89,0.6999999999999998,2295.0,2744.0,-3.95,-2.77,-7.87,-7.87,0.1,0.10000000000000002,4.99,4.86,0.47,1.6499999999999997
77,CCCCCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)[O-],368.29,379.5433333333333,1.8,1.67,0.76,0.5833333333333334,7507.0,6289.333333333333,7.82,5.84,-7.12,-8.233333333333333,-5.59,-3.2733333333333334,3.92,4.233333333333333,5.48,5.38
78,O=S(=O)([O-])C(F)(F)C23CC1CC(CC(C1)C2)C3,266.08,280.09,0.62,0.6,2.66,2.56,3382.0,5189.0,-1.27,-0.43,-7.16,-7.150000000000001,-0.17,-0.83,4.4,3.34,0.71,1.15
79,CC(=O)[O-],60.02,84.7,0.64,0.62,0.66,0.65,1143.0,2258.3333333333335,-1.73,-1.7133333333333336,-7.0,-6.97,1.13,0.6266666666666667,5.0,5.0,3.95,3.4599999999999995
80,C=CC1=CC=C(S(=O)[O-])C=C1,168.02,169.36666666666667,0.69,0.66,0.53,0.69,1261.0,1456.6666666666667,-3.0,-3.143333333333333,-7.66,-7.663333333333334,-1.98,-0.24,4.73,4.863333333333333,1.57,1.6066666666666667
81,O=S(=O)([O-])C(F)(F)C(F)(F)C1CC3CC1C4C2CCC(C2)C34,342.09,342.09,0.6,0.6,2.17,2.17,440.0,446.0,-0.99,-0.52,-7.29,-7.32,-1.25,-1.25,3.11,2.62,1.25,1.55
82,O=C([O-])CC(=O)O,104.01,107.36333333333334,0.62,0.62,0.69,0.6699999999999999,2535.0,2531.6666666666665,-3.57,-3.283333333333333,-8.25,-8.206666666666665,0.86,0.9366666666666665,4.82,4.793333333333333,2.74,2.8066666666666666
83,CCCCCCCCCCCCN(CCCC(=O)[O-])CCCC(=O)O,357.29,335.99666666666667,1.45,1.8,0.76,0.7600000000000001,7543.0,6572.333333333333,0.76,3.42,-7.76,-7.616666666666667,-2.4,-2.2133333333333334,3.09,3.2733333333333334,2.84,3.2733333333333334
84,C=C(CC(=O)[O-])C(=O)OCCCS(=O)(=O)O,252.03,224.07000000000002,0.69,0.7066666666666667,0.67,0.6566666666666667,2569.0,8487.0,-0.65,-1.9100000000000001,-9.5,-9.83,-1.19,-0.79,4.01,3.4133333333333336,3.19,3.7099999999999995
85,CN(C)C1=CC=C([O-])C=C1,137.08,136.71666666666667,0.74,0.8133333333333334,0.69,0.6166666666666667,728.0,476.6666666666667,1.7,0.20333333333333337,-6.64,-6.463333333333334,-1.69,-1.8366666666666667,4.55,4.94,9.34,4.823333333333333
86,CC1=CC=CC=C1[O-],108.06,157.37333333333333,1.03,1.24,0.72,0.66,691.0,234.0,1.95,1.46,-5.93,-6.47,-0.62,-0.04,4.86,5.0,10.07,10.02
